;Datenpunkt;Luftgütesensor 3.AQ_GAS_RESISTANCE_RAW;Luftgütesensor 3.HUMIDITY;Luftgütesensor 3.TEMPERATURE
;Einheit;Ohm;%;°C
Zeitstempel;Status;Wert;Wert;Wert
01.12.2020 08:31:37.048;2;52.120;45;17.2
01.12.2020 08:36:02.049;2;52.120;45;16.9
01.12.2020 08:36:02.053;2;52.120;46;16.9
01.12.2020 08:36:02.059;2;53.060;46;16.9
01.12.2020 08:40:27.157;2;53.060;46;18
01.12.2020 08:40:27.161;2;53.060;44;18
01.12.2020 08:40:27.166;2;53.660;44;18
01.12.2020 08:49:17.387;2;53.660;44;18.9
01.12.2020 08:49:17.398;2;53.660;43;18.9
01.12.2020 08:49:17.403;2;54.600;43;18.9
01.12.2020 08:53:42.373;2;54.600;43;19
01.12.2020 08:53:42.382;2;54.600;43;19
01.12.2020 08:53:42.387;2;54.640;43;19
01.12.2020 08:58:07.494;2;54.640;43;18.8
01.12.2020 08:58:07.497;2;54.640;44;18.8
01.12.2020 08:58:07.503;2;55.040;44;18.8
01.12.2020 09:02:32.625;2;55.040;44;19.1
01.12.2020 09:02:32.628;2;55.040;43;19.1
01.12.2020 09:02:32.632;2;55.380;43;19.1
01.12.2020 09:06:57.745;2;55.380;43;19.4
01.12.2020 09:06:57.762;2;55.380;43;19.4
01.12.2020 09:06:57.767;2;55.940;43;19.4
01.12.2020 09:11:22.830;2;55.940;43;19.3
01.12.2020 09:11:22.839;2;55.940;43;19.3
01.12.2020 09:11:22.844;2;56.460;43;19.3
01.12.2020 09:15:47.932;2;56.460;43;19.2
01.12.2020 09:15:47.941;2;56.460;43;19.2
01.12.2020 09:15:47.946;2;56.560;43;19.2
01.12.2020 09:20:13.044;2;56.560;43;19.3
01.12.2020 09:20:13.047;2;56.560;43;19.3
01.12.2020 09:20:13.052;2;56.820;43;19.3
01.12.2020 09:24:38.156;2;56.820;43;19.5
01.12.2020 09:24:38.160;2;56.820;43;19.5
01.12.2020 09:24:38.163;2;57.180;43;19.5
01.12.2020 09:29:03.274;2;57.180;43;19.6
01.12.2020 09:29:03.278;2;57.180;43;19.6
01.12.2020 09:29:03.283;2;57.140;43;19.6
01.12.2020 09:33:28.395;2;57.140;43;19.6
01.12.2020 09:33:28.404;2;57.140;43;19.6
01.12.2020 09:33:28.409;2;57.160;43;19.6
01.12.2020 09:37:53.516;2;57.160;43;19.6
01.12.2020 09:37:53.520;2;57.160;43;19.6
01.12.2020 09:37:53.524;2;56.860;43;19.6
01.12.2020 09:42:18.662;2;56.860;43;18.9
01.12.2020 09:42:18.664;2;56.860;45;18.9
01.12.2020 09:42:18.668;2;55.740;45;18.9
01.12.2020 09:46:43.851;2;55.740;45;19.5
01.12.2020 09:46:43.859;2;55.740;44;19.5
01.12.2020 09:46:43.864;2;54.860;44;19.5
01.12.2020 09:51:09.084;2;54.860;44;20
01.12.2020 09:51:09.087;2;54.860;43;20
01.12.2020 09:51:09.093;2;54.520;43;20
01.12.2020 09:55:34.338;2;54.520;43;20.5
01.12.2020 09:55:34.340;2;54.520;42;20.5
01.12.2020 09:55:34.345;2;54.380;42;20.5
01.12.2020 09:59:59.672;2;54.380;42;20.8
01.12.2020 09:59:59.682;2;54.380;42;20.8
01.12.2020 09:59:59.686;2;54.360;42;20.8
01.12.2020 10:04:24.961;2;54.360;42;20.9
01.12.2020 10:04:24.964;2;54.360;42;20.9
01.12.2020 10:04:24.969;2;54.400;42;20.9
01.12.2020 10:08:50.252;2;54.400;42;21
01.12.2020 10:08:50.255;2;54.400;41;21
01.12.2020 10:08:50.259;2;54.480;41;21
01.12.2020 10:13:15.546;2;54.480;41;21.1
01.12.2020 10:13:15.556;2;54.480;41;21.1
01.12.2020 10:13:15.562;2;54.520;41;21.1
01.12.2020 10:17:40.842;2;54.520;41;21
01.12.2020 10:17:40.851;2;54.520;42;21
01.12.2020 10:17:40.856;2;54.640;42;21
01.12.2020 10:22:06.147;2;54.640;42;20.9
01.12.2020 10:22:06.157;2;54.640;42;20.9
01.12.2020 10:22:06.162;2;54.700;42;20.9
01.12.2020 10:26:31.455;2;54.700;42;21
01.12.2020 10:26:31.458;2;54.700;42;21
01.12.2020 10:26:31.464;2;54.700;42;21
01.12.2020 10:30:56.761;2;54.700;42;21
01.12.2020 10:30:56.764;2;54.700;42;21
01.12.2020 10:30:56.769;2;54.680;42;21
01.12.2020 10:35:22.071;2;54.680;42;21
01.12.2020 10:35:22.073;2;54.680;42;21
01.12.2020 10:35:22.079;2;54.580;42;21
01.12.2020 10:39:47.382;2;54.580;42;21.1
01.12.2020 10:39:47.385;2;54.580;42;21.1
01.12.2020 10:39:47.390;2;54.480;42;21.1
01.12.2020 10:44:12.705;2;54.480;42;21.2
01.12.2020 10:44:12.714;2;54.480;42;21.2
01.12.2020 10:44:12.719;2;54.500;42;21.2
01.12.2020 10:48:38.040;2;54.500;42;21.3
01.12.2020 10:48:38.044;2;54.500;41;21.3
01.12.2020 10:48:38.049;2;54.620;41;21.3
01.12.2020 10:53:03.379;2;54.620;41;21.3
01.12.2020 10:53:03.383;2;54.620;41;21.3
01.12.2020 10:53:03.388;2;54.740;41;21.3
01.12.2020 10:57:28.716;2;54.740;41;21.4
01.12.2020 10:57:28.719;2;54.740;41;21.4
01.12.2020 10:57:28.725;2;54.760;41;21.4
01.12.2020 11:01:54.061;2;54.760;41;21.4
01.12.2020 11:01:54.063;2;54.760;41;21.4
01.12.2020 11:01:54.068;2;54.780;41;21.4
01.12.2020 11:06:19.472;2;54.780;41;21.5
01.12.2020 11:06:19.475;2;54.780;41;21.5
01.12.2020 11:06:19.481;2;54.860;41;21.5
01.12.2020 11:10:44.829;2;54.860;41;21.6
01.12.2020 11:10:44.838;2;54.860;41;21.6
01.12.2020 11:10:44.843;2;54.840;41;21.6
01.12.2020 11:15:10.183;2;54.840;41;21.6
01.12.2020 11:15:10.192;2;54.840;41;21.6
01.12.2020 11:15:10.198;2;54.960;41;21.6
01.12.2020 11:19:35.550;2;54.960;41;21.6
01.12.2020 11:19:35.553;2;54.960;41;21.6
01.12.2020 11:19:35.558;2;55.000;41;21.6
01.12.2020 11:24:00.913;2;55.000;41;21.6
01.12.2020 11:24:00.916;2;55.000;41;21.6
01.12.2020 11:24:00.921;2;55.220;41;21.6
01.12.2020 11:28:26.288;2;55.220;41;21.6
01.12.2020 11:28:26.292;2;55.220;41;21.6
01.12.2020 11:28:26.297;2;55.400;41;21.6
01.12.2020 11:32:51.659;2;55.400;41;21.7
01.12.2020 11:32:51.668;2;55.400;41;21.7
01.12.2020 11:32:51.673;2;55.420;41;21.7
01.12.2020 11:37:17.010;2;55.420;41;21.7
01.12.2020 11:37:17.019;2;55.420;41;21.7
01.12.2020 11:37:17.025;2;55.560;41;21.7
01.12.2020 11:41:42.354;2;55.560;41;21.6
01.12.2020 11:41:42.364;2;55.560;41;21.6
01.12.2020 11:41:42.369;2;55.560;41;21.6
01.12.2020 11:46:07.715;2;55.560;41;21.6
01.12.2020 11:46:07.717;2;55.560;42;21.6
01.12.2020 11:46:07.722;2;55.620;42;21.6
01.12.2020 11:50:33.075;2;55.620;42;21.6
01.12.2020 11:50:33.078;2;55.620;42;21.6
01.12.2020 11:50:33.084;2;55.720;42;21.6
01.12.2020 11:54:58.430;2;55.720;42;21.6
01.12.2020 11:54:58.433;2;55.720;42;21.6
01.12.2020 11:54:58.438;2;55.760;42;21.6
01.12.2020 11:59:23.791;2;55.760;42;21.6
01.12.2020 11:59:23.793;2;55.760;42;21.6
01.12.2020 11:59:23.798;2;55.780;42;21.6
01.12.2020 12:03:49.152;2;55.780;42;21.6
01.12.2020 12:03:49.161;2;55.780;42;21.6
01.12.2020 12:03:49.165;2;55.800;42;21.6
01.12.2020 12:12:39.941;2;55.800;42;21.6
01.12.2020 12:12:39.945;2;55.800;42;21.6
01.12.2020 12:12:39.951;2;55.740;42;21.6
01.12.2020 12:17:05.309;2;55.740;42;21.5
01.12.2020 12:17:05.312;2;55.740;42;21.5
01.12.2020 12:17:05.318;2;55.880;42;21.5
01.12.2020 12:21:30.686;2;55.880;42;21.6
01.12.2020 12:21:30.689;2;55.880;42;21.6
01.12.2020 12:21:30.695;2;56.080;42;21.6
01.12.2020 12:25:56.051;2;56.080;42;21.6
01.12.2020 12:25:56.054;2;56.080;42;21.6
01.12.2020 12:25:56.059;2;56.020;42;21.6
01.12.2020 12:30:21.396;2;56.020;42;21.6
01.12.2020 12:30:21.400;2;56.020;42;21.6
01.12.2020 12:30:21.405;2;56.020;42;21.6
01.12.2020 12:34:46.742;2;56.020;42;21.6
01.12.2020 12:34:46.751;2;56.020;42;21.6
01.12.2020 12:34:46.756;2;56.020;42;21.6
01.12.2020 12:39:12.086;2;56.020;42;21.6
01.12.2020 12:39:12.089;2;56.020;42;21.6
01.12.2020 12:39:12.095;2;55.900;42;21.6
01.12.2020 12:43:37.442;2;55.900;42;21.6
01.12.2020 12:43:37.446;2;55.900;42;21.6
01.12.2020 12:43:37.451;2;55.800;42;21.6
01.12.2020 12:48:02.800;2;55.800;42;21.6
01.12.2020 12:48:02.809;2;55.800;42;21.6
01.12.2020 12:48:02.814;2;55.740;42;21.6
01.12.2020 12:52:28.149;2;55.740;42;21.7
01.12.2020 12:52:28.158;2;55.740;42;21.7
01.12.2020 12:52:28.164;2;55.580;42;21.7
01.12.2020 12:56:53.504;2;55.580;42;21.7
01.12.2020 12:56:53.508;2;55.580;42;21.7
01.12.2020 12:56:53.513;2;55.480;42;21.7
01.12.2020 13:01:18.852;2;55.480;42;21.7
01.12.2020 13:01:18.860;2;55.480;42;21.7
01.12.2020 13:01:18.865;2;55.220;42;21.7
01.12.2020 13:05:44.215;2;55.220;42;21.8
01.12.2020 13:05:44.218;2;55.220;43;21.8
01.12.2020 13:05:44.224;2;54.900;43;21.8
01.12.2020 13:10:09.574;2;54.900;43;21.9
01.12.2020 13:10:09.582;2;54.900;43;21.9
01.12.2020 13:10:09.587;2;54.580;43;21.9
01.12.2020 13:14:34.935;2;54.580;43;21.9
01.12.2020 13:14:34.944;2;54.580;43;21.9
01.12.2020 13:14:34.949;2;53.920;43;21.9
01.12.2020 13:19:00.373;2;53.920;43;21.8
01.12.2020 13:19:00.388;2;53.920;44;21.8
01.12.2020 13:19:00.394;2;53.180;44;21.8
01.12.2020 13:23:25.765;2;53.180;44;21.9
01.12.2020 13:23:25.774;2;53.180;45;21.9
01.12.2020 13:23:25.779;2;52.180;45;21.9
01.12.2020 13:27:51.152;2;52.180;45;22
01.12.2020 13:27:51.155;2;52.180;45;22
01.12.2020 13:27:51.160;2;51.740;45;22
01.12.2020 13:32:16.441;2;51.740;45;21.7
01.12.2020 13:32:16.450;2;51.740;43;21.7
01.12.2020 13:32:16.455;2;53.040;43;21.7
01.12.2020 13:36:41.720;2;53.040;43;20.1
01.12.2020 13:36:41.722;2;53.040;46;20.1
01.12.2020 13:36:41.727;2;52.820;46;20.1
01.12.2020 13:41:07.034;2;52.820;46;20.7
01.12.2020 13:41:07.042;2;52.820;46;20.7
01.12.2020 13:41:07.047;2;52.580;46;20.7
01.12.2020 13:45:32.371;2;52.580;46;21.1
01.12.2020 13:45:32.380;2;52.580;46;21.1
01.12.2020 13:45:32.385;2;52.160;46;21.1
01.12.2020 13:49:57.730;2;52.160;46;21.4
01.12.2020 13:49:57.733;2;52.160;46;21.4
01.12.2020 13:49:57.739;2;51.700;46;21.4
01.12.2020 13:54:23.092;2;51.700;46;21.6
01.12.2020 13:54:23.094;2;51.700;46;21.6
01.12.2020 13:54:23.099;2;51.280;46;21.6
01.12.2020 13:58:48.455;2;51.280;46;21.8
01.12.2020 13:58:48.457;2;51.280;46;21.8
01.12.2020 13:58:48.462;2;51.040;46;21.8
01.12.2020 14:03:13.823;2;51.040;46;21.9
01.12.2020 14:03:13.825;2;51.040;45;21.9
01.12.2020 14:03:13.830;2;51.000;45;21.9
01.12.2020 14:07:39.198;2;51.000;45;22
01.12.2020 14:07:39.207;2;51.000;45;22
01.12.2020 14:07:39.212;2;50.980;45;22
01.12.2020 14:12:04.579;2;50.980;45;22
01.12.2020 14:12:04.582;2;50.980;45;22
01.12.2020 14:12:04.587;2;51.160;45;22
01.12.2020 14:16:29.874;2;51.160;45;22
01.12.2020 14:16:29.878;2;51.160;44;22
01.12.2020 14:16:29.883;2;52.020;44;22
01.12.2020 14:20:54.982;2;52.020;44;19.7
01.12.2020 14:20:54.985;2;52.020;48;19.7
01.12.2020 14:20:54.990;2;51.840;48;19.7
01.12.2020 14:25:20.260;2;51.840;48;19.3
01.12.2020 14:25:20.264;2;51.840;50;19.3
01.12.2020 14:25:20.269;2;51.440;50;19.3
01.12.2020 14:29:45.543;2;51.440;50;20.3
01.12.2020 14:29:45.553;2;51.440;47;20.3
01.12.2020 14:29:45.559;2;51.420;47;20.3
01.12.2020 14:34:10.850;2;51.420;47;20.8
01.12.2020 14:34:10.854;2;51.420;46;20.8
01.12.2020 14:34:10.859;2;51.520;46;20.8
01.12.2020 14:38:36.166;2;51.520;46;21.1
01.12.2020 14:38:36.169;2;51.520;46;21.1
01.12.2020 14:38:36.177;2;51.660;46;21.1
01.12.2020 14:43:01.490;2;51.660;46;21.2
01.12.2020 14:43:01.498;2;51.660;45;21.2
01.12.2020 14:43:01.503;2;51.820;45;21.2
01.12.2020 14:47:26.702;2;51.820;45;21.3
01.12.2020 14:47:26.705;2;51.820;45;21.3
01.12.2020 14:47:26.711;2;51.920;45;21.3
01.12.2020 14:51:52.019;2;51.920;45;21.3
01.12.2020 14:51:52.028;2;51.920;45;21.3
01.12.2020 14:51:52.034;2;51.900;45;21.3
01.12.2020 14:56:17.350;2;51.900;45;21.4
01.12.2020 14:56:17.353;2;51.900;45;21.4
01.12.2020 14:56:17.358;2;51.840;45;21.4
01.12.2020 15:00:42.677;2;51.840;45;21.4
01.12.2020 15:00:42.680;2;51.840;45;21.4
01.12.2020 15:00:42.688;2;51.800;45;21.4
01.12.2020 15:05:08.003;2;51.800;45;21.4
01.12.2020 15:05:08.013;2;51.800;45;21.4
01.12.2020 15:05:08.021;2;52.240;45;21.4
01.12.2020 15:09:33.246;2;52.240;45;21.1
01.12.2020 15:09:33.255;2;52.240;44;21.1
01.12.2020 15:09:33.262;2;53.800;44;21.1
01.12.2020 15:13:58.452;2;53.800;44;19.8
01.12.2020 15:13:58.461;2;53.800;45;19.8
01.12.2020 15:13:58.467;2;54.320;45;19.8
01.12.2020 15:18:23.716;2;54.320;45;20.2
01.12.2020 15:18:23.719;2;54.320;45;20.2
01.12.2020 15:18:23.725;2;54.560;45;20.2
01.12.2020 15:22:48.997;2;54.560;45;20.7
01.12.2020 15:22:49.001;2;54.560;45;20.7
01.12.2020 15:22:49.006;2;54.740;45;20.7
01.12.2020 15:27:14.302;2;54.740;45;20.9
01.12.2020 15:27:14.306;2;54.740;44;20.9
01.12.2020 15:27:14.310;2;54.820;44;20.9
01.12.2020 15:31:39.665;2;54.820;44;21
01.12.2020 15:31:39.673;2;54.820;44;21
01.12.2020 15:31:39.679;2;54.960;44;21
01.12.2020 15:36:04.980;2;54.960;44;21
01.12.2020 15:36:04.988;2;54.960;44;21
01.12.2020 15:36:04.993;2;54.860;44;21
01.12.2020 15:40:30.295;2;54.860;44;21.1
01.12.2020 15:40:30.298;2;54.860;44;21.1
01.12.2020 15:40:30.303;2;54.840;44;21.1
01.12.2020 15:44:55.617;2;54.840;44;21.2
01.12.2020 15:44:55.620;2;54.840;44;21.2
01.12.2020 15:44:55.626;2;54.760;44;21.2
01.12.2020 15:49:20.945;2;54.760;44;21.3
01.12.2020 15:49:20.954;2;54.760;44;21.3
01.12.2020 15:49:20.959;2;54.760;44;21.3
01.12.2020 15:53:46.281;2;54.760;44;21.4
01.12.2020 15:53:46.290;2;54.760;44;21.4
01.12.2020 15:53:46.296;2;54.600;44;21.4
01.12.2020 15:58:11.625;2;54.600;44;21.4
01.12.2020 15:58:11.629;2;54.600;44;21.4
01.12.2020 15:58:11.634;2;54.600;44;21.4
01.12.2020 16:02:36.973;2;54.600;44;21.6
01.12.2020 16:02:36.977;2;54.600;44;21.6
01.12.2020 16:02:36.983;2;54.540;44;21.6
01.12.2020 16:07:02.333;2;54.540;44;21.8
01.12.2020 16:07:02.342;2;54.540;43;21.8
01.12.2020 16:07:02.348;2;54.480;43;21.8
01.12.2020 16:11:27.701;2;54.480;43;21.8
01.12.2020 16:11:27.712;2;54.480;43;21.8
01.12.2020 16:11:27.717;2;54.500;43;21.8
01.12.2020 16:15:53.077;2;54.500;43;21.9
01.12.2020 16:15:53.087;2;54.500;43;21.9
01.12.2020 16:15:53.092;2;54.480;43;21.9
01.12.2020 16:20:18.452;2;54.480;43;21.9
01.12.2020 16:20:18.461;2;54.480;43;21.9
01.12.2020 16:20:18.467;2;54.520;43;21.9
01.12.2020 16:24:43.816;2;54.520;43;21.9
01.12.2020 16:24:43.820;2;54.520;43;21.9
01.12.2020 16:24:43.826;2;54.560;43;21.9
01.12.2020 16:29:09.182;2;54.560;43;21.8
01.12.2020 16:29:09.194;2;54.560;43;21.8
01.12.2020 16:29:09.199;2;54.460;43;21.8
01.12.2020 16:33:34.547;2;54.460;43;21.8
01.12.2020 16:33:34.549;2;54.460;43;21.8
01.12.2020 16:33:34.554;2;54.440;43;21.8
01.12.2020 16:37:59.967;2;54.440;43;21.8
01.12.2020 16:37:59.971;2;54.440;43;21.8
01.12.2020 16:37:59.977;2;54.360;43;21.8
01.12.2020 16:42:25.324;2;54.360;43;21.8
01.12.2020 16:42:25.334;2;54.360;43;21.8
01.12.2020 16:42:25.340;2;54.340;43;21.8
01.12.2020 16:46:50.688;2;54.340;43;21.8
01.12.2020 16:46:50.691;2;54.340;43;21.8
01.12.2020 16:46:50.696;2;54.280;43;21.8
01.12.2020 16:51:16.053;2;54.280;43;21.7
01.12.2020 16:51:16.067;2;54.280;43;21.7
01.12.2020 16:51:16.071;2;54.200;43;21.7
01.12.2020 16:55:41.410;2;54.200;43;21.7
01.12.2020 16:55:41.413;2;54.200;43;21.7
01.12.2020 16:55:41.418;2;54.200;43;21.7
01.12.2020 17:04:32.124;2;54.200;43;21.7
01.12.2020 17:04:32.132;2;54.200;43;21.7
01.12.2020 17:04:32.137;2;54.060;43;21.7
01.12.2020 17:08:57.482;2;54.060;43;21.6
01.12.2020 17:08:57.483;2;54.060;43;21.6
01.12.2020 17:08:57.486;2;54.040;43;21.6
01.12.2020 17:13:22.837;2;54.040;43;21.6
01.12.2020 17:13:22.841;2;54.040;43;21.6
01.12.2020 17:13:22.846;2;53.900;43;21.6
01.12.2020 17:17:48.182;2;53.900;43;21.6
01.12.2020 17:17:48.191;2;53.900;43;21.6
01.12.2020 17:17:48.197;2;53.800;43;21.6
01.12.2020 17:22:13.521;2;53.800;43;21.6
01.12.2020 17:22:13.524;2;53.800;43;21.6
01.12.2020 17:22:13.531;2;53.840;43;21.6
01.12.2020 17:26:38.858;2;53.840;43;21.5
01.12.2020 17:26:38.867;2;53.840;43;21.5
01.12.2020 17:26:38.872;2;53.800;43;21.5
01.12.2020 17:31:04.192;2;53.800;43;21.5
01.12.2020 17:31:04.201;2;53.800;43;21.5
01.12.2020 17:31:04.206;2;53.720;43;21.5
01.12.2020 17:35:29.532;2;53.720;43;21.5
01.12.2020 17:35:29.535;2;53.720;43;21.5
01.12.2020 17:35:29.540;2;53.560;43;21.5
01.12.2020 17:39:54.864;2;53.560;43;21.5
01.12.2020 17:39:54.867;2;53.560;44;21.5
01.12.2020 17:39:54.872;2;53.280;44;21.5
01.12.2020 17:44:20.264;2;53.280;44;21.6
01.12.2020 17:44:20.271;2;53.280;44;21.6
01.12.2020 17:44:20.282;2;53.040;44;21.6
01.12.2020 17:48:45.601;2;53.040;44;21.6
01.12.2020 17:48:45.610;2;53.040;44;21.6
01.12.2020 17:48:45.615;2;52.600;44;21.6
01.12.2020 17:53:10.944;2;52.600;44;21.6
01.12.2020 17:53:10.947;2;52.600;44;21.6
01.12.2020 17:53:10.952;2;52.160;44;21.6
01.12.2020 17:57:36.279;2;52.160;44;21.6
01.12.2020 17:57:36.288;2;52.160;44;21.6
01.12.2020 17:57:36.293;2;51.880;44;21.6
01.12.2020 18:02:01.622;2;51.880;44;21.6
01.12.2020 18:02:01.630;2;51.880;44;21.6
01.12.2020 18:02:01.635;2;51.600;44;21.6
01.12.2020 18:06:26.964;2;51.600;44;21.6
01.12.2020 18:06:26.967;2;51.600;44;21.6
01.12.2020 18:06:26.972;2;51.500;44;21.6
01.12.2020 18:10:52.293;2;51.500;44;21.6
01.12.2020 18:10:52.303;2;51.500;44;21.6
01.12.2020 18:10:52.308;2;51.300;44;21.6
01.12.2020 18:15:17.636;2;51.300;44;21.6
01.12.2020 18:15:17.639;2;51.300;44;21.6
01.12.2020 18:15:17.644;2;51.120;44;21.6
01.12.2020 18:19:42.971;2;51.120;44;21.6
01.12.2020 18:19:42.973;2;51.120;44;21.6
01.12.2020 18:19:42.978;2;50.880;44;21.6
01.12.2020 18:24:08.313;2;50.880;44;21.6
01.12.2020 18:24:08.322;2;50.880;44;21.6
01.12.2020 18:24:08.333;2;50.700;44;21.6
01.12.2020 18:28:33.663;2;50.700;44;21.6
01.12.2020 18:28:33.672;2;50.700;44;21.6
01.12.2020 18:28:33.677;2;50.420;44;21.6
01.12.2020 18:32:59.011;2;50.420;44;21.6
01.12.2020 18:32:59.020;2;50.420;44;21.6
01.12.2020 18:32:59.025;2;50.300;44;21.6
01.12.2020 18:37:24.353;2;50.300;44;21.6
01.12.2020 18:37:24.356;2;50.300;44;21.6
01.12.2020 18:37:24.361;2;50.160;44;21.6
01.12.2020 18:41:49.693;2;50.160;44;21.6
01.12.2020 18:41:49.697;2;50.160;44;21.6
01.12.2020 18:41:49.703;2;50.060;44;21.6
01.12.2020 18:46:15.033;2;50.060;44;21.6
01.12.2020 18:46:15.037;2;50.060;44;21.6
01.12.2020 18:46:15.042;2;50.140;44;21.6
01.12.2020 18:50:40.432;2;50.140;44;21.6
01.12.2020 18:50:40.441;2;50.140;44;21.6
01.12.2020 18:50:40.446;2;50.120;44;21.6
01.12.2020 18:55:05.771;2;50.120;44;21.6
01.12.2020 18:55:05.780;2;50.120;44;21.6
01.12.2020 18:55:05.785;2;50.260;44;21.6
01.12.2020 18:59:31.097;2;50.260;44;21.5
01.12.2020 18:59:31.106;2;50.260;43;21.5
01.12.2020 18:59:31.111;2;51.520;43;21.5
01.12.2020 19:03:56.374;2;51.520;43;21
01.12.2020 19:03:56.383;2;51.520;42;21
01.12.2020 19:03:56.388;2;53.540;42;21
01.12.2020 19:08:21.620;2;53.540;42;20.6
01.12.2020 19:08:21.622;2;53.540;42;20.6
01.12.2020 19:08:21.628;2;55.180;42;20.6
01.12.2020 19:12:46.836;2;55.180;42;20.3
01.12.2020 19:12:46.845;2;55.180;42;20.3
01.12.2020 19:12:46.850;2;56.580;42;20.3
01.12.2020 19:17:12.017;2;56.580;42;19.8
01.12.2020 19:17:12.026;2;56.580;43;19.8
01.12.2020 19:17:12.031;2;57.860;43;19.8
01.12.2020 19:21:37.157;2;57.860;43;19.4
01.12.2020 19:21:37.160;2;57.860;43;19.4
01.12.2020 19:21:37.165;2;58.700;43;19.4
01.12.2020 19:26:02.290;2;58.700;43;19.2
01.12.2020 19:26:02.292;2;58.700;44;19.2
01.12.2020 19:26:02.296;2;58.960;44;19.2
01.12.2020 19:30:27.476;2;58.960;44;19.5
01.12.2020 19:30:27.492;2;58.960;44;19.5
01.12.2020 19:30:27.497;2;59.100;44;19.5
01.12.2020 19:34:52.703;2;59.100;44;20
01.12.2020 19:34:52.713;2;59.100;43;20
01.12.2020 19:34:52.717;2;59.180;43;20
01.12.2020 19:39:17.943;2;59.180;43;20.3
01.12.2020 19:39:17.945;2;59.180;43;20.3
01.12.2020 19:39:17.950;2;59.160;43;20.3
01.12.2020 19:43:43.200;2;59.160;43;20.6
01.12.2020 19:43:43.208;2;59.160;43;20.6
01.12.2020 19:43:43.213;2;59.020;43;20.6
01.12.2020 19:48:08.475;2;59.020;43;20.8
01.12.2020 19:48:08.478;2;59.020;43;20.8
01.12.2020 19:48:08.482;2;58.880;43;20.8
01.12.2020 19:52:33.760;2;58.880;43;21
01.12.2020 19:52:33.770;2;58.880;43;21
01.12.2020 19:52:33.774;2;58.820;43;21
01.12.2020 19:56:59.122;2;58.820;43;21.2
01.12.2020 19:56:59.125;2;58.820;43;21.2
01.12.2020 19:56:59.130;2;58.820;43;21.2
01.12.2020 20:01:24.426;2;58.820;43;21.2
01.12.2020 20:01:24.429;2;58.820;42;21.2
01.12.2020 20:01:24.434;2;58.780;42;21.2
01.12.2020 20:05:49.724;2;58.780;42;21.1
01.12.2020 20:05:49.727;2;58.780;42;21.1
01.12.2020 20:05:49.732;2;58.860;42;21.1
01.12.2020 20:10:15.023;2;58.860;42;21.1
01.12.2020 20:10:15.031;2;58.860;42;21.1
01.12.2020 20:10:15.036;2;58.920;42;21.1
01.12.2020 20:14:40.333;2;58.920;42;21.2
01.12.2020 20:14:40.337;2;58.920;42;21.2
01.12.2020 20:14:40.342;2;58.820;42;21.2
01.12.2020 20:19:05.640;2;58.820;42;21.3
01.12.2020 20:19:05.643;2;58.820;42;21.3
01.12.2020 20:19:05.648;2;58.840;42;21.3
01.12.2020 20:23:30.954;2;58.840;42;21.3
01.12.2020 20:23:30.956;2;58.840;42;21.3
01.12.2020 20:23:30.961;2;58.800;42;21.3
01.12.2020 20:27:56.272;2;58.800;42;21.2
01.12.2020 20:27:56.281;2;58.800;42;21.2
01.12.2020 20:27:56.286;2;58.660;42;21.2
01.12.2020 20:32:21.591;2;58.660;42;21.3
01.12.2020 20:32:21.600;2;58.660;42;21.3
01.12.2020 20:32:21.605;2;58.500;42;21.3
01.12.2020 20:36:46.910;2;58.500;42;21.3
01.12.2020 20:36:46.913;2;58.500;42;21.3
01.12.2020 20:36:46.918;2;58.360;42;21.3
01.12.2020 20:41:12.125;2;58.360;42;21.3
01.12.2020 20:41:12.134;2;58.360;42;21.3
01.12.2020 20:41:12.140;2;58.220;42;21.3
01.12.2020 20:45:37.450;2;58.220;42;21.4
01.12.2020 20:45:37.460;2;58.220;42;21.4
01.12.2020 20:45:37.463;2;58.000;42;21.4
01.12.2020 20:50:02.776;2;58.000;42;21.4
01.12.2020 20:50:02.786;2;58.000;42;21.4
01.12.2020 20:50:02.790;2;57.800;42;21.4
01.12.2020 20:50:03.616;2;57.800;42;21.4
