;Datenpunkt;Luftgütesensor 2.AQ_GAS_RESISTANCE_RAW;Luftgütesensor 2.MY_HUMIDITY;Luftgütesensor 2.TEMPERATURE
;Einheit;Ohm;%;°C
Zeitstempel;Status;Wert;Wert;Wert
28.12.2020 17:26:10,976;2;391.580;38,3;24,3
28.12.2020 17:26:10,986;2;391.580;38,3;24,3
28.12.2020 17:26:10,992;2;391.580;38,3;24,3
28.12.2020 17:26:12,982;2;391.580;38,3;24,3
28.12.2020 17:26:12,986;2;391.580;38,3;24,3
28.12.2020 17:26:12,991;2;391.580;38,3;24,3
28.12.2020 17:30:26,230;2;391.580;38,3;24,3
28.12.2020 17:30:26,233;2;391.580;38,1;24,3
28.12.2020 17:30:26,239;2;394.100;38,1;24,3
28.12.2020 17:34:48,719;2;394.100;38,1;24,3
28.12.2020 17:34:48,729;2;394.100;38;24,3
28.12.2020 17:34:48,735;2;392.380;38;24,3
28.12.2020 17:39:11,215;2;392.380;38;24,3
28.12.2020 17:39:11,217;2;392.380;38,1;24,3
28.12.2020 17:39:11,224;2;384.040;38,1;24,3
28.12.2020 17:43:33,715;2;384.040;38,1;24,4
28.12.2020 17:43:33,719;2;384.040;38,1;24,4
28.12.2020 17:43:33,724;2;378.780;38,1;24,4
28.12.2020 17:47:56,210;2;378.780;38,1;24,4
28.12.2020 17:47:56,219;2;378.780;38,1;24,4
28.12.2020 17:47:56,224;2;375.280;38,1;24,4
28.12.2020 17:52:18,721;2;375.280;38,1;24,5
28.12.2020 17:52:18,725;2;375.280;38,2;24,5
28.12.2020 17:52:18,745;2;366.900;38,2;24,5
28.12.2020 17:56:41,268;2;366.900;38,2;24,5
28.12.2020 17:56:41,277;2;366.900;38,2;24,5
28.12.2020 17:56:41,282;2;363.220;38,2;24,5
28.12.2020 18:01:03,785;2;363.220;38,2;24,6
28.12.2020 18:01:03,794;2;363.220;38,2;24,6
28.12.2020 18:01:03,799;2;354.840;38,2;24,6
28.12.2020 18:05:26,310;2;354.840;38,2;24,6
28.12.2020 18:05:26,313;2;354.840;38,2;24,6
28.12.2020 18:05:26,323;2;351.120;38,2;24,6
28.12.2020 18:09:48,845;2;351.120;38,2;24,6
28.12.2020 18:09:48,848;2;351.120;38,2;24,6
28.12.2020 18:09:48,853;2;344.580;38,2;24,6
28.12.2020 18:14:11,374;2;344.580;38,2;24,7
28.12.2020 18:14:11,380;2;344.580;38,1;24,7
28.12.2020 18:14:11,384;2;343.360;38,1;24,7
28.12.2020 18:18:33,901;2;343.360;38,1;24,7
28.12.2020 18:18:33,912;2;343.360;38,2;24,7
28.12.2020 18:18:33,917;2;340.320;38,2;24,7
28.12.2020 18:22:56,438;2;340.320;38,2;24,7
28.12.2020 18:22:56,448;2;340.320;38,1;24,7
28.12.2020 18:22:56,454;2;339.320;38,1;24,7
28.12.2020 18:27:18,978;2;339.320;38,1;24,7
28.12.2020 18:27:18,982;2;339.320;38;24,7
28.12.2020 18:27:18,989;2;340.520;38;24,7
28.12.2020 18:31:41,511;2;340.520;38;24,7
28.12.2020 18:31:41,515;2;340.520;37,9;24,7
28.12.2020 18:31:41,521;2;340.260;37,9;24,7
28.12.2020 18:36:04,073;2;340.260;37,9;24,7
28.12.2020 18:36:04,076;2;340.260;38,1;24,7
28.12.2020 18:36:04,081;2;339.920;38,1;24,7
28.12.2020 18:36:09,884;2;339.920;38,1;24,7
28.12.2020 18:36:09,893;2;339.920;38,1;24,7
28.12.2020 18:36:09,898;2;339.920;38,1;24,7
28.12.2020 18:36:11,456;2;339.920;38,1;24,7
28.12.2020 18:36:11,458;2;339.920;38,1;24,7
28.12.2020 18:36:11,463;2;339.920;38,1;24,7
28.12.2020 18:36:13,455;2;339.920;38,1;24,7
28.12.2020 18:36:13,463;2;339.920;38,1;24,7
28.12.2020 18:36:13,469;2;339.920;38,1;24,7
28.12.2020 18:40:25,617;2;339.920;38,1;24,8
28.12.2020 18:40:25,627;2;339.920;38;24,8
28.12.2020 18:40:25,634;2;340.820;38;24,8
28.12.2020 18:44:48,165;2;340.820;38;24,8
28.12.2020 18:44:48,168;2;340.820;38;24,8
28.12.2020 18:44:48,173;2;342.320;38;24,8
28.12.2020 18:49:10,727;2;342.320;38;24,8
28.12.2020 18:49:10,744;2;342.320;37,9;24,8
28.12.2020 18:49:10,749;2;343.340;37,9;24,8
28.12.2020 18:53:33,282;2;343.340;37,9;24,8
28.12.2020 18:53:33,295;2;343.340;37,9;24,8
28.12.2020 18:53:33,301;2;343.400;37,9;24,8
28.12.2020 18:57:55,831;2;343.400;37,9;24,8
28.12.2020 18:57:55,841;2;343.400;38;24,8
28.12.2020 18:57:55,846;2;344.980;38;24,8
28.12.2020 19:02:18,388;2;344.980;38;24,8
28.12.2020 19:02:18,392;2;344.980;37,8;24,8
28.12.2020 19:02:18,397;2;353.640;37,8;24,8
28.12.2020 19:06:40,938;2;353.640;37,8;24,8
28.12.2020 19:06:40,942;2;353.640;37,4;24,8
28.12.2020 19:06:40,948;2;361.240;37,4;24,8
28.12.2020 19:11:03,488;2;361.240;37,4;24,8
28.12.2020 19:11:03,491;2;361.240;37,5;24,8
28.12.2020 19:11:03,497;2;363.140;37,5;24,8
28.12.2020 19:15:26,035;2;363.140;37,5;24,8
28.12.2020 19:15:26,044;2;363.140;37,5;24,8
28.12.2020 19:15:26,049;2;365.540;37,5;24,8
28.12.2020 19:24:11,158;2;365.540;37,5;24,7
28.12.2020 19:24:11,160;2;365.540;37,7;24,7
28.12.2020 19:24:11,165;2;366.760;37,7;24,7
28.12.2020 19:28:33,697;2;366.760;37,7;24,7
28.12.2020 19:28:33,707;2;366.760;37,7;24,7
28.12.2020 19:28:33,713;2;365.640;37,7;24,7
28.12.2020 19:32:56,222;2;365.640;37,7;24,7
28.12.2020 19:32:56,225;2;365.640;37,8;24,7
28.12.2020 19:32:56,227;2;365.740;37,8;24,7
28.12.2020 19:37:18,748;2;365.740;37,8;24,7
28.12.2020 19:37:18,751;2;365.740;37,9;24,7
28.12.2020 19:37:18,756;2;365.300;37,9;24,7
28.12.2020 19:41:41,364;2;365.300;37,9;24,7
28.12.2020 19:41:41,367;2;365.300;37,9;24,7
28.12.2020 19:41:41,372;2;367.180;37,9;24,7
28.12.2020 19:46:03,882;2;367.180;37,9;24,6
28.12.2020 19:46:03,885;2;367.180;37,8;24,6
28.12.2020 19:46:03,890;2;368.760;37,8;24,6
28.12.2020 19:50:26,399;2;368.760;37,8;24,6
28.12.2020 19:50:26,408;2;368.760;37,8;24,6
28.12.2020 19:50:26,412;2;368.040;37,8;24,6
28.12.2020 19:54:48,917;2;368.040;37,8;24,6
28.12.2020 19:54:48,925;2;368.040;37,9;24,6
28.12.2020 19:54:48,929;2;367.980;37,9;24,6
28.12.2020 19:59:11,433;2;367.980;37,9;24,5
28.12.2020 19:59:11,437;2;367.980;37,9;24,5
28.12.2020 19:59:11,441;2;367.200;37,9;24,5
28.12.2020 20:03:33,945;2;367.200;37,9;24,5
28.12.2020 20:03:33,948;2;367.200;38,1;24,5
28.12.2020 20:03:33,954;2;367.000;38,1;24,5
28.12.2020 20:07:56,487;2;367.000;38,1;24,5
28.12.2020 20:07:56,496;2;367.000;38,3;24,5
28.12.2020 20:07:56,501;2;384.360;38,3;24,5
28.12.2020 20:12:18,960;2;384.360;38,3;24,4
28.12.2020 20:12:18,963;2;384.360;35,6;24,4
28.12.2020 20:12:18,967;2;424.120;35,6;24,4
28.12.2020 20:16:41,394;2;424.120;35,6;23,8
28.12.2020 20:16:41,403;2;424.120;32,7;23,8
28.12.2020 20:16:41,408;2;447.280;32,7;23,8
28.12.2020 20:21:03,828;2;447.280;32,7;23,5
28.12.2020 20:21:03,830;2;447.280;34,8;23,5
28.12.2020 20:21:03,835;2;458.060;34,8;23,5
28.12.2020 20:25:26,272;2;458.060;34,8;23,7
28.12.2020 20:25:26,275;2;458.060;35;23,7
28.12.2020 20:25:26,283;2;462.680;35;23,7
28.12.2020 20:29:48,716;2;462.680;35;23,8
28.12.2020 20:29:48,725;2;462.680;35;23,8
28.12.2020 20:29:48,730;2;465.320;35;23,8
28.12.2020 20:34:11,172;2;465.320;35;23,9
28.12.2020 20:34:11,181;2;465.320;35,2;23,9
28.12.2020 20:34:11,186;2;466.280;35,2;23,9
28.12.2020 20:38:33,635;2;466.280;35,2;24
28.12.2020 20:38:33,644;2;466.280;35,3;24
28.12.2020 20:38:33,649;2;465.040;35,3;24
28.12.2020 20:42:56,104;2;465.040;35,3;24,1
28.12.2020 20:42:56,112;2;465.040;35,5;24,1
28.12.2020 20:42:56,117;2;466.480;35,5;24,1
28.12.2020 20:47:18,589;2;466.480;35,5;24,1
28.12.2020 20:47:18,599;2;466.480;35,7;24,1
28.12.2020 20:47:18,604;2;463.080;35,7;24,1
28.12.2020 20:51:41,105;2;463.080;35,7;24,2
28.12.2020 20:51:41,107;2;463.080;35,8;24,2
28.12.2020 20:51:41,113;2;460.220;35,8;24,2
28.12.2020 20:56:03,583;2;460.220;35,8;24,2
28.12.2020 20:56:03,592;2;460.220;36;24,2
28.12.2020 20:56:03,597;2;456.640;36;24,2
28.12.2020 21:00:26,067;2;456.640;36;24,3
28.12.2020 21:00:26,077;2;456.640;36,1;24,3
28.12.2020 21:00:26,082;2;453.100;36,1;24,3
28.12.2020 21:04:48,561;2;453.100;36,1;24,3
28.12.2020 21:04:48,565;2;453.100;36,3;24,3
28.12.2020 21:04:48,570;2;450.900;36,3;24,3
28.12.2020 21:09:11,058;2;450.900;36,3;24,4
28.12.2020 21:09:11,061;2;450.900;36,4;24,4
28.12.2020 21:09:11,067;2;447.140;36,4;24,4
28.12.2020 21:13:33,552;2;447.140;36,4;24,4
28.12.2020 21:13:33,561;2;447.140;36,5;24,4
28.12.2020 21:13:33,565;2;443.060;36,5;24,4
28.12.2020 21:17:56,062;2;443.060;36,5;24,5
28.12.2020 21:17:56,065;2;443.060;36,6;24,5
28.12.2020 21:17:56,070;2;441.040;36,6;24,5
28.12.2020 21:22:18,574;2;441.040;36,6;24,5
28.12.2020 21:22:18,576;2;441.040;36,7;24,5
28.12.2020 21:22:18,581;2;437.560;36,7;24,5
28.12.2020 21:26:41,092;2;437.560;36,7;24,5
28.12.2020 21:26:41,095;2;437.560;36,7;24,5
28.12.2020 21:26:41,100;2;435.340;36,7;24,5
28.12.2020 21:31:03,615;2;435.340;36,7;24,6
28.12.2020 21:31:03,619;2;435.340;36,8;24,6
28.12.2020 21:31:03,623;2;431.260;36,8;24,6
28.12.2020 21:31:05,559;2;431.260;36,8;24,6
28.12.2020 21:31:05,568;2;431.260;36,8;24,6
28.12.2020 21:31:05,587;2;431.260;36,8;24,6
28.12.2020 21:31:07,863;2;431.260;36,8;24,6
28.12.2020 21:31:07,867;2;431.260;36,8;24,6
28.12.2020 21:31:07,872;2;431.260;36,8;24,6
28.12.2020 21:31:09,865;2;431.260;36,8;24,6
28.12.2020 21:31:09,868;2;431.260;36,8;24,6
28.12.2020 21:31:09,873;2;431.260;36,8;24,6
28.12.2020 21:31:11,867;2;431.260;36,8;24,6
28.12.2020 21:31:11,869;2;431.260;36,8;24,6
28.12.2020 21:31:11,874;2;431.260;36,8;24,6
28.12.2020 21:35:25,185;2;431.260;36,8;24,6
28.12.2020 21:35:25,188;2;431.260;36,9;24,6
28.12.2020 21:35:25,193;2;428.160;36,9;24,6
28.12.2020 21:39:47,716;2;428.160;36,9;24,7
28.12.2020 21:39:47,725;2;428.160;37;24,7
28.12.2020 21:39:47,730;2;425.560;37;24,7
28.12.2020 21:44:10,254;2;425.560;37;24,7
28.12.2020 21:44:10,264;2;425.560;37;24,7
28.12.2020 21:44:10,270;2;422.540;37;24,7
28.12.2020 21:48:32,801;2;422.540;37;24,8
28.12.2020 21:48:32,805;2;422.540;37,1;24,8
28.12.2020 21:48:32,810;2;419.320;37,1;24,8
28.12.2020 21:52:55,375;2;419.320;37,1;24,8
28.12.2020 21:52:55,387;2;419.320;37,1;24,8
28.12.2020 21:52:55,391;2;417.820;37,1;24,8
28.12.2020 21:57:17,935;2;417.820;37,1;24,8
28.12.2020 21:57:17,938;2;417.820;37,1;24,8
28.12.2020 21:57:17,943;2;408.880;37,1;24,8
28.12.2020 22:01:40,496;2;408.880;37,1;24,8
28.12.2020 22:01:40,499;2;408.880;37,2;24,8
28.12.2020 22:01:40,503;2;393.440;37,2;24,8
28.12.2020 22:06:03,057;2;393.440;37,2;24,9
28.12.2020 22:06:03,066;2;393.440;37,2;24,9
28.12.2020 22:06:03,071;2;378.900;37,2;24,9
28.12.2020 22:10:25,622;2;378.900;37,2;24,9
28.12.2020 22:10:25,631;2;378.900;37,3;24,9
28.12.2020 22:10:25,636;2;380.020;37,3;24,9
28.12.2020 22:14:48,178;2;380.020;37,3;24,9
28.12.2020 22:14:48,181;2;380.020;35,9;24,9
28.12.2020 22:14:48,187;2;403.260;35,9;24,9
28.12.2020 22:19:10,745;2;403.260;35,9;24,7
28.12.2020 22:19:10,754;2;403.260;33,2;24,7
28.12.2020 22:19:10,759;2;425.520;33,2;24,7
28.12.2020 22:23:33,250;2;425.520;33,2;24,4
28.12.2020 22:23:33,254;2;425.520;32,3;24,4
28.12.2020 22:23:33,259;2;427.080;32,3;24,4
28.12.2020 22:27:55,751;2;427.080;32,3;24,2
28.12.2020 22:27:55,761;2;427.080;33,7;24,2
28.12.2020 22:27:55,766;2;421.040;33,7;24,2
28.12.2020 22:32:18,268;2;421.040;33,7;24,3
28.12.2020 22:32:18,272;2;421.040;34,4;24,3
28.12.2020 22:32:18,278;2;415.660;34,4;24,3
28.12.2020 22:36:40,800;2;415.660;34,4;24,3
28.12.2020 22:36:40,820;2;415.660;34,7;24,3
28.12.2020 22:36:40,828;2;405.000;34,7;24,3
28.12.2020 22:41:03,322;2;405.000;34,7;24,4
28.12.2020 22:41:03,326;2;405.000;34,9;24,4
28.12.2020 22:41:03,331;2;400.420;34,9;24,4
28.12.2020 22:45:25,854;2;400.420;34,9;24,5
28.12.2020 22:45:25,857;2;400.420;35,1;24,5
28.12.2020 22:45:25,863;2;397.920;35,1;24,5
28.12.2020 22:49:48,379;2;397.920;35,1;24,5
28.12.2020 22:49:48,388;2;397.920;35,1;24,5
28.12.2020 22:49:48,393;2;397.620;35,1;24,5
28.12.2020 22:54:10,919;2;397.620;35,1;24,6
28.12.2020 22:54:10,929;2;397.620;35,2;24,6
28.12.2020 22:54:10,934;2;395.160;35,2;24,6
28.12.2020 22:58:33,549;2;395.160;35,2;24,6
28.12.2020 22:58:33,552;2;395.160;35,2;24,6
28.12.2020 22:58:33,558;2;395.060;35,2;24,6
28.12.2020 23:02:56,131;2;395.060;35,2;24,6
28.12.2020 23:02:56,135;2;395.060;35,3;24,6
28.12.2020 23:02:56,140;2;394.320;35,3;24,6
28.12.2020 23:07:18,675;2;394.320;35,3;24,6
28.12.2020 23:07:18,685;2;394.320;35,4;24,6
28.12.2020 23:07:18,691;2;393.320;35,4;24,6
28.12.2020 23:11:41,225;2;393.320;35,4;24,6
28.12.2020 23:11:41,234;2;393.320;35,5;24,6
28.12.2020 23:11:41,240;2;393.220;35,5;24,6
28.12.2020 23:16:03,772;2;393.220;35,5;24,6
28.12.2020 23:16:03,782;2;393.220;35,6;24,6
28.12.2020 23:16:03,787;2;387.300;35,6;24,6
28.12.2020 23:20:26,316;2;387.300;35,6;24,6
28.12.2020 23:20:26,320;2;387.300;35,7;24,6
28.12.2020 23:20:26,329;2;388.300;35,7;24,6
28.12.2020 23:24:48,860;2;388.300;35,7;24,6
28.12.2020 23:24:48,870;2;388.300;35,7;24,6
28.12.2020 23:24:48,875;2;387.140;35,7;24,6
28.12.2020 23:29:11,418;2;387.140;35,7;24,5
28.12.2020 23:29:11,421;2;387.140;35,7;24,5
28.12.2020 23:29:11,426;2;386.680;35,7;24,5
28.12.2020 23:33:33,960;2;386.680;35,7;24,5
28.12.2020 23:33:33,964;2;386.680;35,8;24,5
28.12.2020 23:33:33,969;2;386.020;35,8;24,5
28.12.2020 23:37:56,488;2;386.020;35,8;24,5
28.12.2020 23:37:56,497;2;386.020;35,8;24,5
28.12.2020 23:37:56,502;2;387.160;35,8;24,5
28.12.2020 23:42:19,014;2;387.160;35,8;24,5
28.12.2020 23:42:19,023;2;387.160;35,9;24,5
28.12.2020 23:42:19,029;2;384.920;35,9;24,5
28.12.2020 23:46:41,586;2;384.920;35,9;24,4
28.12.2020 23:46:41,590;2;384.920;36;24,4
28.12.2020 23:46:41,595;2;382.800;36;24,4
28.12.2020 23:51:04,106;2;382.800;36;24,4
28.12.2020 23:51:04,116;2;382.800;36;24,4
28.12.2020 23:51:04,121;2;381.120;36;24,4
28.12.2020 23:55:26,625;2;381.120;36;24,4
28.12.2020 23:55:26,629;2;381.120;36;24,4
28.12.2020 23:55:26,636;2;378.640;36;24,4
28.12.2020 23:59:49,131;2;378.640;36;24,4
28.12.2020 23:59:49,142;2;378.640;36,1;24,4
28.12.2020 23:59:49,148;2;377.340;36,1;24,4
29.12.2020 00:04:11,664;2;377.340;36,1;24,3
29.12.2020 00:04:11,667;2;377.340;36,1;24,3
29.12.2020 00:04:11,673;2;377.240;36,1;24,3
29.12.2020 00:08:34,162;2;377.240;36,1;24,3
29.12.2020 00:08:34,171;2;377.240;36,1;24,3
29.12.2020 00:08:34,177;2;377.440;36,1;24,3
29.12.2020 00:12:56,659;2;377.440;36,1;24,3
29.12.2020 00:12:56,669;2;377.440;36,2;24,3
29.12.2020 00:12:56,674;2;372.860;36,2;24,3
29.12.2020 00:17:19,149;2;372.860;36,2;24,2
29.12.2020 00:17:19,158;2;372.860;36,2;24,2
29.12.2020 00:17:19,163;2;376.600;36,2;24,2
29.12.2020 00:21:41,632;2;376.600;36,2;24,2
29.12.2020 00:21:41,640;2;376.600;36,3;24,2
29.12.2020 00:21:41,646;2;377.620;36,3;24,2
29.12.2020 00:26:04,111;2;377.620;36,3;24,2
29.12.2020 00:26:04,120;2;377.620;36,3;24,2
29.12.2020 00:26:04,126;2;377.920;36,3;24,2
29.12.2020 00:26:06,059;2;377.920;36,3;24,2
29.12.2020 00:26:06,070;2;377.920;36,3;24,2
29.12.2020 00:26:06,076;2;377.920;36,3;24,2
29.12.2020 00:26:08,362;2;377.920;36,3;24,2
29.12.2020 00:26:08,365;2;377.920;36,3;24,2
29.12.2020 00:26:08,370;2;377.920;36,3;24,2
29.12.2020 00:26:10,365;2;377.920;36,3;24,2
29.12.2020 00:26:10,374;2;377.920;36,3;24,2
29.12.2020 00:26:10,380;2;377.920;36,3;24,2
29.12.2020 00:26:12,367;2;377.920;36,3;24,2
29.12.2020 00:26:12,376;2;377.920;36,3;24,2
29.12.2020 00:26:12,382;2;377.920;36,3;24,2
29.12.2020 00:30:25,625;2;377.920;36,3;24,1
29.12.2020 00:30:25,635;2;377.920;36,3;24,1
29.12.2020 00:30:25,640;2;378.120;36,3;24,1
29.12.2020 00:34:48,102;2;378.120;36,3;24,1
29.12.2020 00:34:48,112;2;378.120;36,3;24,1
29.12.2020 00:34:48,117;2;378.820;36,3;24,1
29.12.2020 00:39:10,566;2;378.820;36,3;24,1
29.12.2020 00:39:10,576;2;378.820;36,3;24,1
29.12.2020 00:39:10,581;2;379.820;36,3;24,1
29.12.2020 00:43:33,033;2;379.820;36,3;24
29.12.2020 00:43:33,042;2;379.820;36,2;24
29.12.2020 00:43:33,048;2;381.500;36,2;24
29.12.2020 00:47:55,488;2;381.500;36,2;24
29.12.2020 00:47:55,491;2;381.500;36,2;24
29.12.2020 00:47:55,497;2;381.780;36,2;24
29.12.2020 00:52:17,946;2;381.780;36,2;24
29.12.2020 00:52:17,950;2;381.780;36,3;24
29.12.2020 00:52:17,955;2;382.580;36,3;24
29.12.2020 00:56:40,392;2;382.580;36,3;23,9
29.12.2020 00:56:40,396;2;382.580;36,3;23,9
29.12.2020 00:56:40,401;2;383.680;36,3;23,9
29.12.2020 01:01:02,832;2;383.680;36,3;23,9
29.12.2020 01:01:02,841;2;383.680;36,4;23,9
29.12.2020 01:01:02,847;2;383.940;36,4;23,9
29.12.2020 01:05:25,280;2;383.940;36,4;23,8
29.12.2020 01:05:25,283;2;383.940;36,4;23,8
29.12.2020 01:05:25,288;2;386.420;36,4;23,8
29.12.2020 01:09:47,809;2;386.420;36,4;23,8
29.12.2020 01:09:47,818;2;386.420;36,5;23,8
29.12.2020 01:09:47,823;2;386.960;36,5;23,8
29.12.2020 01:14:10,282;2;386.960;36,5;23,8
29.12.2020 01:14:10,284;2;386.960;36,5;23,8
29.12.2020 01:14:10,289;2;390.560;36,5;23,8
29.12.2020 01:18:32,707;2;390.560;36,5;23,8
29.12.2020 01:18:32,716;2;390.560;36,6;23,8
29.12.2020 01:18:32,721;2;386.360;36,6;23,8
29.12.2020 01:22:55,136;2;386.360;36,6;23,8
29.12.2020 01:22:55,139;2;386.360;36,6;23,8
29.12.2020 01:22:55,143;2;391.720;36,6;23,8
29.12.2020 01:27:17,560;2;391.720;36,6;23,7
29.12.2020 01:27:17,568;2;391.720;36,7;23,7
29.12.2020 01:27:17,573;2;391.860;36,7;23,7
29.12.2020 01:31:39,984;2;391.860;36,7;23,7
29.12.2020 01:31:39,987;2;391.860;36,7;23,7
29.12.2020 01:31:39,991;2;392.080;36,7;23,7
29.12.2020 01:36:02,403;2;392.080;36,7;23,7
29.12.2020 01:36:02,405;2;392.080;36,7;23,7
29.12.2020 01:36:02,409;2;392.420;36,7;23,7
29.12.2020 01:40:24,814;2;392.420;36,7;23,7
29.12.2020 01:40:24,823;2;392.420;36,7;23,7
29.12.2020 01:40:24,828;2;393.520;36,7;23,7
29.12.2020 01:44:47,231;2;393.520;36,7;23,7
29.12.2020 01:44:47,239;2;393.520;36,8;23,7
29.12.2020 01:44:47,243;2;394.000;36,8;23,7
29.12.2020 01:49:09,645;2;394.000;36,8;23,7
29.12.2020 01:49:09,653;2;394.000;36,8;23,7
29.12.2020 01:49:09,657;2;394.540;36,8;23,7
29.12.2020 01:53:32,067;2;394.540;36,8;23,7
29.12.2020 01:53:32,070;2;394.540;36,8;23,7
29.12.2020 01:53:32,075;2;393.840;36,8;23,7
29.12.2020 01:57:54,518;2;393.840;36,8;23,6
29.12.2020 01:57:54,521;2;393.840;36,8;23,6
29.12.2020 01:57:54,525;2;392.340;36,8;23,6
29.12.2020 02:06:39,328;2;392.340;36,8;23,6
29.12.2020 02:06:39,342;2;392.340;36,8;23,6
29.12.2020 02:06:39,353;2;384.240;36,8;23,6
29.12.2020 02:11:01,730;2;384.240;36,8;23,6
29.12.2020 02:11:01,743;2;384.240;36,8;23,6
29.12.2020 02:11:01,753;2;381.900;36,8;23,6
29.12.2020 02:15:24,158;2;381.900;36,8;23,5
29.12.2020 02:15:24,164;2;381.900;36,8;23,5
29.12.2020 02:15:24,173;2;378.960;36,8;23,5
29.12.2020 02:19:46,548;2;378.960;36,8;23,5
29.12.2020 02:19:46,553;2;378.960;36,8;23,5
29.12.2020 02:19:46,561;2;376.360;36,8;23,5
29.12.2020 02:28:31,326;2;376.360;36,8;23,5
29.12.2020 02:28:31,363;2;376.360;36,9;23,5
29.12.2020 02:28:31,372;2;371.460;36,9;23,5
29.12.2020 02:32:53,712;2;371.460;36,9;23,5
29.12.2020 02:32:53,721;2;371.460;36,9;23,5
29.12.2020 02:32:53,727;2;369.320;36,9;23,5
29.12.2020 02:37:16,097;2;369.320;36,9;23,5
29.12.2020 02:37:16,109;2;369.320;36,9;23,5
29.12.2020 02:37:16,117;2;368.120;36,9;23,5
29.12.2020 02:41:38,523;2;368.120;36,9;23,4
29.12.2020 02:41:38,535;2;368.120;37;23,4
29.12.2020 02:41:38,543;2;367.940;37;23,4
29.12.2020 02:46:00,907;2;367.940;37;23,4
29.12.2020 02:46:00,910;2;367.940;36,9;23,4
29.12.2020 02:46:00,917;2;365.520;36,9;23,4
29.12.2020 02:50:23,285;2;365.520;36,9;23,4
29.12.2020 02:50:23,288;2;365.520;37;23,4
29.12.2020 02:50:23,294;2;364.760;37;23,4
29.12.2020 02:54:45,667;2;364.760;37;23,4
29.12.2020 02:54:45,672;2;364.760;37;23,4
29.12.2020 02:54:45,678;2;364.320;37;23,4
29.12.2020 02:59:08,040;2;364.320;37;23,4
29.12.2020 02:59:08,044;2;364.320;37;23,4
29.12.2020 02:59:08,050;2;363.400;37;23,4
29.12.2020 03:03:30,406;2;363.400;37;23,4
29.12.2020 03:03:30,416;2;363.400;37;23,4
29.12.2020 03:03:30,423;2;359.200;37;23,4
29.12.2020 03:07:52,778;2;359.200;37;23,4
29.12.2020 03:07:52,787;2;359.200;37;23,4
29.12.2020 03:07:52,793;2;363.240;37;23,4
29.12.2020 03:12:15,149;2;363.240;37;23,4
29.12.2020 03:12:15,154;2;363.240;37;23,4
29.12.2020 03:12:15,161;2;358.420;37;23,4
29.12.2020 03:16:37,515;2;358.420;37;23,4
29.12.2020 03:16:37,520;2;358.420;37,1;23,4
29.12.2020 03:16:37,527;2;358.940;37,1;23,4
29.12.2020 03:20:59,914;2;358.940;37,1;23,4
29.12.2020 03:20:59,918;2;358.940;37,1;23,4
29.12.2020 03:20:59,925;2;362.320;37,1;23,4
29.12.2020 03:21:01,863;2;362.320;37,1;23,4
29.12.2020 03:21:01,874;2;362.320;37,1;23,4
29.12.2020 03:21:01,880;2;362.320;37,1;23,4
29.12.2020 03:21:04,165;2;362.320;37,1;23,4
29.12.2020 03:21:04,174;2;362.320;37,1;23,4
29.12.2020 03:21:04,181;2;362.320;37,1;23,4
29.12.2020 03:21:06,181;2;362.320;37,1;23,4
29.12.2020 03:21:06,192;2;362.320;37,1;23,4
29.12.2020 03:21:06,199;2;362.320;37,1;23,4
29.12.2020 03:21:08,187;2;362.320;37,1;23,4
29.12.2020 03:21:08,190;2;362.320;37,1;23,4
29.12.2020 03:21:08,197;2;362.320;37,1;23,4
29.12.2020 03:25:21,319;2;362.320;37,1;23,3
29.12.2020 03:25:21,323;2;362.320;37,1;23,3
29.12.2020 03:25:21,330;2;361.800;37,1;23,3
29.12.2020 03:29:43,696;2;361.800;37,1;23,3
29.12.2020 03:29:43,700;2;361.800;37;23,3
29.12.2020 03:29:43,706;2;361.480;37;23,3
29.12.2020 03:38:28,405;2;361.480;37;23,3
29.12.2020 03:38:28,409;2;361.480;37,1;23,3
29.12.2020 03:38:28,415;2;355.080;37,1;23,3
29.12.2020 03:42:50,756;2;355.080;37,1;23,3
29.12.2020 03:42:50,766;2;355.080;37,1;23,3
29.12.2020 03:42:50,772;2;354.960;37,1;23,3
29.12.2020 03:47:13,115;2;354.960;37,1;23,2
29.12.2020 03:47:13,127;2;354.960;37,1;23,2
29.12.2020 03:47:13,133;2;355.320;37,1;23,2
29.12.2020 03:51:35,475;2;355.320;37,1;23,2
29.12.2020 03:51:35,479;2;355.320;37,1;23,2
29.12.2020 03:51:35,487;2;355.200;37,1;23,2
29.12.2020 03:55:57,832;2;355.200;37,1;23,2
29.12.2020 03:55:57,842;2;355.200;37,1;23,2
29.12.2020 03:55:57,847;2;354.860;37,1;23,2
29.12.2020 04:00:20,189;2;354.860;37,1;23,2
29.12.2020 04:00:20,200;2;354.860;37,1;23,2
29.12.2020 04:00:20,206;2;355.180;37,1;23,2
29.12.2020 04:04:42,549;2;355.180;37,1;23,2
29.12.2020 04:04:42,560;2;355.180;37,2;23,2
29.12.2020 04:04:42,567;2;353.920;37,2;23,2
29.12.2020 04:09:04,950;2;353.920;37,2;23,2
29.12.2020 04:09:04,954;2;353.920;37,2;23,2
29.12.2020 04:09:04,961;2;354.420;37,2;23,2
29.12.2020 04:13:27,295;2;354.420;37,2;23,2
29.12.2020 04:13:27,305;2;354.420;37,2;23,2
29.12.2020 04:13:27,311;2;353.380;37,2;23,2
