;Datenpunkt;Luftgütesensor 1.AQ_GAS_RESISTANCE_RAW;Luftgütesensor 1.MY_HUMIDITY;Luftgütesensor 1.TEMPERATURE
;Einheit;Ohm;%;°C
Zeitstempel;Status;Wert;Wert;Wert
06.01.2021 05:36:23,136;2;67.980;35;23,2
06.01.2021 05:40:54,672;2;67.980;35;23,2
06.01.2021 05:40:54,684;2;67.980;35;23,2
06.01.2021 05:40:54,690;2;68.080;35;23,2
06.01.2021 05:45:26,238;2;68.080;35;23,2
06.01.2021 05:45:26,242;2;68.080;35,1;23,2
06.01.2021 05:45:26,248;2;68.240;35,1;23,2
06.01.2021 05:49:57,797;2;68.240;35,1;23,2
06.01.2021 05:49:57,807;2;68.240;35,1;23,2
06.01.2021 05:49:57,814;2;68.900;35,1;23,2
06.01.2021 05:54:29,357;2;68.900;35,1;23,2
06.01.2021 05:54:29,360;2;68.900;35,1;23,2
06.01.2021 05:54:29,367;2;69.820;35,1;23,2
06.01.2021 05:59:00,911;2;69.820;35,1;23,2
06.01.2021 05:59:00,914;2;69.820;35,1;23,2
06.01.2021 05:59:00,921;2;70.820;35,1;23,2
06.01.2021 06:03:32,464;2;70.820;35,1;23,2
06.01.2021 06:03:32,474;2;70.820;35,1;23,2
06.01.2021 06:03:32,480;2;71.020;35,1;23,2
06.01.2021 06:12:35,583;2;71.020;35,1;23,3
06.01.2021 06:12:35,586;2;71.020;35,1;23,3
06.01.2021 06:12:35,592;2;68.300;35,1;23,3
06.01.2021 06:17:07,143;2;68.300;35,1;23,3
06.01.2021 06:17:07,145;2;68.300;35,1;23,3
06.01.2021 06:17:07,151;2;67.500;35,1;23,3
06.01.2021 06:21:38,704;2;67.500;35,1;23,3
06.01.2021 06:21:38,708;2;67.500;35,1;23,3
06.01.2021 06:21:38,713;2;67.420;35,1;23,3
06.01.2021 06:26:10,294;2;67.420;35,1;23,3
06.01.2021 06:26:10,302;2;67.420;35,1;23,3
06.01.2021 06:26:10,308;2;68.040;35,1;23,3
06.01.2021 06:30:41,856;2;68.040;35,1;23,3
06.01.2021 06:30:41,858;2;68.040;35,1;23,3
06.01.2021 06:30:41,863;2;69.080;35,1;23,3
06.01.2021 06:35:13,411;2;69.080;35,1;23,3
06.01.2021 06:35:13,420;2;69.080;35,1;23,3
06.01.2021 06:35:13,425;2;69.940;35,1;23,3
06.01.2021 06:39:44,978;2;69.940;35,1;23,3
06.01.2021 06:39:44,980;2;69.940;35,1;23,3
06.01.2021 06:39:44,985;2;70.520;35,1;23,3
06.01.2021 06:44:16,533;2;70.520;35,1;23,3
06.01.2021 06:44:16,542;2;70.520;35,1;23,3
06.01.2021 06:44:16,548;2;71.080;35,1;23,3
06.01.2021 06:48:48,094;2;71.080;35,1;23,3
06.01.2021 06:48:48,102;2;71.080;35,1;23,3
06.01.2021 06:48:48,108;2;71.940;35,1;23,3
06.01.2021 06:48:50,056;2;71.940;35,1;23,3
06.01.2021 06:48:50,064;2;71.940;35,1;23,3
06.01.2021 06:48:50,070;2;71.940;35,1;23,3
06.01.2021 06:48:52,383;2;71.940;35,1;23,3
06.01.2021 06:48:52,392;2;71.940;35,1;23,3
06.01.2021 06:48:52,398;2;71.940;35,1;23,3
06.01.2021 06:48:54,414;2;71.940;35,1;23,3
06.01.2021 06:48:54,421;2;71.940;35,1;23,3
06.01.2021 06:48:54,427;2;71.940;35,1;23,3
06.01.2021 06:48:56,445;2;71.940;35,1;23,3
06.01.2021 06:48:56,454;2;71.940;35,1;23,3
06.01.2021 06:48:56,459;2;71.940;35,1;23,3
06.01.2021 06:53:18,529;2;71.940;35,1;23,3
06.01.2021 06:53:18,538;2;71.940;35,1;23,3
06.01.2021 06:53:18,544;2;73.000;35,1;23,3
06.01.2021 06:57:50,123;2;73.000;35,1;23,3
06.01.2021 06:57:50,132;2;73.000;35;23,3
06.01.2021 06:57:50,138;2;76.340;35;23,3
06.01.2021 07:02:21,715;2;76.340;35;23,3
06.01.2021 07:02:21,719;2;76.340;34,6;23,3
06.01.2021 07:02:21,725;2;82.740;34,6;23,3
06.01.2021 07:06:53,303;2;82.740;34,6;23,3
06.01.2021 07:06:53,312;2;82.740;34,3;23,3
06.01.2021 07:06:53,318;2;89.900;34,3;23,3
06.01.2021 07:11:24,899;2;89.900;34,3;23,2
06.01.2021 07:11:24,910;2;89.900;33,9;23,2
06.01.2021 07:11:24,916;2;94.400;33,9;23,2
06.01.2021 07:20:28,077;2;94.400;33,9;23,3
06.01.2021 07:20:28,087;2;94.400;34,1;23,3
06.01.2021 07:20:28,093;2;96.420;34,1;23,3
06.01.2021 07:24:59,668;2;96.420;34,1;23,3
06.01.2021 07:24:59,672;2;96.420;34,3;23,3
06.01.2021 07:24:59,677;2;96.300;34,3;23,3
06.01.2021 07:29:31,259;2;96.300;34,3;23,3
06.01.2021 07:29:31,263;2;96.300;34,4;23,3
06.01.2021 07:29:31,268;2;105.080;34,4;23,3
06.01.2021 07:34:02,838;2;105.080;34,4;23,2
06.01.2021 07:34:02,841;2;105.080;33,1;23,2
06.01.2021 07:34:02,847;2;123.120;33,1;23,2
06.01.2021 07:38:34,480;2;123.120;33,1;22,8
06.01.2021 07:38:34,490;2;123.120;31,5;22,8
06.01.2021 07:38:34,496;2;140.380;31,5;22,8
06.01.2021 07:43:05,995;2;140.380;31,5;22,1
06.01.2021 07:43:05,999;2;140.380;31,3;22,1
06.01.2021 07:43:06,005;2;154.800;31,3;22,1
06.01.2021 07:47:37,479;2;154.800;31,3;21,5
06.01.2021 07:47:37,488;2;154.800;32,1;21,5
06.01.2021 07:47:37,495;2;164.860;32,1;21,5
06.01.2021 07:52:08,962;2;164.860;32,1;21,3
06.01.2021 07:52:08,971;2;164.860;33,1;21,3
06.01.2021 07:52:08,976;2;170.300;33,1;21,3
06.01.2021 07:56:40,447;2;170.300;33,1;21,5
06.01.2021 07:56:40,456;2;170.300;33,3;21,5
06.01.2021 07:56:40,461;2;171.560;33,3;21,5
06.01.2021 08:01:11,944;2;171.560;33,3;21,8
06.01.2021 08:01:11,947;2;171.560;34;21,8
06.01.2021 08:01:11,952;2;171.180;34;21,8
06.01.2021 08:05:43,442;2;171.180;34;22
06.01.2021 08:05:43,451;2;171.180;34,1;22
06.01.2021 08:05:43,455;2;169.640;34,1;22
06.01.2021 08:10:14,947;2;169.640;34,1;22,1
06.01.2021 08:10:14,956;2;169.640;34,2;22,1
06.01.2021 08:10:14,961;2;169.760;34,2;22,1
06.01.2021 08:14:46,461;2;169.760;34,2;22,3
06.01.2021 08:14:46,469;2;169.760;34,5;22,3
06.01.2021 08:14:46,473;2;168.660;34,5;22,3
06.01.2021 08:19:17,980;2;168.660;34,5;22,4
06.01.2021 08:19:17,983;2;168.660;34,2;22,4
06.01.2021 08:19:17,989;2;168.180;34,2;22,4
06.01.2021 08:23:49,501;2;168.180;34,2;22,5
06.01.2021 08:23:49,505;2;168.180;34;22,5
06.01.2021 08:23:49,511;2;168.080;34;22,5
06.01.2021 08:28:21,035;2;168.080;34;22,6
06.01.2021 08:28:21,045;2;168.080;34;22,6
06.01.2021 08:28:21,050;2;165.980;34;22,6
06.01.2021 08:32:52,575;2;165.980;34;22,7
06.01.2021 08:32:52,577;2;165.980;34,2;22,7
06.01.2021 08:32:52,581;2;164.160;34,2;22,7
06.01.2021 08:37:24,125;2;164.160;34,2;22,8
06.01.2021 08:37:24,135;2;164.160;34,4;22,8
06.01.2021 08:37:24,140;2;162.400;34,4;22,8
06.01.2021 08:41:55,683;2;162.400;34,4;22,9
06.01.2021 08:41:55,693;2;162.400;34,7;22,9
06.01.2021 08:41:55,699;2;158.860;34,7;22,9
06.01.2021 08:46:27,349;2;158.860;34,7;23
06.01.2021 08:46:27,358;2;158.860;34,9;23
06.01.2021 08:46:27,363;2;156.160;34,9;23
06.01.2021 08:50:58,928;2;156.160;34,9;23,1
06.01.2021 08:50:58,939;2;156.160;34,6;23,1
06.01.2021 08:50:58,944;2;154.660;34,6;23,1
06.01.2021 08:55:30,520;2;154.660;34,6;23,2
06.01.2021 08:55:30,531;2;154.660;34,6;23,2
06.01.2021 08:55:30,536;2;153.740;34,6;23,2
06.01.2021 09:00:02,115;2;153.740;34,6;23,2
06.01.2021 09:00:02,125;2;153.740;34,6;23,2
06.01.2021 09:00:02,130;2;153.080;34,6;23,2
06.01.2021 09:04:33,715;2;153.080;34,6;23,3
06.01.2021 09:04:33,718;2;153.080;34,6;23,3
06.01.2021 09:04:33,724;2;153.040;34,6;23,3
06.01.2021 09:09:05,337;2;153.040;34,6;23,4
06.01.2021 09:09:05,361;2;153.040;34,5;23,4
06.01.2021 09:09:05,367;2;153.560;34,5;23,4
06.01.2021 09:13:36,936;2;153.560;34,5;23,4
06.01.2021 09:13:36,944;2;153.560;34,4;23,4
06.01.2021 09:13:36,950;2;153.480;34,4;23,4
06.01.2021 09:18:08,558;2;153.480;34,4;23,5
06.01.2021 09:18:08,568;2;153.480;34,5;23,5
06.01.2021 09:18:08,574;2;153.060;34,5;23,5
06.01.2021 09:22:40,175;2;153.060;34,5;23,5
06.01.2021 09:22:40,184;2;153.060;34,5;23,5
06.01.2021 09:22:40,191;2;152.880;34,5;23,5
06.01.2021 09:27:11,796;2;152.880;34,5;23,5
06.01.2021 09:27:11,805;2;152.880;34,5;23,5
06.01.2021 09:27:11,811;2;152.480;34,5;23,5
06.01.2021 09:31:43,422;2;152.480;34,5;23,5
06.01.2021 09:31:43,426;2;152.480;34,6;23,5
06.01.2021 09:31:43,432;2;152.380;34,6;23,5
06.01.2021 09:36:15,030;2;152.380;34,6;23,5
06.01.2021 09:36:15,034;2;152.380;34,8;23,5
06.01.2021 09:36:15,041;2;158.820;34,8;23,5
06.01.2021 09:40:46,617;2;158.820;34,8;23
06.01.2021 09:40:46,626;2;158.820;32,9;23
06.01.2021 09:40:46,632;2;166.440;32,9;23
06.01.2021 09:45:18,205;2;166.440;32,9;22,9
06.01.2021 09:45:18,207;2;166.440;32,6;22,9
06.01.2021 09:45:18,212;2;172.820;32,6;22,9
06.01.2021 09:49:49,782;2;172.820;32,6;22,8
06.01.2021 09:49:49,791;2;172.820;32,7;22,8
06.01.2021 09:49:49,796;2;174.600;32,7;22,8
06.01.2021 09:49:51,750;2;174.600;32,7;22,8
06.01.2021 09:49:51,752;2;174.600;32,7;22,8
06.01.2021 09:49:51,758;2;174.600;32,7;22,8
06.01.2021 09:49:54,075;2;174.600;32,7;22,8
06.01.2021 09:49:54,077;2;174.600;32,7;22,8
06.01.2021 09:49:54,083;2;174.600;32,7;22,8
06.01.2021 09:49:56,103;2;174.600;32,7;22,8
06.01.2021 09:49:56,105;2;174.600;32,7;22,8
06.01.2021 09:49:56,110;2;174.600;32,7;22,8
06.01.2021 09:49:58,136;2;174.600;32,7;22,8
06.01.2021 09:49:58,145;2;174.600;32,7;22,8
06.01.2021 09:49:58,150;2;174.600;32,7;22,8
06.01.2021 09:54:20,226;2;174.600;32,7;22,9
06.01.2021 09:54:20,235;2;174.600;33;22,9
06.01.2021 09:54:20,241;2;174.220;33;22,9
06.01.2021 09:58:51,812;2;174.220;33;23
06.01.2021 09:58:51,821;2;174.220;33,4;23
06.01.2021 09:58:51,827;2;172.360;33,4;23
06.01.2021 10:03:23,396;2;172.360;33,4;23,1
06.01.2021 10:03:23,406;2;172.360;33,6;23,1
06.01.2021 10:03:23,411;2;170.660;33,6;23,1
06.01.2021 10:07:54,987;2;170.660;33,6;23,2
06.01.2021 10:07:54,996;2;170.660;33,8;23,2
06.01.2021 10:07:55,002;2;169.780;33,8;23,2
06.01.2021 10:12:26,577;2;169.780;33,8;23,3
06.01.2021 10:12:26,580;2;169.780;33,8;23,3
06.01.2021 10:12:26,585;2;168.660;33,8;23,3
06.01.2021 10:16:58,173;2;168.660;33,8;23,3
06.01.2021 10:16:58,181;2;168.660;33,9;23,3
06.01.2021 10:16:58,187;2;167.260;33,9;23,3
06.01.2021 10:21:29,771;2;167.260;33,9;23,4
06.01.2021 10:21:29,774;2;167.260;34,3;23,4
06.01.2021 10:21:29,779;2;166.240;34,3;23,4
06.01.2021 10:26:01,372;2;166.240;34,3;23,4
06.01.2021 10:26:01,375;2;166.240;34,3;23,4
06.01.2021 10:26:01,380;2;165.720;34,3;23,4
06.01.2021 10:30:32,981;2;165.720;34,3;23,5
06.01.2021 10:30:32,990;2;165.720;34,3;23,5
06.01.2021 10:30:32,995;2;164.560;34,3;23,5
06.01.2021 10:35:04,593;2;164.560;34,3;23,5
06.01.2021 10:35:04,597;2;164.560;34,3;23,5
06.01.2021 10:35:04,602;2;162.840;34,3;23,5
06.01.2021 10:39:36,211;2;162.840;34,3;23,6
06.01.2021 10:39:36,220;2;162.840;34,5;23,6
06.01.2021 10:39:36,226;2;162.360;34,5;23,6
06.01.2021 10:44:07,846;2;162.360;34,5;23,7
06.01.2021 10:44:07,856;2;162.360;34,6;23,7
06.01.2021 10:44:07,862;2;161.660;34,6;23,7
06.01.2021 10:48:39,485;2;161.660;34,6;23,9
06.01.2021 10:48:39,488;2;161.660;34,2;23,9
06.01.2021 10:48:39,494;2;161.040;34,2;23,9
06.01.2021 10:53:11,135;2;161.040;34,2;24
06.01.2021 10:53:11,139;2;161.040;34,1;24
06.01.2021 10:53:11,145;2;160.340;34,1;24
06.01.2021 10:57:42,797;2;160.340;34,1;24,2
06.01.2021 10:57:42,799;2;160.340;34,1;24,2
06.01.2021 10:57:42,805;2;158.640;34,1;24,2
06.01.2021 11:02:14,566;2;158.640;34,1;24,3
06.01.2021 11:02:14,570;2;158.640;33,9;24,3
06.01.2021 11:02:14,576;2;157.080;33,9;24,3
06.01.2021 11:06:46,240;2;157.080;33,9;24,5
06.01.2021 11:06:46,244;2;157.080;34,2;24,5
06.01.2021 11:06:46,249;2;156.460;34,2;24,5
06.01.2021 11:11:17,926;2;156.460;34,2;24,5
06.01.2021 11:11:17,936;2;156.460;34,1;24,5
06.01.2021 11:11:17,942;2;156.420;34,1;24,5
06.01.2021 11:15:49,612;2;156.420;34,1;24,4
06.01.2021 11:15:49,621;2;156.420;34,1;24,4
06.01.2021 11:15:49,626;2;162.140;34,1;24,4
06.01.2021 11:20:21,291;2;162.140;34,1;24,2
06.01.2021 11:20:21,295;2;162.140;31,4;24,2
06.01.2021 11:20:21,300;2;170.040;31,4;24,2
06.01.2021 11:24:52,957;2;170.040;31,4;23,9
06.01.2021 11:24:52,961;2;170.040;31,3;23,9
06.01.2021 11:24:52,968;2;174.180;31,3;23,9
06.01.2021 11:29:24,619;2;174.180;31,3;23,9
06.01.2021 11:29:24,622;2;174.180;31,9;23,9
06.01.2021 11:29:24,627;2;173.700;31,9;23,9
06.01.2021 11:33:56,279;2;173.700;31,9;24
06.01.2021 11:33:56,288;2;173.700;32,7;24
06.01.2021 11:33:56,297;2;173.120;32,7;24
06.01.2021 11:38:27,943;2;173.120;32,7;24,1
06.01.2021 11:38:27,952;2;173.120;32,6;24,1
06.01.2021 11:38:27,958;2;173.020;32,6;24,1
06.01.2021 11:42:59,611;2;173.020;32,6;24,1
06.01.2021 11:42:59,615;2;173.020;32,6;24,1
06.01.2021 11:42:59,621;2;173.900;32,6;24,1
06.01.2021 11:47:31,289;2;173.900;32,6;24,1
06.01.2021 11:47:31,301;2;173.900;32,1;24,1
06.01.2021 11:47:31,307;2;178.500;32,1;24,1
06.01.2021 11:52:02,911;2;178.500;32,1;23,9
06.01.2021 11:52:02,920;2;178.500;31,6;23,9
06.01.2021 11:52:02,925;2;179.020;31,6;23,9
06.01.2021 11:56:34,554;2;179.020;31,6;23,9
06.01.2021 11:56:34,564;2;179.020;32,6;23,9
06.01.2021 11:56:34,569;2;177.380;32,6;23,9
06.01.2021 12:01:06,204;2;177.380;32,6;23,9
06.01.2021 12:01:06,208;2;177.380;33,3;23,9
06.01.2021 12:01:06,214;2;174.880;33,3;23,9
06.01.2021 12:05:37,849;2;174.880;33,3;24
06.01.2021 12:05:37,859;2;174.880;33,6;24
06.01.2021 12:05:37,865;2;171.380;33,6;24
06.01.2021 12:10:09,528;2;171.380;33,6;24
06.01.2021 12:10:09,531;2;171.380;33,3;24
06.01.2021 12:10:09,536;2;171.520;33,3;24
06.01.2021 12:14:41,179;2;171.520;33,3;24
06.01.2021 12:14:41,181;2;171.520;32,8;24
06.01.2021 12:14:41,187;2;171.280;32,8;24
06.01.2021 12:19:12,835;2;171.280;32,8;24
06.01.2021 12:19:12,845;2;171.280;32,9;24
06.01.2021 12:19:12,850;2;170.260;32,9;24
06.01.2021 12:23:44,499;2;170.260;32,9;24
06.01.2021 12:23:44,502;2;170.260;33;24
06.01.2021 12:23:44,509;2;168.780;33;24
06.01.2021 12:28:16,157;2;168.780;33;24
06.01.2021 12:28:16,165;2;168.780;33,2;24
06.01.2021 12:28:16,172;2;167.540;33,2;24
06.01.2021 12:32:47,816;2;167.540;33,2;24,1
06.01.2021 12:32:47,825;2;167.540;33,3;24,1
06.01.2021 12:32:47,832;2;165.760;33,3;24,1
06.01.2021 12:37:19,478;2;165.760;33,3;24,1
06.01.2021 12:37:19,488;2;165.760;33,5;24,1
06.01.2021 12:37:19,495;2;166.960;33,5;24,1
06.01.2021 12:41:51,137;2;166.960;33,5;24,1
06.01.2021 12:41:51,140;2;166.960;32;24,1
06.01.2021 12:41:51,146;2;172.180;32;24,1
06.01.2021 12:46:22,789;2;172.180;32;23,9
06.01.2021 12:46:22,799;2;172.180;31,3;23,9
06.01.2021 12:46:22,805;2;174.960;31,3;23,9
06.01.2021 12:50:54,440;2;174.960;31,3;23,9
06.01.2021 12:50:54,449;2;174.960;31,8;23,9
06.01.2021 12:50:54,455;2;176.040;31,8;23,9
06.01.2021 12:50:56,403;2;176.040;31,8;23,9
06.01.2021 12:50:56,405;2;176.040;31,8;23,9
06.01.2021 12:50:56,412;2;176.040;31,8;23,9
06.01.2021 12:50:58,724;2;176.040;31,8;23,9
06.01.2021 12:50:58,733;2;176.040;31,8;23,9
06.01.2021 12:50:58,739;2;176.040;31,8;23,9
06.01.2021 12:51:00,758;2;176.040;31,8;23,9
06.01.2021 12:51:00,760;2;176.040;31,8;23,9
06.01.2021 12:51:00,767;2;176.040;31,8;23,9
06.01.2021 12:51:02,782;2;176.040;31,8;23,9
06.01.2021 12:51:02,793;2;176.040;31,8;23,9
06.01.2021 12:51:02,800;2;176.040;31,8;23,9
06.01.2021 12:55:24,921;2;176.040;31,8;23,9
06.01.2021 12:55:24,931;2;176.040;31,3;23,9
06.01.2021 12:55:24,936;2;176.620;31,3;23,9
06.01.2021 12:59:56,575;2;176.620;31,3;23,9
06.01.2021 12:59:56,585;2;176.620;31,9;23,9
06.01.2021 12:59:56,591;2;175.720;31,9;23,9
06.01.2021 13:04:28,234;2;175.720;31,9;24
06.01.2021 13:04:28,244;2;175.720;32,3;24
06.01.2021 13:04:28,250;2;173.600;32,3;24
06.01.2021 13:08:59,897;2;173.600;32,3;24
06.01.2021 13:08:59,900;2;173.600;32,4;24
06.01.2021 13:08:59,906;2;172.540;32,4;24
06.01.2021 13:13:31,559;2;172.540;32,4;24,1
06.01.2021 13:13:31,568;2;172.540;32,5;24,1
06.01.2021 13:13:31,574;2;171.240;32,5;24,1
06.01.2021 13:18:03,322;2;171.240;32,5;24,1
06.01.2021 13:18:03,326;2;171.240;32,6;24,1
06.01.2021 13:18:03,331;2;170.060;32,6;24,1
06.01.2021 13:22:34,989;2;170.060;32,6;24,1
06.01.2021 13:22:34,993;2;170.060;32,8;24,1
06.01.2021 13:22:34,998;2;169.380;32,8;24,1
06.01.2021 13:27:06,656;2;169.380;32,8;24
06.01.2021 13:27:06,659;2;169.380;32,9;24
06.01.2021 13:27:06,664;2;169.400;32,9;24
06.01.2021 13:31:38,327;2;169.400;32,9;24
06.01.2021 13:31:38,331;2;169.400;33,1;24
06.01.2021 13:31:38,337;2;168.520;33,1;24
06.01.2021 13:36:09,990;2;168.520;33,1;23,9
06.01.2021 13:36:09,994;2;168.520;33,1;23,9
06.01.2021 13:36:10,000;2;168.060;33,1;23,9
06.01.2021 13:40:41,649;2;168.060;33,1;23,9
06.01.2021 13:40:41,658;2;168.060;33,2;23,9
06.01.2021 13:40:41,665;2;167.740;33,2;23,9
06.01.2021 13:45:13,316;2;167.740;33,2;23,9
06.01.2021 13:45:13,325;2;167.740;33,2;23,9
06.01.2021 13:45:13,331;2;167.360;33,2;23,9
06.01.2021 13:49:44,984;2;167.360;33,2;23,9
06.01.2021 13:49:44,993;2;167.360;33,3;23,9
06.01.2021 13:49:44,999;2;166.820;33,3;23,9
06.01.2021 13:54:16,649;2;166.820;33,3;23,8
06.01.2021 13:54:16,652;2;166.820;33,4;23,8
06.01.2021 13:54:16,658;2;166.760;33,4;23,8
06.01.2021 13:58:48,306;2;166.760;33,4;23,8
06.01.2021 13:58:48,317;2;166.760;33,5;23,8
06.01.2021 13:58:48,322;2;166.500;33,5;23,8
06.01.2021 14:03:19,966;2;166.500;33,5;23,8
06.01.2021 14:03:19,970;2;166.500;33,5;23,8
06.01.2021 14:03:19,975;2;166.100;33,5;23,8
06.01.2021 14:07:51,616;2;166.100;33,5;23,8
06.01.2021 14:07:51,625;2;166.100;33,6;23,8
06.01.2021 14:07:51,631;2;165.880;33,6;23,8
06.01.2021 14:12:23,263;2;165.880;33,6;23,7
06.01.2021 14:12:23,273;2;165.880;33,6;23,7
06.01.2021 14:12:23,279;2;165.420;33,6;23,7
06.01.2021 14:16:54,911;2;165.420;33,6;23,7
06.01.2021 14:16:54,921;2;165.420;33,7;23,7
06.01.2021 14:16:54,927;2;165.100;33,7;23,7
06.01.2021 14:21:26,551;2;165.100;33,7;23,7
06.01.2021 14:21:26,561;2;165.100;33,8;23,7
06.01.2021 14:21:26,567;2;164.500;33,8;23,7
06.01.2021 14:25:58,288;2;164.500;33,8;23,6
06.01.2021 14:25:58,296;2;164.500;33,9;23,6
06.01.2021 14:25:58,303;2;164.260;33,9;23,6
06.01.2021 14:30:29,946;2;164.260;33,9;23,6
06.01.2021 14:30:29,956;2;164.260;33,9;23,6
06.01.2021 14:30:29,960;2;164.280;33,9;23,6
06.01.2021 14:35:01,567;2;164.280;33,9;23,6
06.01.2021 14:35:01,570;2;164.280;34;23,6
06.01.2021 14:35:01,576;2;163.340;34;23,6
06.01.2021 14:39:33,203;2;163.340;34;23,6
06.01.2021 14:39:33,207;2;163.340;34,1;23,6
06.01.2021 14:39:33,212;2;162.940;34,1;23,6
06.01.2021 14:44:04,834;2;162.940;34,1;23,6
06.01.2021 14:44:04,841;2;162.940;34,1;23,6
06.01.2021 14:44:04,844;2;162.320;34,1;23,6
06.01.2021 14:48:36,465;2;162.320;34,1;23,5
06.01.2021 14:48:36,473;2;162.320;34,2;23,5
06.01.2021 14:48:36,479;2;161.580;34,2;23,5
06.01.2021 14:53:08,090;2;161.580;34,2;23,5
06.01.2021 14:53:08,099;2;161.580;34,2;23,5
06.01.2021 14:53:08,105;2;158.160;34,2;23,5
06.01.2021 14:57:39,720;2;158.160;34,2;23,5
06.01.2021 14:57:39,723;2;158.160;34,4;23,5
06.01.2021 14:57:39,729;2;153.320;34,4;23,5
06.01.2021 15:02:11,336;2;153.320;34,4;23,5
06.01.2021 15:02:11,339;2;153.320;34,5;23,5
06.01.2021 15:02:11,344;2;148.600;34,5;23,5
06.01.2021 15:06:42,954;2;148.600;34,5;23,5
06.01.2021 15:06:42,966;2;148.600;34,5;23,5
06.01.2021 15:06:42,971;2;145.400;34,5;23,5
06.01.2021 15:11:14,573;2;145.400;34,5;23,5
06.01.2021 15:11:14,576;2;145.400;34,6;23,5
06.01.2021 15:11:14,582;2;141.280;34,6;23,5
06.01.2021 15:15:46,186;2;141.280;34,6;23,4
06.01.2021 15:15:46,194;2;141.280;34,7;23,4
06.01.2021 15:15:46,200;2;136.760;34,7;23,4
06.01.2021 15:20:17,806;2;136.760;34,7;23,4
06.01.2021 15:20:17,810;2;136.760;34,8;23,4
06.01.2021 15:20:17,816;2;134.640;34,8;23,4
06.01.2021 15:24:49,425;2;134.640;34,8;23,4
06.01.2021 15:24:49,434;2;134.640;34,9;23,4
06.01.2021 15:24:49,440;2;133.380;34,9;23,4
06.01.2021 15:29:21,039;2;133.380;34,9;23,4
06.01.2021 15:29:21,048;2;133.380;35,3;23,4
06.01.2021 15:29:21,055;2;144.780;35,3;23,4
06.01.2021 15:33:52,728;2;144.780;35,3;23,1
06.01.2021 15:33:52,738;2;144.780;31,4;23,1
06.01.2021 15:33:52,744;2;162.940;31,4;23,1
06.01.2021 15:38:24,290;2;162.940;31,4;22,6
06.01.2021 15:38:24,294;2;162.940;30,6;22,6
06.01.2021 15:38:24,300;2;172.660;30,6;22,6
06.01.2021 15:42:55,839;2;172.660;30,6;22,2
06.01.2021 15:42:55,842;2;172.660;31,4;22,2
06.01.2021 15:42:55,848;2;173.520;31,4;22,2
06.01.2021 15:47:27,397;2;173.520;31,4;22,3
06.01.2021 15:47:27,400;2;173.520;32,4;22,3
06.01.2021 15:47:27,405;2;165.960;32,4;22,3
06.01.2021 15:51:58,957;2;165.960;32,4;22,5
06.01.2021 15:51:58,966;2;165.960;33,3;22,5
06.01.2021 15:51:58,972;2;160.560;33,3;22,5
06.01.2021 15:52:00,926;2;160.560;33,3;22,5
06.01.2021 15:52:00,929;2;160.560;33,3;22,5
06.01.2021 15:52:00,934;2;160.560;33,3;22,5
06.01.2021 15:52:03,254;2;160.560;33,3;22,5
06.01.2021 15:52:03,256;2;160.560;33,3;22,5
06.01.2021 15:52:03,261;2;160.560;33,3;22,5
06.01.2021 15:52:05,285;2;160.560;33,3;22,5
06.01.2021 15:52:05,288;2;160.560;33,3;22,5
06.01.2021 15:52:05,294;2;160.560;33,3;22,5
06.01.2021 15:52:07,316;2;160.560;33,3;22,5
06.01.2021 15:52:07,324;2;160.560;33,3;22,5
06.01.2021 15:52:07,330;2;160.560;33,3;22,5
06.01.2021 15:56:29,366;2;160.560;33,3;22,7
06.01.2021 15:56:29,376;2;160.560;32,9;22,7
06.01.2021 15:56:29,381;2;159.660;32,9;22,7
06.01.2021 16:01:00,939;2;159.660;32,9;22,8
06.01.2021 16:01:00,948;2;159.660;32,9;22,8
06.01.2021 16:01:00,954;2;158.840;32,9;22,8
06.01.2021 16:05:32,509;2;158.840;32,9;22,8
06.01.2021 16:05:32,518;2;158.840;32,9;22,8
06.01.2021 16:05:32,524;2;159.000;32,9;22,8
06.01.2021 16:10:04,083;2;159.000;32,9;22,9
06.01.2021 16:10:04,092;2;159.000;32,7;22,9
06.01.2021 16:10:04,097;2;156.540;32,7;22,9
06.01.2021 16:14:35,662;2;156.540;32,7;22,9
06.01.2021 16:14:35,671;2;156.540;33,2;22,9
06.01.2021 16:14:35,677;2;151.120;33,2;22,9
06.01.2021 16:19:07,250;2;151.120;33,2;23
06.01.2021 16:19:07,260;2;151.120;33,5;23
06.01.2021 16:19:07,265;2;145.280;33,5;23
06.01.2021 16:23:38,835;2;145.280;33,5;23
06.01.2021 16:23:38,839;2;145.280;33,6;23
06.01.2021 16:23:38,844;2;140.620;33,6;23
06.01.2021 16:28:10,422;2;140.620;33,6;23,1
06.01.2021 16:28:10,430;2;140.620;33,7;23,1
06.01.2021 16:28:10,435;2;136.700;33,7;23,1
06.01.2021 16:32:42,018;2;136.700;33,7;23,1
06.01.2021 16:32:42,027;2;136.700;33,7;23,1
06.01.2021 16:32:42,032;2;132.240;33,7;23,1
06.01.2021 16:37:13,621;2;132.240;33,7;23,2
06.01.2021 16:37:13,625;2;132.240;33,7;23,2
06.01.2021 16:37:13,630;2;129.020;33,7;23,2
06.01.2021 16:41:45,323;2;129.020;33,7;23,3
06.01.2021 16:41:45,333;2;129.020;33,6;23,3
06.01.2021 16:41:45,339;2;126.460;33,6;23,3
