;Datenpunkt;Luftgütesensor 1.AQ_GAS_RESISTANCE_RAW;Luftgütesensor 1.MY_HUMIDITY;Luftgütesensor 1.TEMPERATURE
;Einheit;Ohm;%;°C
Zeitstempel;Status;Wert;Wert;Wert
04.01.2021 18:36:10,444;2;187.940;33;22,4
04.01.2021 18:40:41,964;2;187.940;33;22,5
04.01.2021 18:40:41,968;2;187.940;33,1;22,5
04.01.2021 18:40:41,973;2;186.040;33,1;22,5
04.01.2021 18:45:13,495;2;186.040;33,1;22,6
04.01.2021 18:45:13,499;2;186.040;33,3;22,6
04.01.2021 18:45:13,504;2;183.120;33,3;22,6
04.01.2021 18:49:45,033;2;183.120;33,3;22,6
04.01.2021 18:49:45,038;2;183.120;33,4;22,6
04.01.2021 18:49:45,043;2;179.960;33,4;22,6
04.01.2021 18:54:16,576;2;179.960;33,4;22,7
04.01.2021 18:54:16,579;2;179.960;33,5;22,7
04.01.2021 18:54:16,584;2;176.840;33,5;22,7
04.01.2021 18:58:48,122;2;176.840;33,5;22,8
04.01.2021 18:58:48,129;2;176.840;33,6;22,8
04.01.2021 18:58:48,132;2;174.020;33,6;22,8
04.01.2021 19:03:19,675;2;174.020;33,6;22,8
04.01.2021 19:03:19,684;2;174.020;33,7;22,8
04.01.2021 19:03:19,689;2;171.220;33,7;22,8
04.01.2021 19:07:51,231;2;171.220;33,7;22,9
04.01.2021 19:07:51,240;2;171.220;33,8;22,9
04.01.2021 19:07:51,246;2;168.480;33,8;22,9
04.01.2021 19:12:22,800;2;168.480;33,8;23
04.01.2021 19:12:22,802;2;168.480;33,9;23
04.01.2021 19:12:22,807;2;165.620;33,9;23
04.01.2021 19:12:24,763;2;165.620;33,9;23
04.01.2021 19:12:24,766;2;165.620;33,9;23
04.01.2021 19:12:24,772;2;165.620;33,9;23
04.01.2021 19:12:27,088;2;165.620;33,9;23
04.01.2021 19:12:27,096;2;165.620;33,9;23
04.01.2021 19:12:27,101;2;165.620;33,9;23
04.01.2021 19:12:29,118;2;165.620;33,9;23
04.01.2021 19:12:29,127;2;165.620;33,9;23
04.01.2021 19:12:29,132;2;165.620;33,9;23
04.01.2021 19:12:31,147;2;165.620;33,9;23
04.01.2021 19:12:31,155;2;165.620;33,9;23
04.01.2021 19:12:31,161;2;165.620;33,9;23
04.01.2021 19:16:53,173;2;165.620;33,9;23
04.01.2021 19:16:53,176;2;165.620;34,1;23
04.01.2021 19:16:53,180;2;163.080;34,1;23
04.01.2021 19:21:24,745;2;163.080;34,1;23,1
04.01.2021 19:21:24,753;2;163.080;34,2;23,1
04.01.2021 19:21:24,758;2;162.120;34,2;23,1
04.01.2021 19:25:56,320;2;162.120;34,2;23
04.01.2021 19:25:56,329;2;162.120;33,8;23
04.01.2021 19:25:56,334;2;163.820;33,8;23
04.01.2021 19:30:27,900;2;163.820;33,8;23
04.01.2021 19:30:27,908;2;163.820;33,7;23
04.01.2021 19:30:27,913;2;164.880;33,7;23
04.01.2021 19:34:59,478;2;164.880;33,7;23
04.01.2021 19:34:59,482;2;164.880;33,4;23
04.01.2021 19:34:59,488;2;165.840;33,4;23
04.01.2021 19:39:31,056;2;165.840;33,4;23
04.01.2021 19:39:31,066;2;165.840;33,3;23
04.01.2021 19:39:31,072;2;168.040;33,3;23
04.01.2021 19:44:02,626;2;168.040;33,3;22,9
04.01.2021 19:44:02,639;2;168.040;33,2;22,9
04.01.2021 19:44:02,645;2;169.200;33,2;22,9
04.01.2021 19:48:34,197;2;169.200;33,2;22,9
04.01.2021 19:48:34,208;2;169.200;33,4;22,9
04.01.2021 19:48:34,215;2;170.220;33,4;22,9
04.01.2021 19:53:05,764;2;170.220;33,4;22,9
04.01.2021 19:53:05,773;2;170.220;33,8;22,9
04.01.2021 19:53:05,779;2;170.500;33,8;22,9
04.01.2021 19:57:37,339;2;170.500;33,8;22,8
04.01.2021 19:57:37,341;2;170.500;33,7;22,8
04.01.2021 19:57:37,346;2;169.080;33,7;22,8
04.01.2021 20:02:08,913;2;169.080;33,7;22,9
04.01.2021 20:02:08,922;2;169.080;34,1;22,9
04.01.2021 20:02:08,928;2;166.120;34,1;22,9
04.01.2021 20:06:40,487;2;166.120;34,1;22,9
04.01.2021 20:06:40,496;2;166.120;34,4;22,9
04.01.2021 20:06:40,501;2;157.320;34,4;22,9
04.01.2021 20:11:12,063;2;157.320;34,4;23
04.01.2021 20:11:12,072;2;157.320;34,5;23
04.01.2021 20:11:12,077;2;147.760;34,5;23
04.01.2021 20:15:43,645;2;147.760;34,5;23
04.01.2021 20:15:43,648;2;147.760;34,7;23
04.01.2021 20:15:43,653;2;140.560;34,7;23
04.01.2021 20:20:15,236;2;140.560;34,7;23,1
04.01.2021 20:20:15,246;2;140.560;34,8;23,1
04.01.2021 20:20:15,252;2;133.940;34,8;23,1
04.01.2021 20:24:46,920;2;133.940;34,8;23,1
04.01.2021 20:24:46,929;2;133.940;34,9;23,1
04.01.2021 20:24:46,934;2;128.200;34,9;23,1
04.01.2021 20:29:18,511;2;128.200;34,9;23,2
04.01.2021 20:29:18,519;2;128.200;35,3;23,2
04.01.2021 20:29:18,525;2;123.900;35,3;23,2
04.01.2021 20:33:50,104;2;123.900;35,3;23,3
04.01.2021 20:33:50,107;2;123.900;35,4;23,3
04.01.2021 20:33:50,112;2;122.200;35,4;23,3
04.01.2021 20:38:21,697;2;122.200;35,4;23,3
04.01.2021 20:38:21,701;2;122.200;35,4;23,3
04.01.2021 20:38:21,706;2;121.620;35,4;23,3
04.01.2021 20:42:53,297;2;121.620;35,4;23,3
04.01.2021 20:42:53,300;2;121.620;35,3;23,3
04.01.2021 20:42:53,305;2;123.440;35,3;23,3
04.01.2021 20:47:24,894;2;123.440;35,3;23,3
04.01.2021 20:47:24,903;2;123.440;34,9;23,3
04.01.2021 20:47:24,909;2;125.160;34,9;23,3
04.01.2021 20:51:56,491;2;125.160;34,9;23,3
04.01.2021 20:51:56,500;2;125.160;35;23,3
04.01.2021 20:51:56,505;2;128.700;35;23,3
04.01.2021 20:56:28,092;2;128.700;35;23,3
04.01.2021 20:56:28,097;2;128.700;34;23,3
04.01.2021 20:56:28,100;2;127.980;34;23,3
04.01.2021 21:00:59,688;2;127.980;34;23,3
04.01.2021 21:00:59,697;2;127.980;34,5;23,3
04.01.2021 21:00:59,702;2;123.980;34,5;23,3
04.01.2021 21:05:31,291;2;123.980;34,5;23,3
04.01.2021 21:05:31,294;2;123.980;34,7;23,3
04.01.2021 21:05:31,300;2;117.680;34,7;23,3
04.01.2021 21:10:02,884;2;117.680;34,7;23,3
04.01.2021 21:10:02,891;2;117.680;34,9;23,3
04.01.2021 21:10:02,894;2;113.320;34,9;23,3
04.01.2021 21:14:34,486;2;113.320;34,9;23,3
04.01.2021 21:14:34,490;2;113.320;35;23,3
04.01.2021 21:14:34,494;2;111.580;35;23,3
04.01.2021 21:19:06,092;2;111.580;35;23,3
04.01.2021 21:19:06,095;2;111.580;35,1;23,3
04.01.2021 21:19:06,100;2;110.480;35,1;23,3
04.01.2021 21:23:37,698;2;110.480;35,1;23,4
04.01.2021 21:23:37,706;2;110.480;35,2;23,4
04.01.2021 21:23:37,716;2;110.580;35,2;23,4
04.01.2021 21:28:09,308;2;110.580;35,2;23,4
04.01.2021 21:28:09,316;2;110.580;35,1;23,4
04.01.2021 21:28:09,322;2;110.120;35,1;23,4
04.01.2021 21:32:41,018;2;110.120;35,1;23,4
04.01.2021 21:32:41,020;2;110.120;35;23,4
04.01.2021 21:32:41,025;2;109.980;35;23,4
04.01.2021 21:37:12,636;2;109.980;35;23,5
04.01.2021 21:37:12,640;2;109.980;34,9;23,5
04.01.2021 21:37:12,645;2;110.140;34,9;23,5
04.01.2021 21:41:44,265;2;110.140;34,9;23,5
04.01.2021 21:41:44,269;2;110.140;34,9;23,5
04.01.2021 21:41:44,276;2;110.260;34,9;23,5
04.01.2021 21:46:15,895;2;110.260;34,9;23,5
04.01.2021 21:46:15,904;2;110.260;34,8;23,5
04.01.2021 21:46:15,910;2;110.740;34,8;23,5
04.01.2021 21:50:47,529;2;110.740;34,8;23,6
04.01.2021 21:50:47,533;2;110.740;34,8;23,6
04.01.2021 21:50:47,539;2;111.260;34,8;23,6
04.01.2021 21:55:19,159;2;111.260;34,8;23,6
04.01.2021 21:55:19,163;2;111.260;34,8;23,6
04.01.2021 21:55:19,168;2;111.380;34,8;23,6
04.01.2021 21:59:50,783;2;111.380;34,8;23,6
04.01.2021 21:59:50,793;2;111.380;34,8;23,6
04.01.2021 21:59:50,799;2;111.240;34,8;23,6
04.01.2021 22:04:22,425;2;111.240;34,8;23,6
04.01.2021 22:04:22,429;2;111.240;34,8;23,6
04.01.2021 22:04:22,435;2;111.560;34,8;23,6
04.01.2021 22:08:54,048;2;111.560;34,8;23,7
04.01.2021 22:08:54,057;2;111.560;34,8;23,7
04.01.2021 22:08:54,063;2;111.700;34,8;23,7
04.01.2021 22:13:25,682;2;111.700;34,8;23,7
04.01.2021 22:13:25,688;2;111.700;34,8;23,7
04.01.2021 22:13:25,691;2;112.180;34,8;23,7
04.01.2021 22:13:27,644;2;112.180;34,8;23,7
04.01.2021 22:13:27,647;2;112.180;34,8;23,7
04.01.2021 22:13:27,651;2;112.180;34,8;23,7
04.01.2021 22:13:29,966;2;112.180;34,8;23,7
04.01.2021 22:13:29,975;2;112.180;34,8;23,7
04.01.2021 22:13:29,981;2;112.180;34,8;23,7
04.01.2021 22:13:31,994;2;112.180;34,8;23,7
04.01.2021 22:13:32,002;2;112.180;34,8;23,7
04.01.2021 22:13:32,008;2;112.180;34,8;23,7
04.01.2021 22:13:34,022;2;112.180;34,8;23,7
04.01.2021 22:13:34,031;2;112.180;34,8;23,7
04.01.2021 22:13:34,036;2;112.180;34,8;23,7
04.01.2021 22:17:56,139;2;112.180;34,8;23,7
04.01.2021 22:17:56,146;2;112.180;34,7;23,7
04.01.2021 22:17:56,150;2;113.060;34,7;23,7
04.01.2021 22:22:27,784;2;113.060;34,7;23,7
04.01.2021 22:22:27,788;2;113.060;34,6;23,7
04.01.2021 22:22:27,793;2;113.500;34,6;23,7
04.01.2021 22:26:59,425;2;113.500;34,6;23,7
04.01.2021 22:26:59,434;2;113.500;34,6;23,7
04.01.2021 22:26:59,440;2;114.680;34,6;23,7
04.01.2021 22:31:31,072;2;114.680;34,6;23,7
04.01.2021 22:31:31,082;2;114.680;34,5;23,7
04.01.2021 22:31:31,087;2;115.420;34,5;23,7
04.01.2021 22:36:02,718;2;115.420;34,5;23,7
04.01.2021 22:36:02,726;2;115.420;34,5;23,7
04.01.2021 22:36:02,732;2;116.200;34,5;23,7
04.01.2021 22:40:34,463;2;116.200;34,5;23,8
04.01.2021 22:40:34,473;2;116.200;34,5;23,8
04.01.2021 22:40:34,478;2;116.320;34,5;23,8
04.01.2021 22:45:06,114;2;116.320;34,5;23,8
04.01.2021 22:45:06,117;2;116.320;34,4;23,8
04.01.2021 22:45:06,122;2;113.900;34,4;23,8
04.01.2021 22:49:37,758;2;113.900;34,4;23,8
04.01.2021 22:49:37,767;2;113.900;34,4;23,8
04.01.2021 22:49:37,773;2;111.180;34,4;23,8
04.01.2021 22:54:09,403;2;111.180;34,4;23,8
04.01.2021 22:54:09,411;2;111.180;34,4;23,8
04.01.2021 22:54:09,415;2;109.300;34,4;23,8
04.01.2021 22:58:41,054;2;109.300;34,4;23,8
04.01.2021 22:58:41,067;2;109.300;34,4;23,8
04.01.2021 22:58:41,072;2;109.500;34,4;23,8
04.01.2021 23:03:12,698;2;109.500;34,4;23,7
04.01.2021 23:03:12,706;2;109.500;34,4;23,7
04.01.2021 23:03:12,711;2;110.860;34,4;23,7
04.01.2021 23:07:44,347;2;110.860;34,4;23,7
04.01.2021 23:07:44,356;2;110.860;34,2;23,7
04.01.2021 23:07:44,361;2;112.080;34,2;23,7
04.01.2021 23:12:15,994;2;112.080;34,2;23,8
04.01.2021 23:12:16,003;2;112.080;34,2;23,8
04.01.2021 23:12:16,008;2;113.040;34,2;23,8
04.01.2021 23:16:47,648;2;113.040;34,2;23,8
04.01.2021 23:16:47,657;2;113.040;34,1;23,8
04.01.2021 23:16:47,663;2;112.780;34,1;23,8
04.01.2021 23:21:19,304;2;112.780;34,1;23,8
04.01.2021 23:21:19,308;2;112.780;34,1;23,8
04.01.2021 23:21:19,313;2;110.360;34,1;23,8
04.01.2021 23:25:50,953;2;110.360;34,1;23,8
04.01.2021 23:25:50,955;2;110.360;34,1;23,8
04.01.2021 23:25:50,960;2;112.260;34,1;23,8
04.01.2021 23:30:22,640;2;112.260;34,1;23,8
04.01.2021 23:30:22,654;2;112.260;33,7;23,8
04.01.2021 23:30:22,658;2;116.100;33,7;23,8
04.01.2021 23:34:54,245;2;116.100;33,7;23,8
04.01.2021 23:34:54,253;2;116.100;33,6;23,8
04.01.2021 23:34:54,258;2;117.660;33,6;23,8
04.01.2021 23:39:25,897;2;117.660;33,6;23,7
04.01.2021 23:39:25,900;2;117.660;33,7;23,7
04.01.2021 23:39:25,905;2;115.360;33,7;23,7
04.01.2021 23:43:57,543;2;115.360;33,7;23,7
04.01.2021 23:43:57,547;2;115.360;33,7;23,7
04.01.2021 23:43:57,553;2;111.340;33,7;23,7
04.01.2021 23:48:29,283;2;111.340;33,7;23,7
04.01.2021 23:48:29,290;2;111.340;33,6;23,7
04.01.2021 23:48:29,295;2;109.720;33,6;23,7
04.01.2021 23:53:00,935;2;109.720;33,6;23,7
04.01.2021 23:53:00,944;2;109.720;33,6;23,7
04.01.2021 23:53:00,949;2;109.180;33,6;23,7
04.01.2021 23:57:32,590;2;109.180;33,6;23,7
04.01.2021 23:57:32,593;2;109.180;33,6;23,7
04.01.2021 23:57:32,598;2;104.540;33,6;23,7
05.01.2021 00:02:04,242;2;104.540;33,6;23,7
05.01.2021 00:02:04,245;2;104.540;33,6;23,7
05.01.2021 00:02:04,250;2;99.620;33,6;23,7
05.01.2021 00:06:35,883;2;99.620;33,6;23,7
05.01.2021 00:06:35,887;2;99.620;33,6;23,7
05.01.2021 00:06:35,892;2;98.000;33,6;23,7
05.01.2021 00:11:07,524;2;98.000;33,6;23,7
05.01.2021 00:11:07,534;2;98.000;33,6;23,7
05.01.2021 00:11:07,540;2;97.660;33,6;23,7
05.01.2021 00:15:39,169;2;97.660;33,6;23,6
05.01.2021 00:15:39,172;2;97.660;33,6;23,6
05.01.2021 00:15:39,178;2;98.120;33,6;23,6
05.01.2021 00:20:10,807;2;98.120;33,6;23,6
05.01.2021 00:20:10,815;2;98.120;33,6;23,6
05.01.2021 00:20:10,820;2;98.480;33,6;23,6
05.01.2021 00:24:42,448;2;98.480;33,6;23,6
05.01.2021 00:24:42,451;2;98.480;33,6;23,6
05.01.2021 00:24:42,456;2;99.320;33,6;23,6
05.01.2021 00:29:14,082;2;99.320;33,6;23,6
05.01.2021 00:29:14,090;2;99.320;33,5;23,6
05.01.2021 00:29:14,095;2;100.120;33,5;23,6
05.01.2021 00:33:45,719;2;100.120;33,5;23,6
05.01.2021 00:33:45,722;2;100.120;33,6;23,6
05.01.2021 00:33:45,727;2;100.940;33,6;23,6
05.01.2021 00:38:17,354;2;100.940;33,6;23,6
05.01.2021 00:38:17,357;2;100.940;33,6;23,6
05.01.2021 00:38:17,362;2;101.840;33,6;23,6
05.01.2021 00:42:48,988;2;101.840;33,6;23,6
05.01.2021 00:42:48,992;2;101.840;33,6;23,6
05.01.2021 00:42:48,997;2;102.460;33,6;23,6
05.01.2021 00:47:20,617;2;102.460;33,6;23,5
05.01.2021 00:47:20,625;2;102.460;33,6;23,5
05.01.2021 00:47:20,631;2;96.360;33,6;23,5
05.01.2021 00:51:52,249;2;96.360;33,6;23,5
05.01.2021 00:51:52,251;2;96.360;33,7;23,5
05.01.2021 00:51:52,256;2;88.580;33,7;23,5
05.01.2021 00:56:23,907;2;88.580;33,7;23,5
05.01.2021 00:56:23,917;2;88.580;33,7;23,5
05.01.2021 00:56:23,922;2;83.220;33,7;23,5
05.01.2021 01:00:55,535;2;83.220;33,7;23,5
05.01.2021 01:00:55,537;2;83.220;33,7;23,5
05.01.2021 01:00:55,542;2;80.300;33,7;23,5
05.01.2021 01:05:27,162;2;80.300;33,7;23,5
05.01.2021 01:05:27,171;2;80.300;33,7;23,5
05.01.2021 01:05:27,176;2;79.840;33,7;23,5
05.01.2021 01:09:58,793;2;79.840;33,7;23,5
05.01.2021 01:09:58,796;2;79.840;33,6;23,5
05.01.2021 01:09:58,802;2;79.600;33,6;23,5
05.01.2021 01:14:30,424;2;79.600;33,6;23,5
05.01.2021 01:14:30,426;2;79.600;33,6;23,5
05.01.2021 01:14:30,431;2;80.400;33,6;23,5
05.01.2021 01:14:32,387;2;80.400;33,6;23,5
05.01.2021 01:14:32,396;2;80.400;33,6;23,5
05.01.2021 01:14:32,401;2;80.400;33,6;23,5
05.01.2021 01:14:34,709;2;80.400;33,6;23,5
05.01.2021 01:14:34,717;2;80.400;33,6;23,5
05.01.2021 01:14:34,721;2;80.400;33,6;23,5
05.01.2021 01:14:36,735;2;80.400;33,6;23,5
05.01.2021 01:14:36,743;2;80.400;33,6;23,5
05.01.2021 01:14:36,748;2;80.400;33,6;23,5
05.01.2021 01:14:38,766;2;80.400;33,6;23,5
05.01.2021 01:14:38,769;2;80.400;33,6;23,5
05.01.2021 01:14:38,773;2;80.400;33,6;23,5
05.01.2021 01:19:00,864;2;80.400;33,6;23,5
05.01.2021 01:19:00,872;2;80.400;33,6;23,5
05.01.2021 01:19:00,877;2;81.240;33,6;23,5
05.01.2021 01:23:32,491;2;81.240;33,6;23,5
05.01.2021 01:23:32,500;2;81.240;33,6;23,5
05.01.2021 01:23:32,505;2;82.040;33,6;23,5
05.01.2021 01:28:04,122;2;82.040;33,6;23,5
05.01.2021 01:28:04,124;2;82.040;33,6;23,5
05.01.2021 01:28:04,129;2;82.860;33,6;23,5
05.01.2021 01:32:35,743;2;82.860;33,6;23,5
05.01.2021 01:32:35,751;2;82.860;33,6;23,5
05.01.2021 01:32:35,756;2;83.400;33,6;23,5
05.01.2021 01:37:07,378;2;83.400;33,6;23,5
05.01.2021 01:37:07,380;2;83.400;33,6;23,5
05.01.2021 01:37:07,384;2;84.420;33,6;23,5
05.01.2021 01:41:39,004;2;84.420;33,6;23,5
05.01.2021 01:41:39,007;2;84.420;33,6;23,5
05.01.2021 01:41:39,011;2;83.700;33,6;23,5
05.01.2021 01:46:10,632;2;83.700;33,6;23,5
05.01.2021 01:46:10,635;2;83.700;33,6;23,5
05.01.2021 01:46:10,640;2;81.820;33,6;23,5
05.01.2021 01:50:42,258;2;81.820;33,6;23,5
05.01.2021 01:50:42,260;2;81.820;33,6;23,5
05.01.2021 01:50:42,265;2;76.500;33,6;23,5
05.01.2021 01:55:13,881;2;76.500;33,6;23,5
05.01.2021 01:55:13,889;2;76.500;33,6;23,5
05.01.2021 01:55:13,894;2;71.300;33,6;23,5
05.01.2021 01:59:45,502;2;71.300;33,6;23,5
05.01.2021 01:59:45,511;2;71.300;33,7;23,5
05.01.2021 01:59:45,516;2;69.920;33,7;23,5
05.01.2021 02:08:48,776;2;69.920;33,7;23,4
05.01.2021 02:08:48,782;2;69.920;33,7;23,4
05.01.2021 02:08:48,793;2;68.760;33,7;23,4
05.01.2021 02:13:20,390;2;68.760;33,7;23,4
05.01.2021 02:13:20,403;2;68.760;33,7;23,4
05.01.2021 02:13:20,415;2;65.900;33,7;23,4
05.01.2021 02:17:52,008;2;65.900;33,7;23,4
05.01.2021 02:17:52,014;2;65.900;33,7;23,4
05.01.2021 02:17:52,023;2;63.500;33,7;23,4
05.01.2021 02:22:23,620;2;63.500;33,7;23,4
05.01.2021 02:22:23,632;2;63.500;33,7;23,4
05.01.2021 02:22:23,642;2;61.460;33,7;23,4
05.01.2021 02:26:55,241;2;61.460;33,7;23,4
05.01.2021 02:26:55,247;2;61.460;33,7;23,4
05.01.2021 02:26:55,256;2;60.420;33,7;23,4
05.01.2021 02:31:26,867;2;60.420;33,7;23,4
05.01.2021 02:31:26,873;2;60.420;33,7;23,4
05.01.2021 02:31:26,882;2;60.260;33,7;23,4
05.01.2021 02:40:30,096;2;60.260;33,7;23,5
05.01.2021 02:40:30,100;2;60.260;33,7;23,5
05.01.2021 02:40:30,106;2;60.100;33,7;23,5
05.01.2021 02:45:01,714;2;60.100;33,7;23,4
05.01.2021 02:45:01,722;2;60.100;33,7;23,4
05.01.2021 02:45:01,726;2;59.140;33,7;23,4
05.01.2021 02:49:33,342;2;59.140;33,7;23,4
05.01.2021 02:49:33,347;2;59.140;33,7;23,4
05.01.2021 02:49:33,354;2;58.600;33,7;23,4
05.01.2021 02:54:04,955;2;58.600;33,7;23,4
05.01.2021 02:54:04,958;2;58.600;33,7;23,4
05.01.2021 02:54:04,964;2;57.780;33,7;23,4
05.01.2021 02:58:36,564;2;57.780;33,7;23,4
05.01.2021 02:58:36,567;2;57.780;33,7;23,4
05.01.2021 02:58:36,574;2;57.200;33,7;23,4
05.01.2021 03:03:08,173;2;57.200;33,7;23,4
05.01.2021 03:03:08,184;2;57.200;33,7;23,4
05.01.2021 03:03:08,191;2;57.360;33,7;23,4
05.01.2021 03:07:39,787;2;57.360;33,7;23,4
05.01.2021 03:07:39,790;2;57.360;33,7;23,4
05.01.2021 03:07:39,797;2;57.340;33,7;23,4
05.01.2021 03:12:11,421;2;57.340;33,7;23,4
05.01.2021 03:12:11,432;2;57.340;33,7;23,4
05.01.2021 03:12:11,439;2;57.740;33,7;23,4
05.01.2021 03:16:43,036;2;57.740;33,7;23,4
05.01.2021 03:16:43,040;2;57.740;33,7;23,4
05.01.2021 03:16:43,045;2;58.380;33,7;23,4
05.01.2021 03:21:14,654;2;58.380;33,7;23,4
05.01.2021 03:21:14,658;2;58.380;33,7;23,4
05.01.2021 03:21:14,665;2;59.340;33,7;23,4
05.01.2021 03:25:46,274;2;59.340;33,7;23,4
05.01.2021 03:25:46,278;2;59.340;33,7;23,4
05.01.2021 03:25:46,284;2;60.000;33,7;23,4
05.01.2021 03:30:17,888;2;60.000;33,7;23,4
05.01.2021 03:30:17,892;2;60.000;33,8;23,4
05.01.2021 03:30:17,898;2;59.540;33,8;23,4
05.01.2021 03:34:49,503;2;59.540;33,8;23,4
05.01.2021 03:34:49,512;2;59.540;33,8;23,4
05.01.2021 03:34:49,519;2;58.960;33,8;23,4
05.01.2021 03:39:21,126;2;58.960;33,8;23,4
05.01.2021 03:39:21,140;2;58.960;33,7;23,4
05.01.2021 03:39:21,146;2;59.140;33,7;23,4
05.01.2021 03:43:52,742;2;59.140;33,7;23,4
05.01.2021 03:43:52,752;2;59.140;33,7;23,4
05.01.2021 03:43:52,758;2;59.720;33,7;23,4
05.01.2021 03:48:24,364;2;59.720;33,7;23,4
05.01.2021 03:48:24,374;2;59.720;33,7;23,4
05.01.2021 03:48:24,380;2;60.540;33,7;23,4
05.01.2021 03:52:55,982;2;60.540;33,7;23,4
05.01.2021 03:52:55,986;2;60.540;33,7;23,4
05.01.2021 03:52:55,992;2;61.500;33,7;23,4
05.01.2021 03:57:27,597;2;61.500;33,7;23,4
05.01.2021 03:57:27,608;2;61.500;33,7;23,4
05.01.2021 03:57:27,614;2;62.460;33,7;23,4
05.01.2021 04:01:59,213;2;62.460;33,7;23,4
05.01.2021 04:01:59,223;2;62.460;33,8;23,4
05.01.2021 04:01:59,229;2;63.280;33,8;23,4
05.01.2021 04:06:30,833;2;63.280;33,8;23,4
05.01.2021 04:06:30,846;2;63.280;33,8;23,4
05.01.2021 04:06:30,855;2;63.940;33,8;23,4
05.01.2021 04:11:02,451;2;63.940;33,8;23,4
05.01.2021 04:11:02,455;2;63.940;33,8;23,4
05.01.2021 04:11:02,462;2;64.900;33,8;23,4
05.01.2021 04:15:34,070;2;64.900;33,8;23,4
05.01.2021 04:15:34,075;2;64.900;33,8;23,4
05.01.2021 04:15:34,082;2;65.940;33,8;23,4
05.01.2021 04:15:36,032;2;65.940;33,8;23,4
05.01.2021 04:15:36,041;2;65.940;33,8;23,4
05.01.2021 04:15:36,048;2;65.940;33,8;23,4
05.01.2021 04:15:38,359;2;65.940;33,8;23,4
05.01.2021 04:15:38,370;2;65.940;33,8;23,4
05.01.2021 04:15:38,377;2;65.940;33,8;23,4
05.01.2021 04:15:40,387;2;65.940;33,8;23,4
05.01.2021 04:15:40,388;2;65.940;33,8;23,4
05.01.2021 04:15:40,394;2;65.940;33,8;23,4
05.01.2021 04:15:42,413;2;65.940;33,8;23,4
05.01.2021 04:15:42,422;2;65.940;33,8;23,4
05.01.2021 04:15:42,431;2;65.940;33,8;23,4
05.01.2021 04:20:04,538;2;65.940;33,8;23,4
05.01.2021 04:20:04,551;2;65.940;33,8;23,4
05.01.2021 04:20:04,560;2;66.600;33,8;23,4
05.01.2021 04:24:36,155;2;66.600;33,8;23,4
05.01.2021 04:24:36,160;2;66.600;33,8;23,4
05.01.2021 04:24:36,169;2;66.600;33,8;23,4
05.01.2021 04:29:07,768;2;66.600;33,8;23,4
05.01.2021 04:29:07,772;2;66.600;33,8;23,4
05.01.2021 04:29:07,779;2;66.360;33,8;23,4
05.01.2021 04:33:39,386;2;66.360;33,8;23,4
05.01.2021 04:33:39,390;2;66.360;33,8;23,4
05.01.2021 04:33:39,397;2;66.560;33,8;23,4
05.01.2021 04:38:11,000;2;66.560;33,8;23,4
05.01.2021 04:38:11,005;2;66.560;33,9;23,4
05.01.2021 04:38:11,012;2;66.340;33,9;23,4
05.01.2021 04:42:42,615;2;66.340;33,9;23,4
05.01.2021 04:42:42,624;2;66.340;33,9;23,4
05.01.2021 04:42:42,632;2;65.540;33,9;23,4
05.01.2021 04:47:14,232;2;65.540;33,9;23,4
05.01.2021 04:47:14,242;2;65.540;33,9;23,4
05.01.2021 04:47:14,249;2;65.340;33,9;23,4
05.01.2021 04:51:45,848;2;65.340;33,9;23,4
05.01.2021 04:51:45,858;2;65.340;33,8;23,4
05.01.2021 04:51:45,864;2;64.400;33,8;23,4
05.01.2021 04:56:17,461;2;64.400;33,8;23,4
05.01.2021 04:56:17,471;2;64.400;33,8;23,4
05.01.2021 04:56:17,477;2;63.400;33,8;23,4
05.01.2021 05:00:49,075;2;63.400;33,8;23,4
05.01.2021 05:00:49,083;2;63.400;33,8;23,4
05.01.2021 05:00:49,091;2;63.660;33,8;23,4
05.01.2021 05:05:20,688;2;63.660;33,8;23,4
05.01.2021 05:05:20,698;2;63.660;33,8;23,4
05.01.2021 05:05:20,705;2;64.320;33,8;23,4
05.01.2021 05:09:52,306;2;64.320;33,8;23,4
05.01.2021 05:09:52,308;2;64.320;33,9;23,4
05.01.2021 05:09:52,315;2;64.880;33,9;23,4
05.01.2021 05:18:55,527;2;64.880;33,9;23,3
05.01.2021 05:18:55,538;2;64.880;33,9;23,3
05.01.2021 05:18:55,544;2;66.680;33,9;23,3
05.01.2021 05:23:27,143;2;66.680;33,9;23,3
05.01.2021 05:23:27,147;2;66.680;33,8;23,3
05.01.2021 05:23:27,154;2;67.600;33,8;23,3
05.01.2021 05:27:58,783;2;67.600;33,8;23,3
05.01.2021 05:27:58,793;2;67.600;33,8;23,3
05.01.2021 05:27:58,800;2;68.400;33,8;23,3
05.01.2021 05:28:00,744;2;68.400;33,8;23,3
05.01.2021 05:28:00,753;2;68.400;33,8;23,3
05.01.2021 05:28:00,760;2;68.400;33,8;23,3
05.01.2021 05:28:03,067;2;68.400;33,8;23,3
05.01.2021 05:28:03,076;2;68.400;33,8;23,3
05.01.2021 05:28:03,083;2;68.400;33,8;23,3
05.01.2021 05:28:05,096;2;68.400;33,8;23,3
05.01.2021 05:28:05,105;2;68.400;33,8;23,3
05.01.2021 05:28:05,112;2;68.400;33,8;23,3
05.01.2021 05:28:07,127;2;68.400;33,8;23,3
