;Datenpunkt;Luftgütesensor 1.AQ_GAS_RESISTANCE_RAW;Luftgütesensor 1.MY_HUMIDITY;Luftgütesensor 1.TEMPERATURE
;Einheit;Ohm;%;°C
Zeitstempel;Status;Wert;Wert;Wert
16.01.2021 06:41:06,870;2;82.440;33,2;24,1
16.01.2021 06:45:39,604;2;82.440;33,2;24,1
16.01.2021 06:45:39,608;2;82.440;33,2;24,1
16.01.2021 06:45:39,620;2;82.800;33,2;24,1
16.01.2021 06:50:12,357;2;82.800;33,2;24,1
16.01.2021 06:50:12,361;2;82.800;33,2;24,1
16.01.2021 06:50:12,366;2;83.480;33,2;24,1
16.01.2021 06:54:45,105;2;83.480;33,2;24,1
16.01.2021 06:54:45,115;2;83.480;33,1;24,1
16.01.2021 06:54:45,122;2;83.780;33,1;24,1
16.01.2021 06:59:17,861;2;83.780;33,1;24,2
16.01.2021 06:59:17,870;2;83.780;33,1;24,2
16.01.2021 06:59:17,875;2;84.280;33,1;24,2
16.01.2021 07:03:50,601;2;84.280;33,1;24,2
16.01.2021 07:03:50,611;2;84.280;33,1;24,2
16.01.2021 07:03:50,616;2;84.920;33,1;24,2
16.01.2021 07:08:23,405;2;84.920;33,1;24,2
16.01.2021 07:08:23,409;2;84.920;33,1;24,2
16.01.2021 07:08:23,415;2;85.080;33,1;24,2
16.01.2021 07:12:56,143;2;85.080;33,1;24,2
16.01.2021 07:12:56,154;2;85.080;33,2;24,2
16.01.2021 07:12:56,160;2;85.600;33,2;24,2
16.01.2021 07:17:28,885;2;85.600;33,2;24,1
16.01.2021 07:17:28,894;2;85.600;33,2;24,1
16.01.2021 07:17:28,901;2;86.060;33,2;24,1
16.01.2021 07:22:01,633;2;86.060;33,2;24,1
16.01.2021 07:22:01,643;2;86.060;33,2;24,1
16.01.2021 07:22:01,649;2;85.880;33,2;24,1
16.01.2021 07:26:34,375;2;85.880;33,2;24,1
16.01.2021 07:26:34,379;2;85.880;33,2;24,1
16.01.2021 07:26:34,385;2;84.020;33,2;24,1
16.01.2021 07:31:07,119;2;84.020;33,2;24,1
16.01.2021 07:31:07,121;2;84.020;33,4;24,1
16.01.2021 07:31:07,127;2;82.380;33,4;24,1
16.01.2021 07:35:39,860;2;82.380;33,4;24,1
16.01.2021 07:35:39,864;2;82.380;33,5;24,1
16.01.2021 07:35:39,870;2;82.280;33,5;24,1
16.01.2021 07:40:12,597;2;82.280;33,5;24,1
16.01.2021 07:40:12,603;2;82.280;33,6;24,1
16.01.2021 07:40:12,606;2;88.240;33,6;24,1
16.01.2021 07:44:45,327;2;88.240;33,6;24,1
16.01.2021 07:44:45,338;2;88.240;32,3;24,1
16.01.2021 07:44:45,345;2;108.560;32,3;24,1
16.01.2021 07:49:18,009;2;108.560;32,3;23,4
16.01.2021 07:49:18,019;2;108.560;28,1;23,4
16.01.2021 07:49:18,026;2;131.940;28,1;23,4
16.01.2021 07:53:50,669;2;131.940;28,1;22,8
16.01.2021 07:53:50,673;2;131.940;28,3;22,8
16.01.2021 07:53:50,678;2;146.380;28,3;22,8
16.01.2021 07:58:23,337;2;146.380;28,3;22,8
16.01.2021 07:58:23,346;2;146.380;29,1;22,8
16.01.2021 07:58:23,353;2;155.020;29,1;22,8
16.01.2021 08:02:56,007;2;155.020;29,1;23
16.01.2021 08:02:56,017;2;155.020;29,6;23
16.01.2021 08:02:56,024;2;158.500;29,6;23
16.01.2021 08:07:28,686;2;158.500;29,6;23,2
16.01.2021 08:07:28,696;2;158.500;30,1;23,2
16.01.2021 08:07:28,704;2;160.900;30,1;23,2
16.01.2021 08:12:01,362;2;160.900;30,1;23,2
16.01.2021 08:12:01,365;2;160.900;29,8;23,2
16.01.2021 08:12:01,369;2;159.440;29,8;23,2
16.01.2021 08:16:34,100;2;159.440;29,8;23,3
16.01.2021 08:16:34,109;2;159.440;30,4;23,3
16.01.2021 08:16:34,115;2;153.880;30,4;23,3
16.01.2021 08:21:06,790;2;153.880;30,4;23,4
16.01.2021 08:21:06,794;2;153.880;30,8;23,4
16.01.2021 08:21:06,799;2;150.200;30,8;23,4
16.01.2021 08:25:39,492;2;150.200;30,8;23,6
16.01.2021 08:25:39,503;2;150.200;31,1;23,6
16.01.2021 08:25:39,509;2;148.040;31,1;23,6
16.01.2021 08:30:12,201;2;148.040;31,1;23,7
16.01.2021 08:30:12,204;2;148.040;31,3;23,7
16.01.2021 08:30:12,210;2;146.560;31,3;23,7
16.01.2021 08:34:44,913;2;146.560;31,3;23,8
16.01.2021 08:34:44,924;2;146.560;31,5;23,8
16.01.2021 08:34:44,930;2;146.100;31,5;23,8
16.01.2021 08:39:17,636;2;146.100;31,5;23,8
16.01.2021 08:39:17,639;2;146.100;31,4;23,8
16.01.2021 08:39:17,646;2;145.560;31,4;23,8
16.01.2021 08:43:50,363;2;145.560;31,4;23,9
16.01.2021 08:43:50,367;2;145.560;31,7;23,9
16.01.2021 08:43:50,374;2;145.040;31,7;23,9
16.01.2021 08:48:23,097;2;145.040;31,7;24
16.01.2021 08:48:23,106;2;145.040;31,8;24
16.01.2021 08:48:23,112;2;145.040;31,8;24
16.01.2021 08:52:59,309;2;145.040;31,8;23,3
16.01.2021 08:52:59,319;2;145.040;34,8;23,3
16.01.2021 08:52:59,325;2;142.680;34,8;23,3
16.01.2021 08:57:31,816;2;142.680;34,8;24,3
16.01.2021 08:57:31,825;2;142.680;34,5;24,3
16.01.2021 08:57:31,831;2;141.740;34,5;24,3
16.01.2021 09:02:05,339;2;141.740;34,5;24,6
16.01.2021 09:02:05,350;2;141.740;31,9;24,6
16.01.2021 09:02:05,355;2;141.680;31,9;24,6
16.01.2021 09:06:38,952;2;141.680;31,9;24,8
16.01.2021 09:06:38,960;2;141.680;32,1;24,8
16.01.2021 09:06:38,966;2;141.100;32,1;24,8
16.01.2021 09:07:56,953;2;141.100;32,1;23,7
16.01.2021 09:07:56,957;2;141.100;31,8;23,7
16.01.2021 09:07:56,963;2;156.880;31,8;23,7
16.01.2021 09:12:30,651;2;156.880;31,8;25,1
16.01.2021 09:12:30,658;2;156.880;31,7;25,1
16.01.2021 09:12:30,664;2;163.100;31,7;25,1
16.01.2021 09:17:03,858;2;163.100;31,7;23,7
16.01.2021 09:17:03,868;2;163.100;24,2;23,7
16.01.2021 09:17:03,875;2;187.100;24,2;23,7
16.01.2021 09:21:36,954;2;187.100;24,2;19,1
16.01.2021 09:21:36,964;2;187.100;28,3;19,1
16.01.2021 09:21:36,970;2;210.600;28,3;19,1
16.01.2021 09:26:09,898;2;210.600;28,3;16,3
16.01.2021 09:26:09,906;2;210.600;31,6;16,3
16.01.2021 09:26:09,913;2;229.180;31,6;16,3
16.01.2021 09:30:43,049;2;229.180;31,6;16,8
16.01.2021 09:30:43,052;2;229.180;32,5;16,8
16.01.2021 09:30:43,058;2;232.940;32,5;16,8
16.01.2021 09:35:16,365;2;232.940;32,5;19,9
16.01.2021 09:35:16,375;2;232.940;30,5;19,9
16.01.2021 09:35:16,381;2;230.500;30,5;19,9
16.01.2021 09:39:49,921;2;230.500;30,5;21,9
16.01.2021 09:39:49,925;2;230.500;27,9;21,9
16.01.2021 09:39:49,931;2;229.920;27,9;21,9
16.01.2021 09:44:23,524;2;229.920;27,9;23,1
16.01.2021 09:44:23,527;2;229.920;27,4;23,1
16.01.2021 09:44:23,533;2;226.840;27,4;23,1
16.01.2021 09:48:57,127;2;226.840;27,4;23,7
16.01.2021 09:48:57,131;2;226.840;27;23,7
16.01.2021 09:48:57,138;2;221.840;27;23,7
16.01.2021 09:53:30,843;2;221.840;27;24,5
16.01.2021 09:53:30,845;2;221.840;26,9;24,5
16.01.2021 09:53:30,851;2;216.240;26,9;24,5
16.01.2021 09:58:04,535;2;216.240;26,9;25,1
16.01.2021 09:58:04,543;2;216.240;26,4;25,1
16.01.2021 09:58:04,549;2;211.040;26,4;25,1
16.01.2021 10:02:38,315;2;211.040;26,4;25,5
16.01.2021 10:02:38,317;2;211.040;26,9;25,5
16.01.2021 10:02:38,322;2;208.020;26,9;25,5
16.01.2021 10:07:12,090;2;208.020;26,9;26
16.01.2021 10:07:12,098;2;208.020;25,9;26
16.01.2021 10:07:12,101;2;204.900;25,9;26
16.01.2021 10:11:45,891;2;204.900;25,9;26,5
16.01.2021 10:11:45,894;2;204.900;25,6;26,5
16.01.2021 10:11:45,900;2;203.440;25,6;26,5
16.01.2021 10:16:19,784;2;203.440;25,6;26,3
16.01.2021 10:16:19,793;2;203.440;25,7;26,3
16.01.2021 10:16:19,799;2;202.440;25,7;26,3
16.01.2021 10:20:53,607;2;202.440;25,7;26,4
16.01.2021 10:20:53,615;2;202.440;25,6;26,4
16.01.2021 10:20:53,621;2;200.820;25,6;26,4
16.01.2021 10:25:27,388;2;200.820;25,6;26,6
16.01.2021 10:25:27,395;2;200.820;25,2;26,6
16.01.2021 10:25:27,399;2;200.120;25,2;26,6
16.01.2021 10:34:35,016;2;200.120;25,2;26,7
16.01.2021 10:34:35,019;2;200.120;25,4;26,7
16.01.2021 10:34:35,024;2;197.480;25,4;26,7
16.01.2021 10:39:08,860;2;197.480;25,4;27,1
16.01.2021 10:39:08,869;2;197.480;25,3;27,1
16.01.2021 10:39:08,875;2;196.080;25,3;27,1
16.01.2021 10:43:42,700;2;196.080;25,3;27,4
16.01.2021 10:43:42,704;2;196.080;25;27,4
16.01.2021 10:43:42,716;2;194.640;25;27,4
16.01.2021 10:48:16,565;2;194.640;25;27,6
16.01.2021 10:48:16,569;2;194.640;24,8;27,6
16.01.2021 10:48:16,575;2;192.720;24,8;27,6
16.01.2021 10:52:50,465;2;192.720;24,8;27,8
16.01.2021 10:52:50,474;2;192.720;24,8;27,8
16.01.2021 10:52:50,480;2;191.020;24,8;27,8
16.01.2021 10:57:24,400;2;191.020;24,8;27,9
16.01.2021 10:57:24,408;2;191.020;24,4;27,9
16.01.2021 10:57:24,415;2;189.720;24,4;27,9
16.01.2021 11:01:58,340;2;189.720;24,4;28
16.01.2021 11:01:58,350;2;189.720;24,5;28
16.01.2021 11:01:58,355;2;188.500;24,5;28
16.01.2021 11:06:32,269;2;188.500;24,5;28,1
16.01.2021 11:06:32,279;2;188.500;25;28,1
16.01.2021 11:06:32,284;2;187.740;25;28,1
16.01.2021 11:11:06,235;2;187.740;25;27,8
16.01.2021 11:11:06,244;2;187.740;25,7;27,8
16.01.2021 11:11:06,251;2;188.980;25,7;27,8
16.01.2021 11:15:40,184;2;188.980;25,7;27,5
16.01.2021 11:15:40,188;2;188.980;25,5;27,5
16.01.2021 11:15:40,194;2;190.300;25,5;27,5
16.01.2021 11:20:14,091;2;190.300;25,5;27,6
16.01.2021 11:20:14,099;2;190.300;24,9;27,6
16.01.2021 11:20:14,105;2;193.340;24,9;27,6
16.01.2021 11:24:48,113;2;193.340;24,9;27,5
16.01.2021 11:24:48,123;2;193.340;24,8;27,5
16.01.2021 11:24:48,128;2;196.400;24,8;27,5
16.01.2021 11:29:22,029;2;196.400;24,8;27,5
16.01.2021 11:29:22,039;2;196.400;25,2;27,5
16.01.2021 11:29:22,044;2;198.360;25,2;27,5
16.01.2021 11:33:55,950;2;198.360;25,2;27,5
16.01.2021 11:33:55,960;2;198.360;24,8;27,5
16.01.2021 11:33:55,965;2;199.420;24,8;27,5
16.01.2021 11:38:29,868;2;199.420;24,8;27,6
16.01.2021 11:38:29,876;2;199.420;24,8;27,6
16.01.2021 11:38:29,882;2;200.600;24,8;27,6
16.01.2021 11:43:03,789;2;200.600;24,8;27,6
16.01.2021 11:43:03,796;2;200.600;24,9;27,6
16.01.2021 11:43:03,802;2;201.220;24,9;27,6
16.01.2021 11:47:37,758;2;201.220;24,9;27,5
16.01.2021 11:47:37,770;2;201.220;25,3;27,5
16.01.2021 11:47:37,776;2;199.920;25,3;27,5
16.01.2021 11:52:11,731;2;199.920;25,3;27,4
16.01.2021 11:52:11,733;2;199.920;25,8;27,4
16.01.2021 11:52:11,739;2;199.220;25,8;27,4
16.01.2021 11:56:45,639;2;199.220;25,8;27,4
16.01.2021 11:56:45,649;2;199.220;25,4;27,4
16.01.2021 11:56:45,655;2;201.480;25,4;27,4
16.01.2021 12:01:19,592;2;201.480;25,4;27,1
16.01.2021 12:01:19,602;2;201.480;25,4;27,1
16.01.2021 12:01:19,607;2;204.860;25,4;27,1
16.01.2021 12:05:53,515;2;204.860;25,4;26,8
16.01.2021 12:05:53,519;2;204.860;25,7;26,8
16.01.2021 12:05:53,524;2;206.920;25,7;26,8
16.01.2021 12:10:27,368;2;206.920;25,7;26,9
16.01.2021 12:10:27,379;2;206.920;25,4;26,9
16.01.2021 12:10:27,385;2;208.460;25,4;26,9
16.01.2021 12:15:01,236;2;208.460;25,4;27
16.01.2021 12:15:01,245;2;208.460;25,1;27
16.01.2021 12:15:01,252;2;209.960;25,1;27
16.01.2021 12:19:35,092;2;209.960;25,1;26,9
16.01.2021 12:19:35,096;2;209.960;25,2;26,9
16.01.2021 12:19:35,102;2;209.900;25,2;26,9
16.01.2021 12:24:09,021;2;209.900;25,2;27
16.01.2021 12:24:09,031;2;209.900;25,4;27
16.01.2021 12:24:09,036;2;209.660;25,4;27
16.01.2021 12:28:42,912;2;209.660;25,4;27,1
16.01.2021 12:28:42,921;2;209.660;25,6;27,1
16.01.2021 12:28:42,926;2;206.100;25,6;27,1
16.01.2021 12:33:16,835;2;206.100;25,6;27,1
16.01.2021 12:33:16,843;2;206.100;25,8;27,1
16.01.2021 12:33:16,848;2;203.820;25,8;27,1
16.01.2021 12:37:50,744;2;203.820;25,8;27,1
16.01.2021 12:37:50,746;2;203.820;26;27,1
16.01.2021 12:37:50,752;2;201.080;26;27,1
16.01.2021 12:42:24,626;2;201.080;26;27,1
16.01.2021 12:42:24,635;2;201.080;26,2;27,1
16.01.2021 12:42:24,641;2;189.100;26,2;27,1
16.01.2021 12:46:58,483;2;189.100;26,2;27,3
16.01.2021 12:46:58,487;2;189.100;27,1;27,3
16.01.2021 12:46:58,493;2;184.880;27,1;27,3
16.01.2021 12:51:32,453;2;184.880;27,1;27,8
16.01.2021 12:51:32,456;2;184.880;25,8;27,8
16.01.2021 12:51:32,462;2;187.280;25,8;27,8
16.01.2021 12:56:06,357;2;187.280;25,8;28
16.01.2021 12:56:06,366;2;187.280;25,9;28
16.01.2021 12:56:06,372;2;187.560;25,9;28
16.01.2021 13:00:40,254;2;187.560;25,9;28
16.01.2021 13:00:40,258;2;187.560;26,1;28
16.01.2021 13:00:40,268;2;186.800;26,1;28
16.01.2021 13:05:14,153;2;186.800;26,1;27,8
16.01.2021 13:05:14,161;2;186.800;26,8;27,8
16.01.2021 13:05:14,167;2;185.340;26,8;27,8
16.01.2021 13:09:48,069;2;185.340;26,8;27,9
16.01.2021 13:09:48,077;2;185.340;26,6;27,9
16.01.2021 13:09:48,083;2;184.200;26,6;27,9
16.01.2021 13:14:21,983;2;184.200;26,6;27,8
16.01.2021 13:14:21,992;2;184.200;26,6;27,8
16.01.2021 13:14:21,999;2;184.280;26,6;27,8
16.01.2021 13:18:55,945;2;184.280;26,6;27,8
16.01.2021 13:18:55,949;2;184.280;26,6;27,8
16.01.2021 13:18:55,956;2;184.060;26,6;27,8
16.01.2021 13:23:29,891;2;184.060;26,6;27,8
16.01.2021 13:23:29,895;2;184.060;26,5;27,8
16.01.2021 13:23:29,900;2;183.900;26,5;27,8
16.01.2021 13:28:03,831;2;183.900;26,5;27,8
16.01.2021 13:28:03,840;2;183.900;26,4;27,8
16.01.2021 13:28:03,846;2;183.800;26,4;27,8
16.01.2021 13:32:37,770;2;183.800;26,4;27,8
16.01.2021 13:32:37,780;2;183.800;26,3;27,8
16.01.2021 13:32:37,786;2;184.280;26,3;27,8
16.01.2021 13:37:11,732;2;184.280;26,3;27,7
16.01.2021 13:37:11,741;2;184.280;26,5;27,7
16.01.2021 13:37:11,746;2;183.880;26,5;27,7
16.01.2021 13:41:45,859;2;183.880;26,5;27,7
16.01.2021 13:41:45,862;2;183.880;26,4;27,7
16.01.2021 13:41:45,867;2;183.000;26,4;27,7
16.01.2021 13:46:19,875;2;183.000;26,4;27,8
16.01.2021 13:46:19,890;2;183.000;26,4;27,8
16.01.2021 13:46:19,895;2;182.900;26,4;27,8
16.01.2021 13:50:53,863;2;182.900;26,4;27,8
16.01.2021 13:50:53,873;2;182.900;26,3;27,8
16.01.2021 13:50:53,879;2;181.780;26,3;27,8
16.01.2021 13:55:27,856;2;181.780;26,3;27,8
16.01.2021 13:55:27,870;2;181.780;26,4;27,8
16.01.2021 13:55:27,874;2;181.440;26,4;27,8
16.01.2021 14:00:01,840;2;181.440;26,4;27,7
16.01.2021 14:00:01,843;2;181.440;26,5;27,7
16.01.2021 14:00:01,850;2;180.900;26,5;27,7
16.01.2021 14:04:35,833;2;180.900;26,5;27,8
16.01.2021 14:04:35,837;2;180.900;26,4;27,8
16.01.2021 14:04:35,841;2;179.740;26,4;27,8
16.01.2021 14:09:09,801;2;179.740;26,4;27,8
16.01.2021 14:09:09,809;2;179.740;26,3;27,8
16.01.2021 14:09:09,814;2;177.700;26,3;27,8
16.01.2021 14:13:43,751;2;177.700;26,3;27,9
16.01.2021 14:13:43,755;2;177.700;26,4;27,9
16.01.2021 14:13:43,760;2;177.080;26,4;27,9
16.01.2021 14:18:17,720;2;177.080;26,4;27,7
16.01.2021 14:18:17,724;2;177.080;26,8;27,7
16.01.2021 14:18:17,729;2;175.700;26,8;27,7
16.01.2021 14:22:51,693;2;175.700;26,8;27,8
16.01.2021 14:22:51,702;2;175.700;26,7;27,8
16.01.2021 14:22:51,707;2;174.480;26,7;27,8
16.01.2021 14:27:25,670;2;174.480;26,7;27,9
16.01.2021 14:27:25,674;2;174.480;26,6;27,9
16.01.2021 14:27:25,678;2;173.140;26,6;27,9
16.01.2021 14:31:59,648;2;173.140;26,6;27,9
16.01.2021 14:31:59,651;2;173.140;26,7;27,9
16.01.2021 14:31:59,656;2;171.400;26,7;27,9
16.01.2021 14:36:33,621;2;171.400;26,7;27,8
16.01.2021 14:36:33,624;2;171.400;26,8;27,8
16.01.2021 14:36:33,629;2;170.720;26,8;27,8
16.01.2021 14:41:07,587;2;170.720;26,8;27,7
16.01.2021 14:41:07,590;2;170.720;27;27,7
16.01.2021 14:41:07,594;2;168.920;27;27,7
16.01.2021 14:45:41,584;2;168.920;27;27,9
16.01.2021 14:45:41,586;2;168.920;26,8;27,9
16.01.2021 14:45:41,592;2;167.320;26,8;27,9
16.01.2021 14:50:15,670;2;167.320;26,8;28
16.01.2021 14:50:15,674;2;167.320;26,7;28
16.01.2021 14:50:15,680;2;166.460;26,7;28
16.01.2021 14:54:49,655;2;166.460;26,7;28
16.01.2021 14:54:49,665;2;166.460;26,7;28
16.01.2021 14:54:49,670;2;165.320;26,7;28
16.01.2021 14:59:23,631;2;165.320;26,7;27,8
16.01.2021 14:59:23,634;2;165.320;27;27,8
16.01.2021 14:59:23,639;2;163.900;27;27,8
16.01.2021 15:03:57,604;2;163.900;27;27,9
16.01.2021 15:03:57,608;2;163.900;26,9;27,9
16.01.2021 15:03:57,613;2;162.780;26,9;27,9
16.01.2021 15:08:31,571;2;162.780;26,9;28
16.01.2021 15:08:31,575;2;162.780;26,8;28
16.01.2021 15:08:31,581;2;161.180;26,8;28
16.01.2021 15:13:05,536;2;161.180;26,8;28
16.01.2021 15:13:05,546;2;161.180;26,8;28
16.01.2021 15:13:05,552;2;159.760;26,8;28
16.01.2021 15:17:39,514;2;159.760;26,8;27,9
16.01.2021 15:17:39,525;2;159.760;26,9;27,9
16.01.2021 15:17:39,532;2;158.800;26,9;27,9
16.01.2021 15:22:13,415;2;158.800;26,9;28
16.01.2021 15:22:13,424;2;158.800;26,9;28
16.01.2021 15:22:13,429;2;156.440;26,9;28
16.01.2021 15:26:47,419;2;156.440;26,9;28
16.01.2021 15:26:47,420;2;156.440;26,8;28
16.01.2021 15:26:47,423;2;153.860;26,8;28
16.01.2021 15:31:21,408;2;153.860;26,8;28,1
16.01.2021 15:31:21,411;2;153.860;26,8;28,1
16.01.2021 15:31:21,417;2;151.700;26,8;28,1
16.01.2021 15:35:55,395;2;151.700;26,8;27,9
16.01.2021 15:35:55,398;2;151.700;27;27,9
16.01.2021 15:35:55,403;2;149.540;27;27,9
16.01.2021 15:40:29,422;2;149.540;27;27,9
16.01.2021 15:40:29,426;2;149.540;27,1;27,9
16.01.2021 15:40:29,432;2;147.720;27,1;27,9
16.01.2021 15:45:03,352;2;147.720;27,1;28
16.01.2021 15:45:03,355;2;147.720;26,9;28
16.01.2021 15:45:03,361;2;146.160;26,9;28
16.01.2021 15:49:37,235;2;146.160;26,9;28,1
16.01.2021 15:49:37,245;2;146.160;26,9;28,1
16.01.2021 15:49:37,251;2;143.560;26,9;28,1
16.01.2021 15:54:11,275;2;143.560;26,9;28
16.01.2021 15:54:11,279;2;143.560;28,2;28
16.01.2021 15:54:11,285;2;142.480;28,2;28
16.01.2021 15:58:45,161;2;142.480;28,2;28,2
16.01.2021 15:58:45,171;2;142.480;26,9;28,2
16.01.2021 15:58:45,177;2;161.620;26,9;28,2
16.01.2021 16:03:18,751;2;161.620;26,9;24,5
16.01.2021 16:03:18,761;2;161.620;20,8;24,5
16.01.2021 16:03:18,767;2;192.260;20,8;24,5
16.01.2021 16:07:52,284;2;192.260;20,8;22,3
16.01.2021 16:07:52,296;2;192.260;22,2;22,3
16.01.2021 16:07:52,302;2;212.860;22,2;22,3
16.01.2021 16:12:25,946;2;212.860;22,2;23,7
16.01.2021 16:12:25,948;2;212.860;23,2;23,7
16.01.2021 16:12:25,953;2;217.200;23,2;23,7
16.01.2021 16:16:59,656;2;217.200;23,2;25,3
16.01.2021 16:16:59,660;2;217.200;22,9;25,3
16.01.2021 16:16:59,665;2;218.940;22,9;25,3
16.01.2021 16:21:33,440;2;218.940;22,9;25,8
16.01.2021 16:21:33,503;2;218.940;23,1;25,8
16.01.2021 16:21:33,507;2;218.800;23,1;25,8
16.01.2021 16:26:07,114;2;218.800;23,1;25,9
16.01.2021 16:26:07,118;2;218.800;23,1;25,9
16.01.2021 16:26:07,124;2;218.500;23,1;25,9
16.01.2021 16:30:40,883;2;218.500;23,1;26
16.01.2021 16:30:40,886;2;218.500;23,7;26
16.01.2021 16:30:40,892;2;215.800;23,7;26
16.01.2021 16:35:14,684;2;215.800;23,7;26,2
16.01.2021 16:35:14,693;2;215.800;24,2;26,2
16.01.2021 16:35:14,699;2;207.020;24,2;26,2
16.01.2021 16:39:48,523;2;207.020;24,2;26,6
16.01.2021 16:39:48,532;2;207.020;24;26,6
16.01.2021 16:39:48,537;2;196.840;24;26,6
16.01.2021 16:44:22,380;2;196.840;24;27
16.01.2021 16:44:22,389;2;196.840;23,8;27
16.01.2021 16:44:22,394;2;192.100;23,8;27
16.01.2021 16:48:56,266;2;192.100;23,8;27,2
16.01.2021 16:48:56,269;2;192.100;23,5;27,2
16.01.2021 16:48:56,274;2;193.080;23,5;27,2
16.01.2021 16:53:30,089;2;193.080;23,5;27,5
16.01.2021 16:53:30,098;2;193.080;23,1;27,5
16.01.2021 16:53:30,104;2;207.300;23,1;27,5
16.01.2021 16:58:03,790;2;207.300;23,1;25,2
16.01.2021 16:58:03,798;2;207.300;20,8;25,2
16.01.2021 16:58:03,803;2;221.460;20,8;25,2
16.01.2021 17:02:37,476;2;221.460;20,8;23,7
16.01.2021 17:02:37,484;2;221.460;22,8;23,7
16.01.2021 17:02:37,489;2;227.220;22,8;23,7
16.01.2021 17:07:11,344;2;227.220;22,8;25,2
16.01.2021 17:07:11,352;2;227.220;23;25,2
16.01.2021 17:07:11,357;2;215.700;23;25,2
16.01.2021 17:11:45,171;2;215.700;23;26,5
16.01.2021 17:11:45,180;2;215.700;22,1;26,5
16.01.2021 17:11:45,185;2;207.400;22,1;26,5
16.01.2021 17:16:19,041;2;207.400;22,1;27,2
16.01.2021 17:16:19,050;2;207.400;22,2;27,2
16.01.2021 17:16:19,055;2;205.840;22,2;27,2
16.01.2021 17:20:52,941;2;205.840;22,2;27,7
16.01.2021 17:20:52,945;2;205.840;23,4;27,7
16.01.2021 17:20:52,950;2;203.980;23,4;27,7
16.01.2021 17:25:26,868;2;203.980;23,4;27,9
16.01.2021 17:25:26,871;2;203.980;22,5;27,9
16.01.2021 17:25:26,876;2;200.620;22,5;27,9
16.01.2021 17:30:00,811;2;200.620;22,5;28,1
16.01.2021 17:30:00,815;2;200.620;23,1;28,1
16.01.2021 17:30:00,821;2;197.000;23,1;28,1
16.01.2021 17:34:34,763;2;197.000;23,1;28,2
16.01.2021 17:34:34,767;2;197.000;23,1;28,2
16.01.2021 17:34:34,772;2;194.900;23,1;28,2
16.01.2021 17:39:08,700;2;194.900;23,1;27,8
16.01.2021 17:39:08,704;2;194.900;25,3;27,8
16.01.2021 17:39:08,709;2;192.220;25,3;27,8
16.01.2021 17:43:42,640;2;192.220;25,3;28
16.01.2021 17:43:42,651;2;192.220;23,4;28
16.01.2021 17:43:42,657;2;188.040;23,4;28
16.01.2021 17:48:16,600;2;188.040;23,4;28,2
16.01.2021 17:48:16,609;2;188.040;23,8;28,2
16.01.2021 17:48:16,615;2;182.360;23,8;28,2
16.01.2021 17:52:50,575;2;182.360;23,8;28,4
16.01.2021 17:52:50,585;2;182.360;24,2;28,4
16.01.2021 17:52:50,590;2;170.400;24,2;28,4
16.01.2021 17:57:24,544;2;170.400;24,2;28,4
16.01.2021 17:57:24,547;2;170.400;25;28,4
16.01.2021 17:57:24,553;2;159.380;25;28,4
16.01.2021 18:01:58,482;2;159.380;25;28
16.01.2021 18:01:58,486;2;159.380;24,2;28
16.01.2021 18:01:58,492;2;167.440;24,2;28
16.01.2021 18:06:32,411;2;167.440;24,2;27,7
16.01.2021 18:06:32,415;2;167.440;24,8;27,7
16.01.2021 18:06:32,420;2;158.240;24,8;27,7
16.01.2021 18:11:06,319;2;158.240;24,8;27,5
16.01.2021 18:11:06,328;2;158.240;25,1;27,5
16.01.2021 18:11:06,333;2;147.360;25,1;27,5
16.01.2021 18:15:39,964;2;147.360;25,1;27,6
16.01.2021 18:15:39,966;2;147.360;25,1;27,6
16.01.2021 18:15:39,972;2;144.460;25,1;27,6
16.01.2021 18:20:13,209;2;144.460;25,1;27,7
16.01.2021 18:20:13,211;2;144.460;25,2;27,7
16.01.2021 18:20:13,216;2;144.100;25,2;27,7
16.01.2021 18:24:46,440;2;144.100;25,2;27,5
16.01.2021 18:24:46,444;2;144.100;25,3;27,5
16.01.2021 18:24:46,449;2;127.440;25,3;27,5
16.01.2021 18:29:19,526;2;127.440;25,3;27,4
16.01.2021 18:29:19,528;2;127.440;25,8;27,4
16.01.2021 18:29:19,533;2;118.560;25,8;27,4
16.01.2021 18:33:52,480;2;118.560;25,8;27,2
16.01.2021 18:33:52,501;2;118.560;26;27,2
16.01.2021 18:33:52,506;2;126.740;26;27,2
16.01.2021 18:38:25,511;2;126.740;26;27,1
16.01.2021 18:38:25,521;2;126.740;26,2;27,1
16.01.2021 18:38:25,527;2;130.920;26,2;27,1
16.01.2021 18:42:58,519;2;130.920;26,2;26,9
16.01.2021 18:42:58,529;2;130.920;26,5;26,9
16.01.2021 18:42:58,534;2;134.280;26,5;26,9
16.01.2021 18:47:31,511;2;134.280;26,5;26,7
16.01.2021 18:47:31,514;2;134.280;26,9;26,7
16.01.2021 18:47:31,520;2;136.360;26,9;26,7
16.01.2021 18:52:04,486;2;136.360;26,9;26,6
16.01.2021 18:52:04,495;2;136.360;27,1;26,6
16.01.2021 18:52:04,502;2;138.580;27,1;26,6
16.01.2021 18:56:37,451;2;138.580;27,1;26,4
16.01.2021 18:56:37,453;2;138.580;27,1;26,4
16.01.2021 18:56:37,459;2;140.000;27,1;26,4
16.01.2021 19:01:10,392;2;140.000;27,1;26,2
