;Datenpunkt;Luftgütesensor 1.TEMPERATURE;Luftgütesensor 2.TEMPERATURE;Luftgütesensor 3.TEMPERATURE;Wetterstation.HUMIDITY;Wetterstation.TEMPERATURE;absolute_Luftfeuchte_aussen.VALUE
;Einheit;°C;°C;°C;%;°C;g/kg
Zeistempel;Status;Wert;Wert;Wert;Wert;Wert;Wert
04.10.2020 17:10:39.329;2;44.9;38.8;101.5;66;13.4;7.667
04.10.2020 17:11:02.903;2;44.9;38.8;101.5;66;13.4;7.667
04.10.2020 17:11:02.913;2;44.9;38.8;101.5;66;13.4;7.667
04.10.2020 17:11:52.502;2;45;38.8;101.5;66;13.4;7.667
04.10.2020 17:12:09.850;2;45;38.6;101.5;66;13.4;7.667
04.10.2020 17:13:42.158;2;45;38.6;101.5;66;13.4;7.667
04.10.2020 17:13:42.159;2;45;38.6;101.5;66;13.4;7.667
04.10.2020 17:13:54.838;2;45;38.6;102.1;66;13.4;7.667
04.10.2020 17:16:06.905;2;45;38.6;102.1;66;13.4;7.667
04.10.2020 17:16:06.917;2;45;38.6;102.1;66;13.4;7.667
04.10.2020 17:16:23.321;2;44.9;38.6;102.1;66;13.4;7.667
04.10.2020 17:16:35.892;2;44.9;38.6;102.1;66;13.4;7.667
04.10.2020 17:17:55.620;2;44.9;38.6;102.4;66;13.4;7.667
04.10.2020 17:18:17.411;2;44.9;38.6;102.4;66;13.4;7.667
04.10.2020 17:18:17.415;2;44.9;38.6;102.4;66;13.4;7.667
04.10.2020 17:20:00.000;2;44.9;38.6;102.4;66;13.4;7.667
04.10.2020 17:20:54.136;2;45.6;38.6;102.4;66;13.4;7.667
04.10.2020 17:21:01.927;2;45.6;38.6;102.4;66;13.4;7.667
04.10.2020 17:21:17.411;2;45.6;38.6;102.4;66;13.3;7.667
04.10.2020 17:21:17.413;2;45.6;38.6;102.4;66;13.3;7.667
04.10.2020 17:21:56.380;2;45.6;38.6;102.8;66;13.3;7.667
04.10.2020 17:24:02.911;2;45.6;38.6;102.8;66;13.3;7.667
04.10.2020 17:24:02.922;2;45.6;38.6;102.8;66;13.3;7.667
04.10.2020 17:25:24.955;2;45.3;38.6;102.8;66;13.3;7.667
04.10.2020 17:25:27.962;2;45.3;38.7;102.8;66;13.3;7.667
04.10.2020 17:25:57.190;2;45.3;38.7;102.6;66;13.3;7.667
04.10.2020 17:26:34.164;2;45.3;38.7;102.6;66;13.3;7.667
04.10.2020 17:26:34.176;2;45.3;38.7;102.6;67;13.3;7.667
04.10.2020 17:28:50.914;2;45.3;38.7;102.6;67;13.3;7.667
04.10.2020 17:28:50.924;2;45.3;38.7;102.6;67;13.3;7.667
04.10.2020 17:29:53.998;2;45.3;38.6;102.6;67;13.3;7.667
04.10.2020 17:29:55.772;2;45.1;38.6;102.6;67;13.3;7.667
04.10.2020 17:29:57.932;2;45.1;38.6;102.7;67;13.3;7.667
04.10.2020 17:30:00.000;2;45.1;38.6;102.7;67;13.3;7.735
04.10.2020 17:30:53.169;2;45.1;38.6;102.7;67;13.3;7.735
04.10.2020 17:30:53.172;2;45.1;38.6;102.7;67;13.3;7.735
04.10.2020 17:33:44.928;2;45.1;38.6;102.7;67;13.3;7.735
04.10.2020 17:33:44.961;2;45.1;38.6;102.7;67;13.3;7.735
04.10.2020 17:33:58.755;2;45.1;38.6;100.7;67;13.3;7.735
04.10.2020 17:34:20.255;2;45.1;38.5;100.7;67;13.3;7.735
04.10.2020 17:34:26.594;2;44.2;38.5;100.7;67;13.3;7.735
04.10.2020 17:36:22.169;2;44.2;38.5;100.7;67;13.3;7.735
04.10.2020 17:36:22.179;2;44.2;38.5;100.7;67;13.3;7.735
04.10.2020 17:37:59.542;2;44.2;38.5;100.2;67;13.3;7.735
04.10.2020 17:38:45.170;2;44.2;38.5;100.2;67;13.4;7.735
04.10.2020 17:38:45.180;2;44.2;38.5;100.2;67;13.4;7.735
04.10.2020 17:38:46.286;2;44.2;38.4;100.2;67;13.4;7.735
04.10.2020 17:38:57.411;2;44.1;38.4;100.2;67;13.4;7.735
04.10.2020 17:40:00.000;2;44.1;38.4;100.2;67;13.4;7.783
04.10.2020 17:40:53.671;2;44.1;38.4;100.2;67;13.3;7.783
04.10.2020 17:40:53.680;2;44.1;38.4;100.2;67;13.3;7.783
04.10.2020 17:42:00.314;2;44.1;38.4;100.7;67;13.3;7.783
04.10.2020 17:43:12.318;2;44.1;38.4;100.7;67;13.3;7.783
04.10.2020 17:43:28.220;2;44.6;38.4;100.7;67;13.3;7.783
04.10.2020 17:43:51.924;2;44.6;38.4;100.7;67;13.3;7.783
04.10.2020 17:43:51.927;2;44.6;38.4;100.7;67;13.3;7.783
04.10.2020 17:46:01.113;2;44.6;38.4;101.2;67;13.3;7.783
04.10.2020 17:46:35.675;2;44.6;38.4;101.2;67;13.3;7.783
04.10.2020 17:46:35.685;2;44.6;38.4;101.2;66;13.3;7.783
04.10.2020 17:47:38.356;2;44.6;38.4;101.2;66;13.3;7.783
04.10.2020 17:47:59.029;2;45;38.4;101.2;66;13.3;7.783
04.10.2020 17:49:04.928;2;45;38.4;101.2;66;13.3;7.783
04.10.2020 17:49:04.931;2;45;38.4;101.2;66;13.3;7.783
04.10.2020 17:50:00.000;2;45;38.4;101.2;66;13.3;7.62
04.10.2020 17:50:01.869;2;45;38.4;101.6;66;13.3;7.62
04.10.2020 17:51:19.929;2;45;38.4;101.6;66;13.3;7.62
04.10.2020 17:51:19.932;2;45;38.4;101.6;67;13.3;7.62
04.10.2020 17:52:04.405;2;45;38.5;101.6;67;13.3;7.62
04.10.2020 17:52:29.841;2;44.4;38.5;101.6;67;13.3;7.62
04.10.2020 17:53:20.426;2;44.4;38.5;101.6;67;13.2;7.62
04.10.2020 17:53:20.433;2;44.4;38.5;101.6;67;13.2;7.62
04.10.2020 17:54:02.657;2;44.4;38.5;100.6;67;13.2;7.62
04.10.2020 17:56:10.443;2;44.4;38.5;100.6;67;13.1;7.62
04.10.2020 17:56:10.464;2;44.4;38.5;100.6;67;13.1;7.62
04.10.2020 17:56:30.439;2;44.4;38.5;100.6;67;13.1;7.62
04.10.2020 17:57:00.660;2;44.8;38.5;100.6;67;13.1;7.62
04.10.2020 17:58:03.425;2;44.8;38.5;100.7;67;13.1;7.62
04.10.2020 17:58:46.185;2;44.8;38.5;100.7;67;13.1;7.62
04.10.2020 17:58:46.187;2;44.8;38.5;100.7;67;13.1;7.62
04.10.2020 18:00:00.000;2;44.8;38.5;100.7;67;13.1;7.64
04.10.2020 18:00:56.480;2;44.8;38.4;100.7;67;13.1;7.64
04.10.2020 18:01:07.434;2;44.8;38.4;100.7;67;13;7.64
04.10.2020 18:01:07.436;2;44.8;38.4;100.7;67;13;7.64
04.10.2020 18:01:31.468;2;45;38.4;100.7;67;13;7.64
04.10.2020 18:02:04.216;2;45;38.4;100.6;67;13;7.64
04.10.2020 18:03:14.183;2;45;38.4;100.6;67;13;7.64
04.10.2020 18:03:14.192;2;45;38.4;100.6;68;13;7.64
04.10.2020 18:05:22.500;2;45;38.4;100.6;68;13;7.64
04.10.2020 18:06:02.295;2;44.9;38.4;100.6;68;13;7.64
04.10.2020 18:06:05.011;2;44.9;38.4;101;68;13;7.64
04.10.2020 18:06:10.688;2;44.9;38.4;101;68;13;7.64
04.10.2020 18:06:10.690;2;44.9;38.4;101;68;13;7.64
04.10.2020 18:08:52.689;2;44.9;38.4;101;68;13;7.64
04.10.2020 18:08:52.690;2;44.9;38.4;101;68;13;7.64
04.10.2020 18:09:48.533;2;44.9;38.4;101;68;13;7.64
04.10.2020 18:10:00.000;2;44.9;38.4;101;68;13;7.707
04.10.2020 18:10:05.800;2;44.9;38.4;99.5;68;13;7.707
04.10.2020 18:10:33.083;2;44.4;38.4;99.5;68;13;7.707
04.10.2020 18:11:20.205;2;44.4;38.4;99.5;68;13;7.707
04.10.2020 18:11:20.223;2;44.4;38.4;99.5;68;13;7.707
04.10.2020 18:13:33.193;2;44.4;38.4;99.5;68;12.9;7.707
04.10.2020 18:13:33.196;2;44.4;38.4;99.5;69;12.9;7.707
04.10.2020 18:14:06.533;2;44.4;38.4;99.4;69;12.9;7.707
04.10.2020 18:14:14.545;2;44.4;38.3;99.4;69;12.9;7.707
04.10.2020 18:15:03.880;2;43.8;38.3;99.4;69;12.9;7.707
04.10.2020 18:16:35.942;2;43.8;38.3;99.4;69;12.7;7.707
04.10.2020 18:16:35.944;2;43.8;38.3;99.4;69;12.7;7.707
04.10.2020 18:18:07.318;2;43.8;38.3;99.3;69;12.7;7.707
04.10.2020 18:18:40.568;2;43.8;38.1;99.3;69;12.7;7.707
04.10.2020 18:19:24.193;2;43.8;38.1;99.3;69;12.6;7.707
04.10.2020 18:19:24.203;2;43.8;38.1;99.3;70;12.6;7.707
04.10.2020 18:19:34.683;2;43.9;38.1;99.3;70;12.6;7.707
04.10.2020 18:20:00.000;2;43.9;38.1;99.3;70;12.6;7.739
04.10.2020 18:21:57.945;2;43.9;38.1;99.3;70;12.4;7.739
04.10.2020 18:21:57.955;2;43.9;38.1;99.3;71;12.4;7.739
04.10.2020 18:22:08.073;2;43.9;38.1;100;71;12.4;7.739
04.10.2020 18:23:06.582;2;43.9;38.1;100;71;12.4;7.739
04.10.2020 18:24:05.484;2;44.4;38.1;100;71;12.4;7.739
04.10.2020 18:24:17.447;2;44.4;38.1;100;71;12.3;7.739
04.10.2020 18:24:17.456;2;44.4;38.1;100;71;12.3;7.739
04.10.2020 18:26:08.848;2;44.4;38.1;99.5;71;12.3;7.739
04.10.2020 18:26:22.452;2;44.4;38.1;99.5;71;12.2;7.739
04.10.2020 18:26:22.453;2;44.4;38.1;99.5;72;12.2;7.739
04.10.2020 18:27:32.598;2;44.4;38;99.5;72;12.2;7.739
04.10.2020 18:28:36.279;2;44.4;38;99.5;72;12.2;7.739
04.10.2020 18:29:16.952;2;44.4;38;99.5;72;12;7.739
04.10.2020 18:29:16.955;2;44.4;38;99.5;72;12;7.739
04.10.2020 18:30:00.000;2;44.4;38;99.5;72;12;7.668
04.10.2020 18:30:09.618;2;44.4;38;98.7;72;12;7.668
04.10.2020 18:31:57.202;2;44.4;38;98.7;72;11.9;7.668
04.10.2020 18:31:57.214;2;44.4;38;98.7;73;11.9;7.668
04.10.2020 18:31:58.597;2;44.4;37.9;98.7;73;11.9;7.668
04.10.2020 18:34:10.422;2;44.4;37.9;98.9;73;11.9;7.668
04.10.2020 18:34:22.953;2;44.4;37.9;98.9;73;11.8;7.668
04.10.2020 18:34:22.962;2;44.4;37.9;98.9;73;11.8;7.668
04.10.2020 18:36:24.589;2;44.4;37.9;98.9;73;11.8;7.668
04.10.2020 18:36:34.207;2;44.4;37.9;98.9;73;11.8;7.668
04.10.2020 18:36:34.210;2;44.4;37.9;98.9;73;11.8;7.668
04.10.2020 18:37:37.849;2;45.1;37.9;98.9;73;11.8;7.668
04.10.2020 18:38:11.195;2;45.1;37.9;98.4;73;11.8;7.668
04.10.2020 18:39:35.207;2;45.1;37.9;98.4;73;11.7;7.668
04.10.2020 18:39:35.217;2;45.1;37.9;98.4;74;11.7;7.668
04.10.2020 18:40:00.000;2;45.1;37.9;98.4;74;11.7;7.735
04.10.2020 18:40:50.568;2;45.1;37.8;98.4;74;11.7;7.735
04.10.2020 18:42:08.630;2;44.9;37.8;98.4;74;11.7;7.735
04.10.2020 18:42:11.922;2;44.9;37.8;97;74;11.7;7.735
04.10.2020 18:42:21.711;2;44.9;37.8;97;74;11.6;7.735
04.10.2020 18:42:21.714;2;44.9;37.8;97;74;11.6;7.735
04.10.2020 18:44:53.713;2;44.9;37.8;97;74;11.5;7.735
04.10.2020 18:44:53.714;2;44.9;37.8;97;74;11.5;7.735
04.10.2020 18:45:16.545;2;44.9;37.7;97;74;11.5;7.735
04.10.2020 18:46:12.698;2;44.9;37.7;96.6;74;11.5;7.735
04.10.2020 18:46:39.388;2;45.1;37.7;96.6;74;11.5;7.735
04.10.2020 18:47:11.209;2;45.1;37.7;96.6;74;11.4;7.735
04.10.2020 18:47:11.211;2;45.1;37.7;96.6;74;11.4;7.735
04.10.2020 18:49:14.452;2;45.1;37.7;96.6;74;11.4;7.735
04.10.2020 18:49:14.463;2;45.1;37.7;96.6;74;11.4;7.735
04.10.2020 18:49:42.507;2;45.1;37.7;96.6;74;11.4;7.735
04.10.2020 18:50:00.000;2;45.1;37.7;96.6;74;11.4;7.591
04.10.2020 18:50:13.508;2;45.1;37.7;97;74;11.4;7.591
04.10.2020 18:51:10.138;2;45.4;37.7;97;74;11.4;7.591
04.10.2020 18:52:07.199;2;45.4;37.7;97;74;11.4;7.591
04.10.2020 18:52:07.209;2;45.4;37.7;97;74;11.4;7.591
04.10.2020 18:54:08.459;2;45.4;37.5;97;74;11.4;7.591
04.10.2020 18:54:14.251;2;45.4;37.5;95.8;74;11.4;7.591
04.10.2020 18:54:45.447;2;45.4;37.5;95.8;74;11.3;7.591
04.10.2020 18:54:45.458;2;45.4;37.5;95.8;75;11.3;7.591
04.10.2020 18:55:40.888;2;44.5;37.5;95.8;75;11.3;7.591
04.10.2020 18:57:09.446;2;44.5;37.5;95.8;75;11.3;7.591
04.10.2020 18:57:09.465;2;44.5;37.5;95.8;75;11.3;7.591
04.10.2020 18:58:15.020;2;44.5;37.5;93.2;75;11.3;7.591
04.10.2020 18:58:34.427;2;44.5;37.3;93.2;75;11.3;7.591
04.10.2020 18:59:18.947;2;44.5;37.3;93.2;75;11.2;7.591
04.10.2020 18:59:18.950;2;44.5;37.3;93.2;75;11.2;7.591
04.10.2020 19:00:00.000;2;44.5;37.3;93.2;75;11.2;7.598
04.10.2020 19:00:11.635;2;45.1;37.3;93.2;75;11.2;7.598
04.10.2020 19:02:15.755;2;45.1;37.3;92.8;75;11.2;7.598
04.10.2020 19:02:17.944;2;45.1;37.3;92.8;75;11.2;7.598
04.10.2020 19:02:17.955;2;45.1;37.3;92.8;75;11.2;7.598
04.10.2020 19:03:00.375;2;45.1;37.1;92.8;75;11.2;7.598
04.10.2020 19:04:42.378;2;44.7;37.1;92.8;75;11.2;7.598
04.10.2020 19:05:02.696;2;44.7;37.1;92.8;75;11.1;7.598
04.10.2020 19:05:02.706;2;44.7;37.1;92.8;76;11.1;7.598
04.10.2020 19:06:16.530;2;44.7;37.1;87.4;76;11.1;7.598
04.10.2020 19:07:26.326;2;44.7;37;87.4;76;11.1;7.598
04.10.2020 19:07:32.948;2;44.7;37;87.4;76;11.1;7.598
04.10.2020 19:07:32.949;2;44.7;37;87.4;76;11.1;7.598
04.10.2020 19:09:13.125;2;43.9;37;87.4;76;11.1;7.598
04.10.2020 19:09:48.695;2;43.9;37;87.4;76;11;7.598
04.10.2020 19:09:48.698;2;43.9;37;87.4;76;11;7.598
04.10.2020 19:10:00.000;2;43.9;37;87.4;76;11;7.603
04.10.2020 19:10:17.312;2;43.9;37;86.2;76;11;7.603
04.10.2020 19:11:50.198;2;43.9;37;86.2;76;11;7.603
04.10.2020 19:11:50.200;2;43.9;37;86.2;76;11;7.603
04.10.2020 19:11:52.292;2;43.9;36.8;86.2;76;11;7.603
04.10.2020 19:13:43.873;2;43.2;36.8;86.2;76;11;7.603
04.10.2020 19:14:18.106;2;43.2;36.8;85.3;76;11;7.603
04.10.2020 19:14:41.197;2;43.2;36.8;85.3;76;11;7.603
04.10.2020 19:14:41.206;2;43.2;36.8;85.3;77;11;7.603
04.10.2020 19:16:18.271;2;43.2;36.7;85.3;77;11;7.603
04.10.2020 19:17:17.697;2;43.2;36.7;85.3;77;10.9;7.603
04.10.2020 19:17:17.707;2;43.2;36.7;85.3;77;10.9;7.603
04.10.2020 19:18:14.632;2;42.6;36.7;85.3;77;10.9;7.603
04.10.2020 19:18:18.843;2;42.6;36.7;84.8;77;10.9;7.603
04.10.2020 19:19:39.701;2;42.6;36.7;84.8;77;10.8;7.603
04.10.2020 19:19:39.704;2;42.6;36.7;84.8;77;10.8;7.603
04.10.2020 19:20:00.000;2;42.6;36.7;84.8;77;10.8;7.606
04.10.2020 19:20:44.251;2;42.6;36.6;84.8;77;10.8;7.606
04.10.2020 19:21:47.458;2;42.6;36.6;84.8;77;10.9;7.606
04.10.2020 19:21:47.469;2;42.6;36.6;84.8;78;10.9;7.606
04.10.2020 19:22:19.609;2;42.6;36.6;83.9;78;10.9;7.606
04.10.2020 19:22:45.413;2;42.3;36.6;83.9;78;10.9;7.606
04.10.2020 19:24:44.698;2;42.3;36.6;83.9;78;10.8;7.606
04.10.2020 19:24:44.713;2;42.3;36.6;83.9;78;10.8;7.606
04.10.2020 19:25:10.242;2;42.3;36.5;83.9;78;10.8;7.606
04.10.2020 19:26:20.364;2;42.3;36.5;82.8;78;10.8;7.606
04.10.2020 19:27:16.187;2;41.8;36.5;82.8;78;10.8;7.606
04.10.2020 19:27:27.452;2;41.8;36.5;82.8;78;10.8;7.606
04.10.2020 19:27:27.453;2;41.8;36.5;82.8;78;10.8;7.606
04.10.2020 19:29:36.227;2;41.8;36.3;82.8;78;10.8;7.606
04.10.2020 19:29:55.949;2;41.8;36.3;82.8;78;10.8;7.606
04.10.2020 19:29:55.960;2;41.8;36.3;82.8;78;10.8;7.606
04.10.2020 19:30:00.000;2;41.8;36.3;82.8;78;10.8;7.705
04.10.2020 19:30:21.160;2;41.8;36.3;82;78;10.8;7.705
04.10.2020 19:31:46.959;2;41.4;36.3;82;78;10.8;7.705
04.10.2020 19:32:09.951;2;41.4;36.3;82;78;10.8;7.705
04.10.2020 19:32:09.961;2;41.4;36.3;82;78;10.8;7.705
04.10.2020 19:34:02.219;2;41.4;36.2;82;78;10.8;7.705
04.10.2020 19:34:21.907;2;41.4;36.2;81.6;78;10.8;7.705
04.10.2020 19:35:13.450;2;41.4;36.2;81.6;78;10.7;7.705
04.10.2020 19:35:13.459;2;41.4;36.2;81.6;79;10.7;7.705
04.10.2020 19:36:17.727;2;41;36.2;81.6;79;10.7;7.705
04.10.2020 19:38:02.701;2;41;36.2;81.6;79;10.7;7.705
04.10.2020 19:38:02.711;2;41;36.2;81.6;79;10.7;7.705
04.10.2020 19:38:22.665;2;41;36.2;81.4;79;10.7;7.705
04.10.2020 19:38:28.221;2;41;36;81.4;79;10.7;7.705
04.10.2020 19:40:00.000;2;41;36;81.4;79;10.7;7.755
04.10.2020 19:40:37.454;2;41;36;81.4;79;10.7;7.755
04.10.2020 19:40:37.457;2;41;36;81.4;79;10.7;7.755
04.10.2020 19:40:48.502;2;40.7;36;81.4;79;10.7;7.755
04.10.2020 19:42:23.447;2;40.7;36;81.1;79;10.7;7.755
04.10.2020 19:42:54.222;2;40.7;35.9;81.1;79;10.7;7.755
04.10.2020 19:42:57.704;2;40.7;35.9;81.1;79;10.6;7.755
04.10.2020 19:42:57.713;2;40.7;35.9;81.1;79;10.6;7.755
04.10.2020 19:45:03.707;2;40.7;35.9;81.1;79;10.6;7.755
04.10.2020 19:45:03.710;2;40.7;35.9;81.1;79;10.6;7.755
04.10.2020 19:45:19.285;2;40.5;35.9;81.1;79;10.6;7.755
04.10.2020 19:46:24.196;2;40.5;35.9;81.3;79;10.6;7.755
04.10.2020 19:47:20.220;2;40.5;35.7;81.3;79;10.6;7.755
04.10.2020 19:47:59.207;2;40.5;35.7;81.3;79;10.6;7.755
04.10.2020 19:47:59.208;2;40.5;35.7;81.3;79;10.6;7.755
04.10.2020 19:49:50.072;2;40.2;35.7;81.3;79;10.6;7.755
04.10.2020 19:50:00.000;2;40.2;35.7;81.3;79;10.6;7.706
04.10.2020 19:50:24.986;2;40.2;35.7;81.2;79;10.6;7.706
04.10.2020 19:50:40.208;2;40.2;35.7;81.2;79;10.6;7.706
04.10.2020 19:50:40.217;2;40.2;35.7;81.2;80;10.6;7.706
04.10.2020 19:51:46.226;2;40.2;35.6;81.2;80;10.6;7.706
04.10.2020 19:53:06.707;2;40.2;35.6;81.2;80;10.6;7.706
04.10.2020 19:53:06.709;2;40.2;35.6;81.2;80;10.6;7.706
04.10.2020 19:54:20.858;2;39.9;35.6;81.2;80;10.6;7.706
04.10.2020 19:54:25.725;2;39.9;35.6;81.1;80;10.6;7.706
04.10.2020 19:55:18.963;2;39.9;35.6;81.1;80;10.6;7.706
04.10.2020 19:55:18.971;2;39.9;35.6;81.1;80;10.6;7.706
04.10.2020 19:58:20.728;2;39.9;35.6;81.1;80;10.6;7.706
04.10.2020 19:58:20.750;2;39.9;35.6;81.1;80;10.6;7.706
04.10.2020 19:58:26.459;2;39.9;35.6;81.1;80;10.6;7.706
04.10.2020 19:58:51.651;2;39.9;35.6;81.1;80;10.6;7.706
04.10.2020 20:00:01.000;2;39.9;35.6;81.1;80;10.6;7.804
04.10.2020 20:00:38.253;2;39.9;35.5;81.1;80;10.6;7.804
04.10.2020 20:01:07.976;2;39.9;35.5;81.1;80;10.6;7.804
04.10.2020 20:01:07.985;2;39.9;35.5;81.1;80;10.6;7.804
04.10.2020 20:02:27.249;2;39.9;35.5;82.1;80;10.6;7.804
04.10.2020 20:03:22.440;2;39.8;35.5;82.1;80;10.6;7.804
04.10.2020 20:03:40.983;2;39.8;35.5;82.1;80;10.6;7.804
04.10.2020 20:03:40.985;2;39.8;35.5;82.1;80;10.6;7.804
04.10.2020 20:05:04.274;2;39.8;35.5;82.1;80;10.6;7.804
04.10.2020 20:05:59.484;2;39.8;35.5;82.1;80;10.6;7.804
04.10.2020 20:05:59.493;2;39.8;35.5;82.1;80;10.6;7.804
04.10.2020 20:06:28.028;2;39.8;35.5;82;80;10.6;7.804
04.10.2020 20:07:53.215;2;40;35.5;82;80;10.6;7.804
04.10.2020 20:08:03.488;2;40;35.5;82;80;10.6;7.804
04.10.2020 20:08:03.501;2;40;35.5;82;80;10.6;7.804
04.10.2020 20:09:30.272;2;40;35.4;82;80;10.6;7.804
04.10.2020 20:10:00.000;2;40;35.4;82;80;10.6;7.804
04.10.2020 20:10:28.769;2;40;35.4;81.6;80;10.6;7.804
04.10.2020 20:10:57.240;2;40;35.4;81.6;80;10.6;7.804
04.10.2020 20:10:57.249;2;40;35.4;81.6;81;10.6;7.804
04.10.2020 20:12:23.985;2;38.6;35.4;81.6;81;10.6;7.804
04.10.2020 20:13:36.497;2;38.6;35.4;81.6;81;10.5;7.804
04.10.2020 20:13:36.499;2;38.6;35.4;81.6;82;10.5;7.804
04.10.2020 20:13:56.252;2;38.6;35.1;81.6;82;10.5;7.804
04.10.2020 20:14:29.540;2;38.6;35.1;80.4;82;10.5;7.804
04.10.2020 20:16:01.250;2;38.6;35.1;80.4;82;10.4;7.804
04.10.2020 20:16:01.253;2;38.6;35.1;80.4;82;10.4;7.804
04.10.2020 20:16:54.740;2;38.3;35.1;80.4;82;10.4;7.804
04.10.2020 20:18:11.509;2;38.3;35.1;80.4;82;10.4;7.804
04.10.2020 20:18:11.524;2;38.3;35.1;80.4;83;10.4;7.804
04.10.2020 20:18:22.224;2;38.3;34.8;80.4;83;10.4;7.804
04.10.2020 20:18:30.282;2;38.3;34.8;79;83;10.4;7.804
04.10.2020 20:20:00.000;2;38.3;34.8;79;83;10.4;7.995
04.10.2020 20:21:11.501;2;38.3;34.8;79;83;10.3;7.995
04.10.2020 20:21:11.514;2;38.3;34.8;79;84;10.3;7.995
04.10.2020 20:21:25.496;2;38.5;34.8;79;84;10.3;7.995
04.10.2020 20:22:31.005;2;38.5;34.8;77.6;84;10.3;7.995
04.10.2020 20:22:48.188;2;38.5;34.5;77.6;84;10.3;7.995
04.10.2020 20:23:57.010;2;38.5;34.5;77.6;84;10.3;7.995
04.10.2020 20:23:57.013;2;38.5;34.5;77.6;84;10.3;7.995
04.10.2020 20:25:56.210;2;37.9;34.5;77.6;84;10.3;7.995
04.10.2020 20:26:28.005;2;37.9;34.5;77.6;84;10.2;7.995
04.10.2020 20:26:28.015;2;37.9;34.5;77.6;85;10.2;7.995
04.10.2020 20:26:31.739;2;37.9;34.5;76.9;85;10.2;7.995
04.10.2020 20:27:14.147;2;37.9;34.3;76.9;85;10.2;7.995
04.10.2020 20:28:44.757;2;37.9;34.3;76.9;85;10.2;7.995
04.10.2020 20:28:44.765;2;37.9;34.3;76.9;85;10.2;7.995
04.10.2020 20:30:00.000;2;37.9;34.3;76.9;85;10.2;8.084
04.10.2020 20:30:26.916;2;37.8;34.3;76.9;85;10.2;8.084
04.10.2020 20:30:32.511;2;37.8;34.3;76.2;85;10.2;8.084
04.10.2020 20:30:47.011;2;37.8;34.3;76.2;85;10.2;8.084
04.10.2020 20:30:47.019;2;37.8;34.3;76.2;85;10.2;8.084
04.10.2020 20:31:40.103;2;37.8;34.1;76.2;85;10.2;8.084
04.10.2020 20:33:38.760;2;37.8;34.1;76.2;85;10.1;8.084
04.10.2020 20:33:38.768;2;37.8;34.1;76.2;86;10.1;8.084
04.10.2020 20:34:33.233;2;37.8;34.1;76.7;86;10.1;8.084
04.10.2020 20:34:57.627;2;38.2;34.1;76.7;86;10.1;8.084
04.10.2020 20:36:06.044;2;38.2;33.8;76.7;86;10.1;8.084
04.10.2020 20:36:16.261;2;38.2;33.8;76.7;86;10.1;8.084
04.10.2020 20:36:16.263;2;38.2;33.8;76.7;86;10.1;8.084
04.10.2020 20:38:33.958;2;38.2;33.8;76.1;86;10.1;8.084
04.10.2020 20:38:39.264;2;38.2;33.8;76.1;86;10.1;8.084
04.10.2020 20:38:39.265;2;38.2;33.8;76.1;87;10.1;8.084
04.10.2020 20:39:28.312;2;38.4;33.8;76.1;87;10.1;8.084
04.10.2020 20:40:00.000;2;38.4;33.8;76.1;87;10.1;8.222
04.10.2020 20:40:31.987;2;38.4;33.6;76.1;87;10.1;8.222
04.10.2020 20:40:47.766;2;38.4;33.6;76.1;87;10;8.222
04.10.2020 20:40:47.774;2;38.4;33.6;76.1;87;10;8.222
04.10.2020 20:42:34.727;2;38.4;33.6;76.6;87;10;8.222
04.10.2020 20:43:45.767;2;38.4;33.6;76.6;87;10;8.222
04.10.2020 20:43:45.776;2;38.4;33.6;76.6;87;10;8.222
04.10.2020 20:43:58.998;2;38.3;33.6;76.6;87;10;8.222
04.10.2020 20:44:57.916;2;38.3;33.4;76.6;87;10;8.222
04.10.2020 20:46:29.521;2;38.3;33.4;76.6;87;10;8.222
04.10.2020 20:46:29.523;2;38.3;33.4;76.6;87;10;8.222
04.10.2020 20:46:35.447;2;38.3;33.4;74.7;87;10;8.222
04.10.2020 20:48:29.674;2;38.2;33.4;74.7;87;10;8.222
04.10.2020 20:48:58.770;2;38.2;33.4;74.7;87;10;8.222
04.10.2020 20:48:58.779;2;38.2;33.4;74.7;88;10;8.222
04.10.2020 20:49:23.839;2;38.2;33.3;74.7;88;10;8.222
04.10.2020 20:50:00.000;2;38.2;33.3;74.7;88;10;8.264
04.10.2020 20:50:36.264;2;38.2;33.3;74.2;88;10;8.264
04.10.2020 20:51:13.522;2;38.2;33.3;74.2;88;9.9;8.264
04.10.2020 20:51:13.534;2;38.2;33.3;74.2;88;9.9;8.264
04.10.2020 20:53:00.341;2;38.4;33.3;74.2;88;9.9;8.264
04.10.2020 20:53:14.026;2;38.4;33.3;74.2;88;9.9;8.264
04.10.2020 20:53:14.028;2;38.4;33.3;74.2;88;9.9;8.264
04.10.2020 20:53:49.752;2;38.4;33;74.2;88;9.9;8.264
04.10.2020 20:54:36.993;2;38.4;33;73.2;88;9.9;8.264
04.10.2020 20:56:04.026;2;38.4;33;73.2;88;9.9;8.264
04.10.2020 20:56:04.035;2;38.4;33;73.2;88;9.9;8.264
04.10.2020 20:57:31.023;2;38.1;33;73.2;88;9.9;8.264
04.10.2020 20:58:15.664;2;38.1;32.8;73.2;88;9.9;8.264
04.10.2020 20:58:37.735;2;38.1;32.8;72.7;88;9.9;8.264
04.10.2020 20:58:39.539;2;38.1;32.8;72.7;88;9.9;8.264
