;Datenpunkt;Luftgütesensor 1.TEMPERATURE;Luftgütesensor 2.TEMPERATURE;Luftgütesensor 3.TEMPERATURE;Wetterstation.HUMIDITY;Wetterstation.TEMPERATURE;absolute_Luftfeuchte_aussen.VALUE
;Einheit;°C;°C;°C;%;°C;g/kg
Zeistempel;Status;Wert;Wert;Wert;Wert;Wert;Wert
05.10.2020 05:09:07.711;2;37.8;30.6;82.6;82;9.9;7.652
05.10.2020 05:10:01.000;2;37.8;30.6;82.6;82;9.9;7.652
05.10.2020 05:10:05.680;2;37.8;30.8;82.6;82;9.9;7.652
05.10.2020 05:10:29.898;2;37.8;30.8;82.6;82;9.9;7.652
05.10.2020 05:10:29.901;2;37.8;30.8;82.6;82;9.9;7.652
05.10.2020 05:12:05.761;2;37.8;30.8;83;82;9.9;7.652
05.10.2020 05:12:49.399;2;37.8;30.8;83;82;9.8;7.652
05.10.2020 05:12:49.402;2;37.8;30.8;83;82;9.8;7.652
05.10.2020 05:14:31.536;2;37.8;31.4;83;82;9.8;7.652
05.10.2020 05:14:54.395;2;37.8;31.4;83;82;9.9;7.652
05.10.2020 05:14:54.405;2;37.8;31.4;83;82;9.9;7.652
05.10.2020 05:16:06.505;2;37.8;31.4;84.9;82;9.9;7.652
05.10.2020 05:17:48.898;2;37.8;31.4;84.9;82;9.9;7.652
05.10.2020 05:17:48.899;2;37.8;31.4;84.9;82;9.9;7.652
05.10.2020 05:18:08.971;2;41.8;31.4;84.9;82;9.9;7.652
05.10.2020 05:18:57.395;2;41.8;31.9;84.9;82;9.9;7.652
05.10.2020 05:20:00.000;2;41.8;31.9;84.9;82;9.9;7.652
05.10.2020 05:20:07.197;2;41.8;31.9;86.3;82;9.9;7.652
05.10.2020 05:20:29.147;2;41.8;31.9;86.3;82;9.9;7.652
05.10.2020 05:20:29.157;2;41.8;31.9;86.3;82;9.9;7.652
05.10.2020 05:22:39.589;2;42.2;31.9;86.3;82;9.9;7.652
05.10.2020 05:22:54.901;2;42.2;31.9;86.3;82;9.9;7.652
05.10.2020 05:22:54.904;2;42.2;31.9;86.3;82;9.9;7.652
05.10.2020 05:23:23.239;2;42.2;32.4;86.3;82;9.9;7.652
05.10.2020 05:24:07.911;2;42.2;32.4;86.3;82;9.9;7.652
05.10.2020 05:25:06.152;2;42.2;32.4;86.3;82;9.9;7.652
05.10.2020 05:25:06.155;2;42.2;32.4;86.3;82;9.9;7.652
05.10.2020 05:27:10.197;2;43.1;32.4;86.3;82;9.9;7.652
05.10.2020 05:27:49.086;2;43.1;32.7;86.3;82;9.9;7.652
05.10.2020 05:28:07.150;2;43.1;32.7;86.3;82;9.9;7.652
05.10.2020 05:28:07.164;2;43.1;32.7;86.3;82;9.9;7.652
05.10.2020 05:28:08.582;2;43.1;32.7;87.7;82;9.9;7.652
05.10.2020 05:30:00.000;2;43.1;32.7;87.7;82;9.9;7.652
05.10.2020 05:31:40.800;2;43.2;32.7;87.7;82;9.9;7.652
05.10.2020 05:32:09.271;2;43.2;32.7;87.7;82;9.9;7.652
05.10.2020 05:32:14.921;2;43.2;33.1;87.7;82;9.9;7.652
05.10.2020 05:33:25.653;2;43.2;33.1;87.7;82;9.9;7.652
05.10.2020 05:33:25.661;2;43.2;33.1;87.7;82;9.9;7.652
05.10.2020 05:35:43.153;2;43.2;33.1;87.7;82;9.9;7.652
05.10.2020 05:35:43.162;2;43.2;33.1;87.7;82;9.9;7.652
05.10.2020 05:36:09.940;2;43.2;33.1;85.8;82;9.9;7.652
05.10.2020 05:36:11.416;2;42.9;33.1;85.8;82;9.9;7.652
05.10.2020 05:36:40.747;2;42.9;33.3;85.8;82;9.9;7.652
05.10.2020 05:37:46.408;2;42.9;33.3;85.8;82;9.9;7.652
05.10.2020 05:37:46.411;2;42.9;33.3;85.8;82;9.9;7.652
05.10.2020 05:40:00.000;2;42.9;33.3;85.8;82;9.9;7.652
05.10.2020 05:40:10.655;2;42.9;33.3;85;82;9.9;7.652
05.10.2020 05:40:39.159;2;42.9;33.3;85;82;9.9;7.652
05.10.2020 05:40:39.162;2;42.9;33.3;85;82;9.9;7.652
05.10.2020 05:40:42.014;2;42.7;33.3;85;82;9.9;7.652
05.10.2020 05:41:07.820;2;42.7;33.5;85;82;9.9;7.652
05.10.2020 05:43:17.412;2;42.7;33.5;85;82;9.9;7.652
05.10.2020 05:43:17.415;2;42.7;33.5;85;82;9.9;7.652
05.10.2020 05:44:11.319;2;42.7;33.5;84.2;82;9.9;7.652
05.10.2020 05:45:12.613;2;42.9;33.5;84.2;82;9.9;7.652
05.10.2020 05:45:32.397;2;42.9;33.7;84.2;82;9.9;7.652
05.10.2020 05:45:41.410;2;42.9;33.7;84.2;82;9.9;7.652
05.10.2020 05:45:41.418;2;42.9;33.7;84.2;82;9.9;7.652
05.10.2020 05:47:50.910;2;42.9;33.7;84.2;82;9.9;7.652
05.10.2020 05:47:50.917;2;42.9;33.7;84.2;82;9.9;7.652
05.10.2020 05:48:12.025;2;42.9;33.7;84.7;82;9.9;7.652
05.10.2020 05:49:43.206;2;43.2;33.7;84.7;82;9.9;7.652
05.10.2020 05:49:58.218;2;43.2;33.9;84.7;82;9.9;7.652
05.10.2020 05:50:00.000;2;43.2;33.9;84.7;82;9.9;7.652
05.10.2020 05:50:49.913;2;43.2;33.9;84.7;82;9.9;7.652
05.10.2020 05:50:49.920;2;43.2;33.9;84.7;82;9.9;7.652
05.10.2020 05:52:12.699;2;43.2;33.9;84.9;82;9.9;7.652
05.10.2020 05:53:34.666;2;43.2;33.9;84.9;82;10;7.652
05.10.2020 05:53:34.669;2;43.2;33.9;84.9;82;10;7.652
05.10.2020 05:54:13.801;2;43.5;33.9;84.9;82;10;7.652
05.10.2020 05:54:24.037;2;43.5;34;84.9;82;10;7.652
05.10.2020 05:56:04.916;2;43.5;34;84.9;82;10;7.652
05.10.2020 05:56:04.926;2;43.5;34;84.9;82;10;7.652
05.10.2020 05:56:13.349;2;43.5;34;84.5;82;10;7.652
05.10.2020 05:58:20.668;2;43.5;34;84.5;82;10;7.652
05.10.2020 05:58:20.677;2;43.5;34;84.5;81;10;7.652
05.10.2020 05:58:44.404;2;43.5;34;84.5;81;10;7.652
05.10.2020 05:58:49.858;2;43.5;34.1;84.5;81;10;7.652
05.10.2020 06:00:00.000;2;43.5;34.1;84.5;81;10;7.607
05.10.2020 06:00:22.168;2;43.5;34.1;84.5;81;10;7.607
05.10.2020 06:00:22.174;2;43.5;34.1;84.5;81;10;7.607
05.10.2020 06:03:13.170;2;43.5;34.1;84.5;81;10.1;7.607
05.10.2020 06:03:13.178;2;43.5;34.1;84.5;81;10.1;7.607
05.10.2020 06:03:14.995;2;43.9;34.1;84.5;81;10.1;7.607
05.10.2020 06:03:15.687;2;43.9;34.3;84.5;81;10.1;7.607
05.10.2020 06:04:14.590;2;43.9;34.3;85.8;81;10.1;7.607
05.10.2020 06:05:49.673;2;43.9;34.3;85.8;81;10.1;7.607
05.10.2020 06:05:49.675;2;43.9;34.3;85.8;81;10.1;7.607
05.10.2020 06:07:41.502;2;43.9;34.5;85.8;81;10.1;7.607
05.10.2020 06:07:45.206;2;43.6;34.5;85.8;81;10.1;7.607
05.10.2020 06:08:11.674;2;43.6;34.5;85.8;81;10.1;7.607
05.10.2020 06:08:11.683;2;43.6;34.5;85.8;81;10.1;7.607
05.10.2020 06:08:15.268;2;43.6;34.5;85.5;81;10.1;7.607
05.10.2020 06:10:00.000;2;43.6;34.5;85.5;81;10.1;7.655
05.10.2020 06:10:19.425;2;43.6;34.5;85.5;81;10.2;7.655
05.10.2020 06:10:19.433;2;43.6;34.5;85.5;81;10.2;7.655
05.10.2020 06:12:15.798;2;43.6;34.5;85.5;81;10.2;7.655
05.10.2020 06:12:15.965;2;43.6;34.5;83.6;81;10.2;7.655
05.10.2020 06:13:16.676;2;43.6;34.5;83.6;81;10.2;7.655
05.10.2020 06:13:16.684;2;43.6;34.5;83.6;81;10.2;7.655
05.10.2020 06:15:59.428;2;43.6;34.5;83.6;81;10.2;7.655
05.10.2020 06:15:59.438;2;43.6;34.5;83.6;81;10.2;7.655
05.10.2020 06:16:16.615;2;43.6;34.5;83.1;81;10.2;7.655
05.10.2020 06:16:33.135;2;43.6;34.6;83.1;81;10.2;7.655
05.10.2020 06:16:46.386;2;42.8;34.6;83.1;81;10.2;7.655
05.10.2020 06:18:27.930;2;42.8;34.6;83.1;81;10.2;7.655
05.10.2020 06:18:27.939;2;42.8;34.6;83.1;80;10.2;7.655
05.10.2020 06:20:00.000;2;42.8;34.6;83.1;80;10.2;7.609
05.10.2020 06:20:17.323;2;42.8;34.6;81.9;80;10.2;7.609
05.10.2020 06:20:41.932;2;42.8;34.6;81.9;80;10.2;7.609
05.10.2020 06:20:41.935;2;42.8;34.6;81.9;81;10.2;7.609
05.10.2020 06:20:58.953;2;42.8;34.6;81.9;81;10.2;7.609
05.10.2020 06:23:45.432;2;42.8;34.6;81.9;81;10.2;7.609
05.10.2020 06:23:45.440;2;42.8;34.6;81.9;81;10.2;7.609
05.10.2020 06:24:18.011;2;42.8;34.6;83.3;81;10.2;7.609
05.10.2020 06:25:24.775;2;42.8;34.8;83.3;81;10.2;7.609
05.10.2020 06:25:47.567;2;43.9;34.8;83.3;81;10.2;7.609
05.10.2020 06:26:34.687;2;43.9;34.8;83.3;81;10.2;7.609
05.10.2020 06:26:34.690;2;43.9;34.8;83.3;80;10.2;7.609
05.10.2020 06:28:18.678;2;43.9;34.8;84.4;80;10.2;7.609
05.10.2020 06:29:09.438;2;43.9;34.8;84.4;80;10.2;7.609
05.10.2020 06:29:09.441;2;43.9;34.8;84.4;80;10.2;7.609
05.10.2020 06:29:50.601;2;43.9;35;84.4;80;10.2;7.609
05.10.2020 06:30:00.000;2;43.9;35;84.4;80;10.2;7.609
05.10.2020 06:30:18.154;2;43.9;35;84.4;80;10.2;7.609
05.10.2020 06:31:29.687;2;43.9;35;84.4;80;10.2;7.609
05.10.2020 06:31:29.696;2;43.9;35;84.4;80;10.2;7.609
05.10.2020 06:32:19.331;2;43.9;35;84.5;80;10.2;7.609
05.10.2020 06:33:35.689;2;43.9;35;84.5;80;10.2;7.609
05.10.2020 06:33:35.701;2;43.9;35;84.5;80;10.2;7.609
05.10.2020 06:34:16.628;2;43.9;35.1;84.5;80;10.2;7.609
05.10.2020 06:34:48.746;2;44.1;35.1;84.5;80;10.2;7.609
05.10.2020 06:36:20.008;2;44.1;35.1;84.4;80;10.2;7.609
05.10.2020 06:36:31.191;2;44.1;35.1;84.4;80;10.3;7.609
05.10.2020 06:36:31.201;2;44.1;35.1;84.4;80;10.3;7.609
05.10.2020 06:38:42.447;2;44.1;35.1;84.4;80;10.3;7.609
05.10.2020 06:39:12.191;2;44.1;35.1;84.4;80;10.3;7.609
05.10.2020 06:39:12.202;2;44.1;35.1;84.4;80;10.3;7.609
05.10.2020 06:39:19.333;2;44.1;35.1;84.4;80;10.3;7.609
05.10.2020 06:40:00.000;2;44.1;35.1;84.4;80;10.3;7.657
05.10.2020 06:40:20.676;2;44.1;35.1;85.2;80;10.3;7.657
05.10.2020 06:41:38.695;2;44.1;35.1;85.2;80;10.3;7.657
05.10.2020 06:41:38.698;2;44.1;35.1;85.2;80;10.3;7.657
05.10.2020 06:43:08.262;2;44.1;35.2;85.2;80;10.3;7.657
05.10.2020 06:43:49.922;2;43.8;35.2;85.2;80;10.3;7.657
05.10.2020 06:43:50.948;2;43.8;35.2;85.2;80;10.3;7.657
05.10.2020 06:43:50.949;2;43.8;35.2;85.2;80;10.3;7.657
05.10.2020 06:44:21.363;2;43.8;35.2;85.2;80;10.3;7.657
05.10.2020 06:46:52.700;2;43.8;35.2;85.2;80;10.4;7.657
05.10.2020 06:46:52.703;2;43.8;35.2;85.2;80;10.4;7.657
05.10.2020 06:47:34.070;2;43.8;35.4;85.2;80;10.4;7.657
05.10.2020 06:48:20.518;2;44.3;35.4;85.2;80;10.4;7.657
05.10.2020 06:48:22.076;2;44.3;35.4;85.5;80;10.4;7.657
05.10.2020 06:49:39.952;2;44.3;35.4;85.5;80;10.4;7.657
05.10.2020 06:49:39.955;2;44.3;35.4;85.5;80;10.4;7.657
05.10.2020 06:50:00.000;2;44.3;35.4;85.5;80;10.4;7.706
05.10.2020 06:51:59.885;2;44.3;35.5;85.5;80;10.4;7.706
05.10.2020 06:52:12.949;2;44.3;35.5;85.5;80;10.4;7.706
05.10.2020 06:52:12.960;2;44.3;35.5;85.5;80;10.4;7.706
05.10.2020 06:52:22.707;2;44.3;35.5;85.1;80;10.4;7.706
05.10.2020 06:52:51.109;2;43.8;35.5;85.1;80;10.4;7.706
05.10.2020 06:54:31.450;2;43.8;35.5;85.1;80;10.4;7.706
05.10.2020 06:54:31.460;2;43.8;35.5;85.1;80;10.4;7.706
05.10.2020 06:56:23.353;2;43.8;35.5;85.2;80;10.4;7.706
05.10.2020 06:56:25.702;2;43.8;35.5;85.2;80;10.4;7.706
05.10.2020 06:56:35.452;2;43.8;35.5;85.2;80;10.4;7.706
05.10.2020 06:56:35.461;2;43.8;35.5;85.2;80;10.4;7.706
05.10.2020 06:57:21.697;2;43.7;35.5;85.2;80;10.4;7.706
05.10.2020 06:59:29.207;2;43.7;35.5;85.2;80;10.4;7.706
05.10.2020 06:59:29.210;2;43.7;35.5;85.2;80;10.4;7.706
05.10.2020 07:00:00.000;2;43.7;35.5;85.2;80;10.4;7.706
05.10.2020 07:00:24.009;2;43.7;35.5;85.7;80;10.4;7.706
05.10.2020 07:00:51.512;2;43.7;35.6;85.7;80;10.4;7.706
05.10.2020 07:01:52.292;2;43.7;35.6;85.7;80;10.4;7.706
05.10.2020 07:02:08.460;2;43.7;35.6;85.7;80;10.4;7.706
05.10.2020 07:02:08.463;2;43.7;35.6;85.7;80;10.4;7.706
05.10.2020 07:04:24.618;2;43.7;35.6;86;80;10.4;7.706
05.10.2020 07:04:33.206;2;43.7;35.6;86;80;10.4;7.706
05.10.2020 07:04:33.216;2;43.7;35.6;86;80;10.4;7.706
05.10.2020 07:05:17.326;2;43.7;35.7;86;80;10.4;7.706
05.10.2020 07:06:22.888;2;43.5;35.7;86;80;10.4;7.706
05.10.2020 07:06:43.457;2;43.5;35.7;86;80;10.4;7.706
05.10.2020 07:06:43.467;2;43.5;35.7;86;80;10.4;7.706
05.10.2020 07:08:25.248;2;43.5;35.7;86.2;80;10.4;7.706
05.10.2020 07:09:43.160;2;43.5;35.7;86.2;80;10.4;7.706
05.10.2020 07:09:43.464;2;43.5;35.7;86.2;80;10.4;7.706
05.10.2020 07:09:43.465;2;43.5;35.7;86.2;79;10.4;7.706
05.10.2020 07:10:00.000;2;43.5;35.7;86.2;79;10.4;7.609
05.10.2020 07:10:53.482;2;44.4;35.7;86.2;79;10.4;7.609
05.10.2020 07:12:25.877;2;44.4;35.7;88.7;79;10.4;7.609
05.10.2020 07:12:28.963;2;44.4;35.7;88.7;79;10.5;7.609
05.10.2020 07:12:28.967;2;44.4;35.7;88.7;79;10.5;7.609
05.10.2020 07:14:08.959;2;44.4;35.9;88.7;79;10.5;7.609
05.10.2020 07:14:59.713;2;44.4;35.9;88.7;79;10.5;7.609
05.10.2020 07:14:59.725;2;44.4;35.9;88.7;79;10.5;7.609
05.10.2020 07:15:24.066;2;44.4;35.9;88.7;79;10.5;7.609
05.10.2020 07:16:26.576;2;44.4;35.9;88.4;79;10.5;7.609
05.10.2020 07:17:16.463;2;44.4;35.9;88.4;79;10.5;7.609
05.10.2020 07:17:16.474;2;44.4;35.9;88.4;79;10.5;7.609
05.10.2020 07:18:34.749;2;44.4;36;88.4;79;10.5;7.609
05.10.2020 07:19:18.717;2;44.4;36;88.4;79;10.4;7.609
05.10.2020 07:19:18.719;2;44.4;36;88.4;79;10.4;7.609
05.10.2020 07:19:54.660;2;44.8;36;88.4;79;10.4;7.609
05.10.2020 07:20:00.000;2;44.8;36;88.4;79;10.4;7.609
05.10.2020 07:20:27.247;2;44.8;36;88.3;79;10.4;7.609
05.10.2020 07:22:10.468;2;44.8;36;88.3;79;10.4;7.609
05.10.2020 07:22:10.475;2;44.8;36;88.3;79;10.4;7.609
05.10.2020 07:23:00.543;2;44.8;36.1;88.3;79;10.4;7.609
05.10.2020 07:24:25.243;2;44.4;36.1;88.3;79;10.4;7.609
05.10.2020 07:24:27.932;2;44.4;36.1;87.4;79;10.4;7.609
05.10.2020 07:24:47.967;2;44.4;36.1;87.4;79;10.4;7.609
05.10.2020 07:24:47.977;2;44.4;36.1;87.4;79;10.4;7.609
05.10.2020 07:27:10.969;2;44.4;36.1;87.4;79;10.4;7.609
05.10.2020 07:27:10.977;2;44.4;36.1;87.4;79;10.4;7.609
05.10.2020 07:27:26.329;2;44.4;36.2;87.4;79;10.4;7.609
05.10.2020 07:28:28.595;2;44.4;36.2;85.1;79;10.4;7.609
05.10.2020 07:28:55.832;2;43.2;36.2;85.1;79;10.4;7.609
05.10.2020 07:29:19.471;2;43.2;36.2;85.1;79;10.4;7.609
05.10.2020 07:29:19.480;2;43.2;36.2;85.1;79;10.4;7.609
05.10.2020 07:30:01.000;2;43.2;36.2;85.1;79;10.4;7.609
05.10.2020 07:31:52.115;2;43.2;36.2;85.1;79;10.4;7.609
05.10.2020 07:32:17.724;2;43.2;36.2;85.1;79;10.3;7.609
05.10.2020 07:32:17.727;2;43.2;36.2;85.1;79;10.3;7.609
05.10.2020 07:32:29.250;2;43.2;36.2;84.7;79;10.3;7.609
05.10.2020 07:33:26.428;2;43.6;36.2;84.7;79;10.3;7.609
05.10.2020 07:35:01.473;2;43.6;36.2;84.7;79;10.2;7.609
05.10.2020 07:35:01.484;2;43.6;36.2;84.7;79;10.2;7.609
05.10.2020 07:36:17.903;2;43.6;36.2;84.7;79;10.2;7.609
05.10.2020 07:36:29.885;2;43.6;36.2;85.2;79;10.2;7.609
05.10.2020 07:37:30.725;2;43.6;36.2;85.2;79;10.3;7.609
05.10.2020 07:37:30.733;2;43.6;36.2;85.2;79;10.3;7.609
05.10.2020 07:37:57.011;2;32;36.2;85.2;79;10.3;7.609
05.10.2020 07:39:45.480;2;32;36.2;85.2;79;10.3;7.609
05.10.2020 07:39:45.483;2;32;36.2;85.2;79;10.3;7.609
05.10.2020 07:40:00.000;2;32;36.2;85.2;79;10.3;7.561
05.10.2020 07:40:30.539;2;32;36.2;84.3;79;10.3;7.561
05.10.2020 07:40:43.696;2;32;35.7;84.3;79;10.3;7.561
05.10.2020 07:41:45.979;2;32;35.7;84.3;79;10.3;7.561
05.10.2020 07:41:45.982;2;32;35.7;84.3;79;10.3;7.561
05.10.2020 07:42:27.597;2;37;35.7;84.3;79;10.3;7.561
05.10.2020 07:44:31.211;2;37;35.7;83;79;10.3;7.561
05.10.2020 07:44:35.981;2;37;35.7;83;79;10.3;7.561
05.10.2020 07:44:35.982;2;37;35.7;83;79;10.3;7.561
05.10.2020 07:45:09.489;2;37;35;83;79;10.3;7.561
05.10.2020 07:46:58.189;2;39.4;35;83;79;10.3;7.561
05.10.2020 07:47:11.484;2;39.4;35;83;79;10.3;7.561
05.10.2020 07:47:11.497;2;39.4;35;83;79;10.3;7.561
05.10.2020 07:48:31.873;2;39.4;35;84;79;10.3;7.561
05.10.2020 07:49:32.732;2;39.4;35;84;79;10.2;7.561
05.10.2020 07:49:32.735;2;39.4;35;84;79;10.2;7.561
05.10.2020 07:49:35.287;2;39.4;34.9;84;79;10.2;7.561
05.10.2020 07:50:00.000;2;39.4;34.9;84;79;10.2;7.514
05.10.2020 07:51:28.790;2;40.4;34.9;84;79;10.2;7.514
05.10.2020 07:51:39.485;2;40.4;34.9;84;79;10.3;7.514
05.10.2020 07:51:39.487;2;40.4;34.9;84;79;10.3;7.514
05.10.2020 07:52:32.507;2;40.4;34.9;84.7;79;10.3;7.514
05.10.2020 07:54:01.079;2;40.4;34.5;84.7;79;10.3;7.514
05.10.2020 07:54:35.733;2;40.4;34.5;84.7;79;10.2;7.514
05.10.2020 07:54:35.739;2;40.4;34.5;84.7;79;10.2;7.514
05.10.2020 07:55:59.393;2;33.1;34.5;84.7;79;10.2;7.514
05.10.2020 07:56:33.177;2;33.1;34.5;84.3;79;10.2;7.514
05.10.2020 07:57:17.737;2;33.1;34.5;84.3;79;10.3;7.514
05.10.2020 07:57:17.745;2;33.1;34.5;84.3;79;10.3;7.514
05.10.2020 07:58:26.877;2;33.1;33.9;84.3;79;10.3;7.514
05.10.2020 07:59:45.240;2;33.1;33.9;84.3;79;10.3;7.514
05.10.2020 07:59:45.243;2;33.1;33.9;84.3;79;10.3;7.514
05.10.2020 08:00:00.000;2;33.1;33.9;84.3;79;10.3;7.561
05.10.2020 08:00:29.991;2;35.4;33.9;84.3;79;10.3;7.561
05.10.2020 08:00:33.895;2;35.4;33.9;81.3;79;10.3;7.561
05.10.2020 08:01:58.242;2;35.4;33.9;81.3;79;10.3;7.561
05.10.2020 08:01:58.245;2;35.4;33.9;81.3;79;10.3;7.561
05.10.2020 08:02:52.679;2;35.4;33.6;81.3;79;10.3;7.561
05.10.2020 08:04:34.537;2;35.4;33.6;79.3;79;10.3;7.561
05.10.2020 08:05:00.597;2;39.1;33.6;79.3;79;10.3;7.561
05.10.2020 08:05:00.995;2;39.1;33.6;79.3;79;10.3;7.561
05.10.2020 08:05:01.002;2;39.1;33.6;79.3;79;10.3;7.561
05.10.2020 08:07:18.498;2;39.1;33.4;79.3;79;10.3;7.561
05.10.2020 08:07:49.255;2;39.1;33.4;79.3;79;10.3;7.561
05.10.2020 08:07:49.263;2;39.1;33.4;79.3;79;10.3;7.561
05.10.2020 08:08:35.193;2;39.1;33.4;80.5;79;10.3;7.561
05.10.2020 08:09:31.213;2;40.1;33.4;80.5;79;10.3;7.561
05.10.2020 08:10:00.000;2;40.1;33.4;80.5;79;10.3;7.561
05.10.2020 08:10:23.012;2;40.1;33.4;80.5;79;10.4;7.561
05.10.2020 08:10:23.019;2;40.1;33.4;80.5;79;10.4;7.561
05.10.2020 08:11:44.319;2;40.1;33.6;80.5;79;10.4;7.561
05.10.2020 08:12:35.885;2;40.1;33.6;81.4;79;10.4;7.561
05.10.2020 08:12:42.269;2;40.1;33.6;81.4;79;10.3;7.561
05.10.2020 08:12:42.270;2;40.1;33.6;81.4;79;10.3;7.561
05.10.2020 08:14:01.833;2;40.7;33.6;81.4;79;10.3;7.561
05.10.2020 08:14:47.270;2;40.7;33.6;81.4;79;10.4;7.561
05.10.2020 08:14:47.278;2;40.7;33.6;81.4;79;10.4;7.561
05.10.2020 08:16:10.149;2;40.7;33.8;81.4;79;10.4;7.561
05.10.2020 08:16:36.564;2;40.7;33.8;80.6;79;10.4;7.561
05.10.2020 08:17:41.773;2;40.7;33.8;80.6;79;10.3;7.561
05.10.2020 08:17:41.778;2;40.7;33.8;80.6;80;10.3;7.561
05.10.2020 08:18:32.438;2;41;33.8;80.6;80;10.3;7.561
05.10.2020 08:20:00.000;2;41;33.8;80.6;80;10.3;7.657
05.10.2020 08:20:21.780;2;41;33.8;80.6;80;10.4;7.657
05.10.2020 08:20:21.782;2;41;33.8;80.6;79;10.4;7.657
05.10.2020 08:20:35.969;2;41;33.9;80.6;79;10.4;7.657
05.10.2020 08:20:37.213;2;41;33.9;81.3;79;10.4;7.657
05.10.2020 08:22:47.534;2;41;33.9;81.3;79;10.4;7.657
05.10.2020 08:22:47.535;2;41;33.9;81.3;80;10.4;7.657
05.10.2020 08:23:03.052;2;41.5;33.9;81.3;80;10.4;7.657
05.10.2020 08:24:37.901;2;41.5;33.9;81.7;80;10.4;7.657
05.10.2020 08:24:58.784;2;41.5;33.9;81.7;80;10.4;7.657
05.10.2020 08:24:58.791;2;41.5;33.9;81.7;79;10.4;7.657
05.10.2020 08:25:01.786;2;41.5;34.2;81.7;79;10.4;7.657
05.10.2020 08:27:33.660;2;41.4;34.2;81.7;79;10.4;7.657
05.10.2020 08:27:59.540;2;41.4;34.2;81.7;79;10.4;7.657
05.10.2020 08:27:59.541;2;41.4;34.2;81.7;80;10.4;7.657
05.10.2020 08:28:38.577;2;41.4;34.2;81.5;80;10.4;7.657
05.10.2020 08:29:27.604;2;41.4;34.3;81.5;80;10.4;7.657
05.10.2020 08:30:00.000;2;41.4;34.3;81.5;80;10.4;7.706
05.10.2020 08:30:46.040;2;41.4;34.3;81.5;80;10.4;7.706
05.10.2020 08:30:46.048;2;41.4;34.3;81.5;79;10.4;7.706
05.10.2020 08:32:04.262;2;42.4;34.3;81.5;79;10.4;7.706
05.10.2020 08:32:39.304;2;42.4;34.3;83.5;79;10.4;7.706
05.10.2020 08:33:18.043;2;42.4;34.3;83.5;79;10.4;7.706
05.10.2020 08:33:18.052;2;42.4;34.3;83.5;79;10.4;7.706
05.10.2020 08:33:53.419;2;42.4;34.7;83.5;79;10.4;7.706
05.10.2020 08:35:35.549;2;42.4;34.7;83.5;79;10.5;7.706
05.10.2020 08:35:35.551;2;42.4;34.7;83.5;79;10.5;7.706
05.10.2020 08:36:34.862;2;42.5;34.7;83.5;79;10.5;7.706
05.10.2020 08:36:39.983;2;42.5;34.7;82.9;79;10.5;7.706
05.10.2020 08:37:38.798;2;42.5;34.7;82.9;79;10.5;7.706
05.10.2020 08:37:38.808;2;42.5;34.7;82.9;79;10.5;7.706
05.10.2020 08:38:19.230;2;42.5;34.7;82.9;79;10.5;7.706
05.10.2020 08:40:00.000;2;42.5;34.7;82.9;79;10.5;7.658
05.10.2020 08:40:31.549;2;42.5;34.7;82.9;79;10.5;7.658
05.10.2020 08:40:31.557;2;42.5;34.7;82.9;79;10.5;7.658
05.10.2020 08:40:40.667;2;42.5;34.7;83.7;79;10.5;7.658
05.10.2020 08:41:05.471;2;42.8;34.7;83.7;79;10.5;7.658
05.10.2020 08:42:45.036;2;42.8;34.9;83.7;79;10.5;7.658
05.10.2020 08:43:09.549;2;42.8;34.9;83.7;79;10.6;7.658
05.10.2020 08:43:09.558;2;42.8;34.9;83.7;79;10.6;7.658
05.10.2020 08:44:41.356;2;42.8;34.9;84.2;79;10.6;7.658
05.10.2020 08:45:33.300;2;42.8;34.9;84.2;79;10.6;7.658
05.10.2020 08:45:33.309;2;42.8;34.9;84.2;79;10.6;7.658
05.10.2020 08:45:36.072;2;43.3;34.9;84.2;79;10.6;7.658
05.10.2020 08:47:10.837;2;43.3;35;84.2;79;10.6;7.658
05.10.2020 08:47:42.802;2;43.3;35;84.2;79;10.6;7.658
05.10.2020 08:47:42.804;2;43.3;35;84.2;80;10.6;7.658
05.10.2020 08:48:42.019;2;43.3;35;84.6;80;10.6;7.658
05.10.2020 08:50:00.000;2;43.3;35;84.6;80;10.6;7.804
05.10.2020 08:50:06.667;2;43.1;35;84.6;80;10.6;7.804
05.10.2020 08:50:41.802;2;43.1;35;84.6;80;10.5;7.804
05.10.2020 08:50:41.811;2;43.1;35;84.6;80;10.5;7.804
05.10.2020 08:51:36.641;2;43.1;35.1;84.6;80;10.5;7.804
05.10.2020 08:52:42.738;2;43.1;35.1;84.8;80;10.5;7.804
05.10.2020 08:53:26.307;2;43.1;35.1;84.8;80;10.5;7.804
05.10.2020 08:53:26.310;2;43.1;35.1;84.8;80;10.5;7.804
05.10.2020 08:54:37.262;2;42.8;35.1;84.8;80;10.5;7.804
05.10.2020 08:55:56.556;2;42.8;35.1;84.8;80;10.5;7.804
05.10.2020 08:55:56.569;2;42.8;35.1;84.8;81;10.5;7.804
05.10.2020 08:56:02.450;2;42.8;35.1;84.8;81;10.5;7.804
05.10.2020 08:56:43.402;2;42.8;35.1;84.5;81;10.5;7.804
05.10.2020 08:58:12.307;2;42.8;35.1;84.5;81;10.4;7.804
05.10.2020 08:58:12.315;2;42.8;35.1;84.5;81;10.4;7.804
